asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsPayable,DividendsReceivedCFI,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InterestReceivedCFI,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11305000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619000.0,,,,,4976000.0,,,,,,,,,,,,,,,,,,,,,,0.0,,2159000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,129214000.0,59728000.0,-218421000.0,34410000.0,-7821000.0,364000.0,,5000000.0,167693345.0,0.013119,44839000.0,43125000.0,-25319000.0,41327000.0,6112000.0,107655000.0,107655000.0,-42000.0,106675000.0,980000.0,67775000.0,-140000.0,26892000.0,10552000.0,37304000.0,67775000.0,6112000.0,,97649000.0,36021000.0,,16956000.0,228069000.0,315762000.0,4763000.0,85182000.0,89945000.0,1760000.0,240536000.0,-7084000.0,18313000.0,18313000.0,18313000.0,17949000.0,569000.0,167693345.0,0.013119,2200000.0,,0.0,193000.0,18506000.0,-4959000.0,107655000.0,,0.0,33984000.0,43912000.0,30892000.0,-357000.0,4170000.0,,2142000.0,67549000.0,377468000.0,147047000.0,,,4955000.0,4955000.0,91000.0,91000.0,-5734000.0,1423000.0,-1096000.0,132746000.0,311810000.0,-22420000.0,5000000.0,2137000.0,12015000.0,36021000.0,131475000.0,21679000.0,36564000.0,128979000.0,165543000.0,131475000.0,-97574000.0,14152000.0,384000.0,219453000.0,,6307000.0,-122000.0,1091000.0,36021000.0,106506000.0,2200000.0,2200000.0,2322000.0,2200000.0,2200000.0,2322000.0,2322000.0,-543000.0,-4893000.0,,33901000.0,33901000.0,-4893000.0,-24728000.0,159047000.0,-23767000.0,95507000.0,601000.0,22410000.0,4296000.0,5080000.0,146000.0,19164000.0,2700080.0,56211000.0,144706000.0,2341000.0,375116000.0,167693345.0,770000.0,,2142000.0,4821000.0,1459000.0,45631000.0,6910000.0,76255000.0,2203000.0,,730000.0,0.0,139470000.0,-171000.0,2270000.0,-4762000.0,0.0,2107000.0,,-543000.0,,-24776000.0,51851000.0,228069000.0,18313000.0,847000.0,847000.0,-97574000.0,,,63077000.0,1091000.0,1009000.0,1751000.0,4170000.0,167693345.0,-730000.0,1271000.0,97649000.0,95507000.0,-157920.0,-7084000.0,0.24,9400000.0,-1605000.0,525149000.0,226628000.0,255488000.0,103956000.0,372775000.0,421193000.0,209387000.0,180657000.0,1421000.0,29000.0,375116000.0,3346000.0,-658000.0,-658000.0,4184000.0,,,38079000.0,75226000.0,
2021-12-31,12M,EUR,240210000.0,97019000.0,-275698000.0,34410000.0,-7907000.0,428000.0,428000.0,8237000.0,167693345.0,0.111823,107655000.0,59432000.0,-37412000.0,55336000.0,6112000.0,137662000.0,137662000.0,-2519000.0,136751000.0,911000.0,28131000.0,-87956000.0,118289000.0,-43996000.0,-13663000.0,28131000.0,6112000.0,,127555000.0,0.0,,25549000.0,341109000.0,483619000.0,7768000.0,97535000.0,105303000.0,2425000.0,383191000.0,8982000.0,22841000.0,23269000.0,23269000.0,22841000.0,158000.0,167693345.0,0.111823,18752000.0,,1400000.0,35465000.0,58734000.0,1876000.0,137662000.0,,38000.0,-4939000.0,57801000.0,10997000.0,-43000.0,6856000.0,,2440000.0,104926000.0,483198000.0,218006000.0,,0.0,5792000.0,5792000.0,68000.0,68000.0,-7412000.0,826000.0,-6530000.0,219948000.0,359929000.0,-15339000.0,8237000.0,3759000.0,0.0,0.0,56193000.0,23009000.0,47568000.0,134839000.0,182407000.0,56193000.0,-34545000.0,3759000.0,402000.0,286629000.0,,19772000.0,-1939000.0,19041000.0,0.0,94712000.0,18752000.0,18752000.0,20691000.0,18752000.0,18752000.0,20691000.0,20691000.0,-319000.0,-7289000.0,,21648000.0,21648000.0,-7289000.0,-6279000.0,207500000.0,-36287000.0,125115000.0,3349000.0,23025000.0,8088000.0,4809000.0,163000.0,59022000.0,18952822.565969,48409000.0,184683000.0,33323000.0,559115000.0,167693345.0,1410000.0,,2440000.0,6827000.0,3937000.0,62345000.0,8472000.0,88579000.0,1978000.0,,750000.0,0.0,255102000.0,-444000.0,5007000.0,29673000.0,0.0,5356000.0,,-319000.0,,-37093000.0,114530000.0,341109000.0,23269000.0,572000.0,572000.0,-34545000.0,,,81829000.0,19041000.0,806000.0,1875000.0,6856000.0,167693345.0,-750000.0,3698000.0,127555000.0,125115000.0,-87177.434031,8982000.0,0.302699,22005000.0,-3419000.0,736288000.0,262394000.0,287710000.0,147327000.0,525792000.0,588961000.0,252669000.0,205770000.0,35419000.0,1565000.0,559115000.0,6420000.0,-288000.0,-288000.0,6557000.0,,,54147000.0,100428000.0,0.0
2022-12-31,12M,EUR,329292000.0,150573000.0,-297477000.0,34410000.0,-8765000.0,547000.0,547000.0,769000.0,167693345.0,0.234279,137662000.0,58289000.0,-85108000.0,48394000.0,6112000.0,116503000.0,116503000.0,-5329000.0,116484000.0,19000.0,-26299000.0,-129563000.0,68916000.0,-82270000.0,-142917000.0,-26299000.0,6112000.0,-5329000.0,163505000.0,0.0,0.0,61357000.0,539312000.0,666215000.0,7192000.0,142279000.0,149471000.0,,510929000.0,19840000.0,25544000.0,26091000.0,26091000.0,25544000.0,0.0,167693345.0,0.234279,39287000.0,0.0,0.0,73148000.0,99239000.0,5140000.0,116503000.0,,1599000.0,79202000.0,109701000.0,-105956000.0,0.0,8179000.0,0.0,2774000.0,159338000.0,559142000.0,317070000.0,0.0,4946000.0,9530000.0,9530000.0,68000.0,68000.0,-12162000.0,455000.0,-17347000.0,335733000.0,496561000.0,-84653000.0,769000.0,2046000.0,,0.0,108756000.0,24879000.0,41202000.0,190777000.0,231979000.0,108756000.0,-63034000.0,2046000.0,1230000.0,311593000.0,,32120000.0,-4491000.0,0.0,0.0,216553000.0,39287000.0,39287000.0,43778000.0,39287000.0,39287000.0,43778000.0,43778000.0,-754000.0,-13646000.0,0.0,45722000.0,45722000.0,-13646000.0,60834000.0,261665000.0,-84354000.0,160731000.0,4534000.0,23325000.0,12825000.0,4070000.0,560000.0,103965000.0,42715240.4,-20848000.0,233867000.0,83203000.0,856382000.0,167693345.0,1444000.0,,2774000.0,11556000.0,1000.0,85039000.0,12450000.0,103024000.0,9323000.0,5684000.0,1870000.0,0.0,356716000.0,-169000.0,13695000.0,63618000.0,0.0,2540000.0,0.0,-754000.0,0.0,-84354000.0,191206000.0,539312000.0,26091000.0,1460000.0,1460000.0,-63034000.0,0.0,0.0,118020000.0,0.0,0.0,,8179000.0,167693345.0,-6816000.0,2161000.0,163505000.0,160731000.0,-1297759.6,19840000.0,0.2746,40388000.0,-2452000.0,961744000.0,354282000.0,381450000.0,195625000.0,773179000.0,766119000.0,295529000.0,255190000.0,76387000.0,4184000.0,856382000.0,14974000.0,-4726000.0,-4726000.0,551000.0,,0.0,52173000.0,155286000.0,4946000.0
2023-12-31,12M,EUR,295448000.0,117544000.0,-338692000.0,270288000.0,-9543000.0,907000.0,907000.0,1948000.0,92184589.0,0.21,116503000.0,70983000.0,-95821000.0,51295000.0,6112000.0,204836000.0,209874000.0,-1002000.0,204815000.0,21000.0,85094000.0,-20016000.0,-41994000.0,20289000.0,-41721000.0,85094000.0,6112000.0,-1002000.0,424350000.0,243750000.0,-6511000.0,41103000.0,521459000.0,800058000.0,11178000.0,147302000.0,158480000.0,,478481000.0,16834000.0,32823000.0,33730000.0,33730000.0,32823000.0,599000.0,92184589.0,0.21,34057000.0,171000.0,43000.0,77250000.0,110980000.0,3239000.0,204836000.0,815850788.0,50000.0,191238000.0,135072000.0,-48567000.0,-71000.0,10481000.0,10543000.0,18060000.0,127087000.0,669155000.0,318489000.0,133000.0,0.0,21808000.0,21808000.0,4138000.0,4138000.0,-20834000.0,5669000.0,-10845000.0,357044000.0,738642000.0,-153398000.0,1948000.0,1324000.0,,243750000.0,37442000.0,36896000.0,40117000.0,166990000.0,207107000.0,37442000.0,-32773000.0,1324000.0,637000.0,397226000.0,643874788.0,34837000.0,-4551000.0,-12041000.0,237239000.0,109456000.0,34057000.0,34057000.0,38608000.0,34057000.0,34057000.0,38608000.0,38608000.0,-1576000.0,-19217000.0,-51548000.0,4669000.0,4669000.0,-19217000.0,-18013000.0,330463000.0,-93945000.0,406290000.0,6651000.0,20810000.0,17811000.0,4657000.0,327000.0,110261000.0,33530620.1,47254000.0,238117000.0,80372000.0,839948000.0,92184589.0,771000.0,273000.0,7517000.0,18453000.0,,77322000.0,13529000.0,122947000.0,50180000.0,5038000.0,45000.0,0.0,316570000.0,-500000.0,30006000.0,55442000.0,0.0,427000.0,-12041000.0,-1576000.0,-51548000.0,-94245000.0,173749000.0,521459000.0,33730000.0,1404000.0,1404000.0,-32773000.0,-6511000.0,112000.0,151966000.0,,300000.0,,10481000.0,94016319.0,-157000.0,273000.0,424350000.0,406290000.0,192620.1,16834000.0,0.2679,35277000.0,-19879000.0,1175281000.0,591340000.0,365587000.0,459187000.0,759576000.0,716094000.0,375223000.0,237613000.0,80327000.0,1547000.0,839948000.0,7422000.0,719000.0,719000.0,151000.0,1831730.0,6511000.0,59068000.0,321577000.0,
