symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,DerivativeProductLiabilities,DividendsPayable,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
EGLA.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,1243000.0,,,,,,,,,,,,,,,,11305000.0,,,,,,,,,,,,,,,,,,,,,619000.0,,,,4976000.0,,,,,,,,,,,,,,,,,,,,,,
EGLA.MI,2020-12-31,12M,EUR,129214000.0,59728000.0,-218421000.0,34410000.0,-7821000.0,5000000.0,43125000.0,41327000.0,6112000.0,107655000.0,107655000.0,106675000.0,980000.0,6112000.0,97649000.0,16956000.0,315762000.0,4763000.0,85182000.0,89945000.0,1760000.0,240536000.0,569000.0,,0.0,43912000.0,,2142000.0,67549000.0,377468000.0,,-1096000.0,132746000.0,311810000.0,5000000.0,2137000.0,12015000.0,21679000.0,36564000.0,128979000.0,165543000.0,14152000.0,384000.0,219453000.0,6307000.0,106506000.0,159047000.0,95507000.0,601000.0,22410000.0,4296000.0,5080000.0,146000.0,167693345.0,770000.0,,2142000.0,1459000.0,6910000.0,76255000.0,2203000.0,,139470000.0,2270000.0,0.0,51851000.0,63077000.0,167693345.0,97649000.0,95507000.0,9400000.0,525149000.0,226628000.0,255488000.0,103956000.0,421193000.0,209387000.0,180657000.0,3346000.0,4184000.0,,,38079000.0,75226000.0
EGLA.MI,2021-12-31,12M,EUR,240210000.0,97019000.0,-275698000.0,34410000.0,-7907000.0,8237000.0,59432000.0,55336000.0,6112000.0,137662000.0,137662000.0,136751000.0,911000.0,6112000.0,127555000.0,25549000.0,483619000.0,7768000.0,97535000.0,105303000.0,2425000.0,383191000.0,158000.0,,38000.0,57801000.0,,2440000.0,104926000.0,483198000.0,,-6530000.0,219948000.0,359929000.0,8237000.0,3759000.0,0.0,23009000.0,47568000.0,134839000.0,182407000.0,3759000.0,402000.0,286629000.0,19772000.0,94712000.0,207500000.0,125115000.0,3349000.0,23025000.0,8088000.0,4809000.0,163000.0,167693345.0,1410000.0,,2440000.0,3937000.0,8472000.0,88579000.0,1978000.0,,255102000.0,5007000.0,0.0,114530000.0,81829000.0,167693345.0,127555000.0,125115000.0,22005000.0,736288000.0,262394000.0,287710000.0,147327000.0,588961000.0,252669000.0,205770000.0,6420000.0,6557000.0,,,54147000.0,100428000.0
EGLA.MI,2022-12-31,12M,EUR,329292000.0,150573000.0,-297477000.0,34410000.0,-8765000.0,769000.0,58289000.0,48394000.0,6112000.0,116503000.0,116503000.0,116484000.0,19000.0,6112000.0,163505000.0,61357000.0,666215000.0,7192000.0,142279000.0,149471000.0,,510929000.0,0.0,0.0,1599000.0,109701000.0,0.0,2774000.0,159338000.0,559142000.0,0.0,-17347000.0,335733000.0,496561000.0,769000.0,2046000.0,,24879000.0,41202000.0,190777000.0,231979000.0,2046000.0,1230000.0,311593000.0,32120000.0,216553000.0,261665000.0,160731000.0,4534000.0,23325000.0,12825000.0,4070000.0,560000.0,167693345.0,1444000.0,,2774000.0,1000.0,12450000.0,103024000.0,9323000.0,5684000.0,356716000.0,13695000.0,0.0,191206000.0,118020000.0,167693345.0,163505000.0,160731000.0,40388000.0,961744000.0,354282000.0,381450000.0,195625000.0,766119000.0,295529000.0,255190000.0,14974000.0,551000.0,,0.0,52173000.0,155286000.0
EGLA.MI,2023-12-31,12M,EUR,295448000.0,117544000.0,-338692000.0,270288000.0,-9543000.0,1948000.0,70983000.0,51295000.0,6112000.0,204836000.0,209874000.0,204815000.0,21000.0,6112000.0,424350000.0,41103000.0,800058000.0,11178000.0,147302000.0,158480000.0,,478481000.0,599000.0,171000.0,50000.0,135072000.0,10543000.0,18060000.0,127087000.0,669155000.0,133000.0,-10845000.0,357044000.0,738642000.0,1948000.0,1324000.0,,36896000.0,40117000.0,166990000.0,207107000.0,1324000.0,637000.0,397226000.0,34837000.0,109456000.0,330463000.0,406290000.0,6651000.0,20810000.0,17811000.0,4657000.0,327000.0,92184589.0,771000.0,273000.0,7517000.0,,13529000.0,122947000.0,50180000.0,5038000.0,316570000.0,30006000.0,0.0,173749000.0,151966000.0,94016319.0,424350000.0,406290000.0,35277000.0,1175281000.0,591340000.0,365587000.0,459187000.0,716094000.0,375223000.0,237613000.0,7422000.0,151000.0,1831730.0,6511000.0,59068000.0,321577000.0
