symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,DeferredTax,DividendsReceivedCFI,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InvestingCashFlow,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,SaleOfBusiness,SaleOfIntangibles,SaleOfPPE
FBK.MI,2019-12-31,12M,EUR,,,,,,-8461000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,
FBK.MI,2020-12-31,12M,EUR,1005063000.0,-29381000.0,-26554000.0,1021969000.0,-21524000.0,-84714000.0,494027000.0,1021969000.0,-26554000.0,2381000.0,,-12524000.0,2014508000.0,-20180000.0,1042148000.0,2366000.0,-29380000.0,0.0,6374000.0,323571000.0,323571000.0,-7862000.0,-21518000.0,1071529000.0,194698000.0,54486000.0,0.0,-7862000.0,-21519000.0,,,1000.0
FBK.MI,2021-12-31,12M,EUR,2014508000.0,-14536000.0,-343640000.0,-574889000.0,-627228000.0,52921000.0,-804519000.0,-574889000.0,-343640000.0,27567000.0,0.0,24597000.0,1464216000.0,-343776000.0,-229792000.0,-853000.0,-15857000.0,-1321000.0,-136000.0,380711000.0,380711000.0,-6176000.0,-8360000.0,-215256000.0,129571000.0,52267000.0,-1321000.0,-6176000.0,-8360000.0,0.0,0.0,0.0
FBK.MI,2022-12-31,12M,EUR,1464216000.0,-13380000.0,-258316000.0,-1823000.0,0.0,-34079000.0,-327484000.0,-1823000.0,-258316000.0,2403000.0,0.0,7359000.0,1469752000.0,-258517000.0,255717000.0,8935000.0,-12403000.0,-700000.0,-201000.0,428505000.0,428505000.0,-4310000.0,-7393000.0,269097000.0,98688000.0,58050000.0,-700000.0,-4310000.0,-9070000.0,0.0,0.0,1677000.0
FBK.MI,2023-12-31,12M,EUR,1469752000.0,-15567000.0,-321942000.0,800620000.0,0.0,,308133000.0,800620000.0,-321942000.0,83166000.0,0.0,-4122000.0,2266250000.0,-321302000.0,1122079000.0,6334000.0,-15724000.0,-195000.0,640000.0,609101000.0,609101000.0,-3673000.0,-11856000.0,1137646000.0,61156000.0,69756000.0,-195000.0,-3673000.0,-11894000.0,0.0,0.0,38000.0
FBK.MI,2023-12-31,TTM,EUR,1469752000.0,-15567000.0,-321942000.0,800620000.0,0.0,,308133000.0,800620000.0,-321942000.0,83166000.0,0.0,-4122000.0,2266250000.0,-321302000.0,1122079000.0,6334000.0,-15724000.0,-195000.0,640000.0,609101000.0,609101000.0,-3673000.0,-11856000.0,1137646000.0,61156000.0,69756000.0,-195000.0,-3673000.0,-11894000.0,0.0,0.0,38000.0
