asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFI,Inventory,InvestedCapital,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfInvestment,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-850000.0,-850000.0,,,,,,,,,,,,,,,,,,48185000.0,,,,48185000.0,-53398000.0,,,,,,,,,46383000.0,,,,,,,,,,,48185000.0,48185000.0,,,1000.0,,,,,,,,,,,,,,,,,,,,71000.0,,,-1000.0,,,,,,,,,,,,,,,,,,,,,-53398000.0,,,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,43234000.0,57728000.0,-76637000.0,-1022000.0,6493000.0,6493000.0,102832808.0,0.339851,62798000.0,-13346000.0,28185000.0,10000000.0,105586000.0,113089000.0,-11980000.0,105587000.0,44662000.0,-4348000.0,1592000.0,84000.0,5887000.0,692000.0,3907000.0,44661000.0,10000000.0,-11980000.0,159317000.0,33000.0,-958000.0,984000.0,179955000.0,232468000.0,3588000.0,45438000.0,49026000.0,121175000.0,2104000.0,8122000.0,11822000.0,18315000.0,18315000.0,11822000.0,578000.0,102832808.0,0.339851,35112000.0,45893000.0,64208000.0,-1873000.0,105586000.0,1979478736.0,8094000.0,23545000.0,43757000.0,,0.0,49041000.0,89498000.0,58750000.0,151517000.0,155359000.0,17000.0,166000.0,1382000.0,1382000.0,178000.0,178000.0,-1650000.0,178000.0,51930000.0,293236000.0,-20536000.0,33000.0,69797000.0,24597000.0,88481000.0,113078000.0,69797000.0,-44510000.0,724000.0,1292000.0,35365000.0,1914773736.0,304000.0,-5000.0,-15000.0,-925000.0,28333000.0,35112000.0,35112000.0,35118000.0,35112000.0,35112000.0,35118000.0,35118000.0,-5086000.0,-1458000.0,-7500000.0,69797000.0,69797000.0,-1458000.0,-44510000.0,-1000.0,74880000.0,-8112000.0,69819000.0,5265000.0,10212000.0,8189000.0,419000.0,64123000.0,35044935.0,57103000.0,108101000.0,47258000.0,335314000.0,102813025.0,,950000.0,403000.0,1000.0,40457000.0,82000.0,1187000.0,10705000.0,,-666000.0,1166000.0,15179000.0,60411000.0,4582000.0,7503000.0,-546000.0,0.0,64827000.0,4760000.0,466000.0,44511000.0,54757000.0,-560000.0,-15000.0,-5086000.0,-8260000.0,24232000.0,179955000.0,18315000.0,-44510000.0,-958000.0,93907000.0,0.0,148000.0,102986257.0,118000.0,159317000.0,69819000.0,17935.0,9393000.0,0.211,3706000.0,-7503000.0,414145000.0,247798000.0,162104000.0,159621000.0,288056000.0,254524000.0,181678000.0,133349000.0,46713000.0,254000.0,335314000.0,6414000.0,85000.0,85000.0,173232.0,4153000.0,111293000.0,262000.0
2021-12-31,12M,EUR,66444000.0,74454000.0,-86276000.0,-1265000.0,7792000.0,7792000.0,102882241.0,0.475792,105586000.0,-18643000.0,27557000.0,10000000.0,100625000.0,100631000.0,-11988000.0,100625000.0,-6648000.0,-22020000.0,-351000.0,-241000.0,19415000.0,-11887000.0,-15084000.0,-6649000.0,10000000.0,-11988000.0,154952000.0,0.0,0.0,4743000.0,239923000.0,270144000.0,4037000.0,61168000.0,65205000.0,166449000.0,1907000.0,10636000.0,13050000.0,20842000.0,20842000.0,13050000.0,27000.0,102882241.0,0.475792,49059000.0,63012000.0,83854000.0,1687000.0,100625000.0,2734223138.0,-18984000.0,33799000.0,35475000.0,-367000.0,-367000.0,67347000.0,134570000.0,75719000.0,170679000.0,183145000.0,13000.0,2000.0,1957000.0,1957000.0,81000.0,81000.0,-2076000.0,81000.0,80580000.0,284833000.0,-41783000.0,0.0,57774000.0,23520000.0,68713000.0,92233000.0,57774000.0,-60011000.0,1250000.0,2157000.0,41356000.0,2657326138.0,14923000.0,-29000.0,-31713000.0,0.0,29256000.0,49059000.0,49059000.0,49088000.0,49059000.0,49059000.0,49088000.0,49088000.0,-3753000.0,-2392000.0,7541000.0,57774000.0,57774000.0,-2392000.0,-2237000.0,-1000.0,84403000.0,-13938000.0,20382000.0,7022000.0,17110000.0,8612000.0,432000.0,83547000.0,48812173.106216,54118000.0,118776000.0,64369000.0,423068000.0,102882735.0,1000.0,1166000.0,264000.0,1000.0,67223000.0,,1358000.0,9799000.0,49893000.0,-413000.0,1685000.0,19436000.0,66938000.0,6212000.0,6000.0,-858000.0,0.0,94140000.0,4888000.0,1716000.0,61055000.0,57642000.0,2599000.0,-31713000.0,-3753000.0,-14890000.0,42326000.0,239923000.0,20842000.0,-60011000.0,0.0,122070000.0,,952000.0,102986257.0,502000.0,154952000.0,20382000.0,60173.106216,11967000.0,0.196004,5372000.0,-12881000.0,507796000.0,223665000.0,157438000.0,169875000.0,358699000.0,337921000.0,237652000.0,171472000.0,64457000.0,516000.0,423068000.0,8260000.0,307000.0,307000.0,103522.0,4455000.0,103695000.0,354000.0
2022-12-31,12M,EUR,77174000.0,93693000.0,-103068000.0,-1841000.0,9642000.0,9642000.0,99592000.0,0.62,100625000.0,-26799000.0,32650000.0,10000000.0,96636000.0,107491000.0,-14995000.0,96636000.0,-4038000.0,-19136000.0,297000.0,2359000.0,6956000.0,-15241000.0,-24765000.0,-4039000.0,10000000.0,-14995000.0,205378000.0,0.0,0.0,3209000.0,318366000.0,330172000.0,5434000.0,70925000.0,76359000.0,202647000.0,4301000.0,14119000.0,14736000.0,24378000.0,24378000.0,14736000.0,0.0,99592000.0,0.62,62124000.0,85963000.0,110341000.0,50000.0,96636000.0,2423672657.0,6214000.0,39137000.0,42612000.0,,,101393000.0,194428000.0,95534000.0,212755000.0,230605000.0,1791000.0,36000.0,2561000.0,2561000.0,140000.0,140000.0,-2271000.0,497000.0,106359000.0,368044000.0,-79664000.0,0.0,,27216000.0,91741000.0,118957000.0,,,1446000.0,5577000.0,52287000.0,2349283657.0,15868000.0,-2675000.0,-42870000.0,0.0,66030000.0,62124000.0,62124000.0,64799000.0,62124000.0,62124000.0,64799000.0,64799000.0,-4501000.0,-3249000.0,-10613000.0,,,-3249000.0,29950000.0,,109687000.0,-22177000.0,10950000.0,7745000.0,18242000.0,8129000.0,635000.0,112557000.0,63845832.0,69411000.0,143808000.0,86797000.0,548971000.0,102954865.0,,1023000.0,-1000.0,-3000.0,93035000.0,,3511000.0,8871000.0,76013000.0,540000.0,2666000.0,22079000.0,77860000.0,10662000.0,10855000.0,-46000.0,0.0,108733000.0,5654000.0,1935000.0,83402000.0,79399000.0,4829000.0,-42870000.0,-4501000.0,-22298000.0,61092000.0,318366000.0,24378000.0,,0.0,157049000.0,,121000.0,102986257.0,-26000.0,205378000.0,10950000.0,-494168.0,18603000.0,0.223,7218000.0,-15226000.0,653247000.0,297119000.0,195316000.0,221246000.0,462174000.0,432001000.0,323075000.0,229354000.0,87311000.0,828000.0,548971000.0,9480000.0,-2216000.0,-2216000.0,31392.0,6130000.0,127525000.0,36000.0
2023-12-31,12M,EUR,74931000.0,101290000.0,-117984000.0,-2393000.0,13463000.0,,101026000.0,0.7,96636000.0,-27408000.0,33364000.0,11250000.0,154010000.0,156999000.0,-17999000.0,154010000.0,58551000.0,-8999000.0,-285000.0,-462000.0,-2225000.0,-3875000.0,-15846000.0,58550000.0,11250000.0,-17999000.0,376422000.0,196469000.0,-1042000.0,4935000.0,365052000.0,396150000.0,6406000.0,33681000.0,40087000.0,234549000.0,6191000.0,19028000.0,32723000.0,32723000.0,32724000.0,19261000.0,0.0,101026000.0,0.7,70942000.0,103994000.0,136718000.0,-1177000.0,154010000.0,3048158680.0,153527000.0,44405000.0,74620000.0,,,243862000.0,383266000.0,103683000.0,235488000.0,289580000.0,534000.0,60000.0,10789000.0,10789000.0,763000.0,763000.0,-8133000.0,2604000.0,111567000.0,528904000.0,-197005000.0,196469000.0,,26958000.0,118801000.0,145759000.0,,,2216000.0,5458000.0,58118000.0,2789822680.0,19751000.0,-3531000.0,-180786000.0,195427000.0,,70942000.0,70942000.0,74473000.0,70942000.0,70942000.0,74473000.0,74473000.0,-6468000.0,-10769000.0,8048000.0,,,-10769000.0,-13302000.0,,117504000.0,-20403000.0,-6844000.0,14399000.0,28788000.0,8479000.0,572000.0,134187000.0,68919731.0,102028000.0,185587000.0,103993000.0,654632000.0,112492850.0,1000.0,1612000.0,1000.0,1000.0,139404000.0,,9474000.0,1000.0,99566000.0,600000.0,4589000.0,88987000.0,87135000.0,15558000.0,2989000.0,-65000.0,0.0,175538000.0,6839000.0,1412000.0,93205000.0,85300000.0,10220000.0,-180786000.0,-6468000.0,-20940000.0,61467000.0,365052000.0,32723000.0,,-1042000.0,183486000.0,,537000.0,112499205.0,-192000.0,376422000.0,-6844000.0,508731.0,18732000.0,0.201,7178000.0,-19912000.0,920404000.0,495223000.0,185846000.0,396173000.0,550639000.0,524231000.0,524254000.0,289682000.0,104400000.0,743000.0,654632000.0,11620000.0,2531000.0,2531000.0,6355.0,5695000.0,161601000.0,197000.0
