symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherIntangibleAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
SAB.MI,2022-12-31,3M,EUR,,,-294568000.0,10002000.0,-840000.0,,97000.0,3088000.0,,,,91000.0,20832000.0,,,9229000.0,,1032000.0,,,,0.0,23771000.0,27632000.0,,59999000.0,394173000.0,1711000.0,-6816000.0,,,,97000.0,2056000.0,,,,,251610000.0,,,,,,,,98000.0,,26536000.0,,,66658000.0,,,,1376000.0,66676000.0,31068000.0,786000.0,,,,,,,,,,,,,,,214863.0,3221000.0,16403000.0,
SAB.MI,2023-03-31,3M,EUR,43932000.0,62799000.0,,10002000.0,,526000.0,,,11533000.0,21865000.0,24396000.0,,,11533000.0,159643000.0,,164259000.0,,29344000.0,29344000.0,89813000.0,,,,55717000.0,,,,,65826000.0,270003000.0,898000.0,,,81016000.0,81016000.0,97000.0,453000.0,,0.0,88495000.0,102855000.0,103926000.0,13223000.0,5215000.0,3810000.0,,11292482.0,,,13326000.0,,3546000.0,2531000.0,60081000.0,,,,,-791000.0,11533450.0,159643000.0,103926000.0,7166000.0,339950000.0,240659000.0,110360000.0,159643000.0,180307000.0,175691000.0,90494000.0,2823000.0,,240968.0,3666000.0,,74446000.0
SAB.MI,2023-06-30,3M,EUR,45766000.0,52801000.0,-299252000.0,10002000.0,-811000.0,526000.0,97000.0,4257000.0,11533000.0,27405000.0,30670000.0,,27405000.0,11533000.0,144316000.0,11914000.0,156945000.0,1185000.0,23046000.0,24231000.0,88216000.0,,20804000.0,25876000.0,50887000.0,53612000.0,401250000.0,1493000.0,-4670000.0,59524000.0,245878000.0,862000.0,97000.0,3072000.0,78516000.0,81588000.0,,440000.0,253233000.0,0.0,74157000.0,101998000.0,93429000.0,10728000.0,4934000.0,3713000.0,167000.0,11291487.0,25011000.0,,13948000.0,68118000.0,1797000.0,3265000.0,62750000.0,1140000.0,67985000.0,29126000.0,,-1422000.0,11533450.0,144316000.0,93429000.0,8994000.0,323207000.0,222832000.0,105819000.0,144316000.0,178891000.0,166262000.0,90675000.0,3036000.0,,241963.0,3683000.0,14264000.0,68729000.0
SAB.MI,2023-09-30,3M,EUR,40257000.0,63814000.0,,26160000.0,,0.0,,,12687000.0,25576000.0,34256000.0,0.0,25576000.0,12687000.0,164636000.0,,178554000.0,,24466000.0,24466000.0,83382000.0,,,,56812000.0,,,,,67394000.0,271522000.0,715000.0,,,82420000.0,82420000.0,97000.0,811000.0,,7912000.0,81310000.0,110158000.0,107824000.0,10933000.0,4973000.0,3828000.0,,12444832.0,,,14794000.0,,3631000.0,8680000.0,58741000.0,,,,,1365000.0,12686795.0,164636000.0,107824000.0,9459000.0,358828000.0,247056000.0,106886000.0,172548000.0,186280000.0,180274000.0,102898000.0,3690000.0,10866000.0,241963.0,3683000.0,,95172000.0
SAB.MI,2023-12-31,3M,EUR,42521000.0,55826000.0,-313970000.0,,-835000.0,0.0,95000.0,6739000.0,12687000.0,36353000.0,42607000.0,0.0,36353000.0,12687000.0,162095000.0,4498000.0,177011000.0,1660000.0,21657000.0,23317000.0,85046000.0,11721000.0,,29014000.0,57231000.0,56661000.0,422711000.0,1003000.0,,61985000.0,260220000.0,691000.0,95000.0,5079000.0,76468000.0,81547000.0,,353000.0,268476000.0,8293000.0,61772000.0,108741000.0,104864000.0,13315000.0,5136000.0,3805000.0,187000.0,12444832.0,28217000.0,-1000.0,15799000.0,71238000.0,2002000.0,6254000.0,61344000.0,1866000.0,78499000.0,,,100759000.0,12686795.0,162095000.0,104864000.0,11722000.0,358178000.0,238563000.0,104864000.0,170388000.0,187790000.0,181167000.0,102744000.0,3024000.0,183000.0,241963.0,,,91965000.0
SAB.MI,2024-03-31,3M,EUR,44541000.0,66466000.0,,26160000.0,,0.0,,,12687000.0,31166000.0,37767000.0,,,12687000.0,168444000.0,,183323000.0,,24003000.0,24003000.0,87777000.0,,,,59616000.0,,,,,63429000.0,271359000.0,668000.0,,,78912000.0,78912000.0,95000.0,334000.0,,8222000.0,71749000.0,107316000.0,108828000.0,12060000.0,5098000.0,3767000.0,,12444832.0,,,15351000.0,,4387000.0,6601000.0,63507000.0,,,,,4270000.0,12444832.0,168444000.0,108828000.0,11274000.0,364493000.0,247356000.0,102915000.0,176666000.0,187827000.0,181170000.0,100050000.0,3615000.0,218000.0,,3683000.0,,95546000.0
