symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
SAB.MI,2022-12-31,3M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1863000.0,,,,
SAB.MI,2023-03-31,3M,EUR,5032000.0,11292482.0,-0.070047,40170000.0,5032000.0,0.0,11292482.0,-0.070047,-791000.0,-351000.0,4681000.0,17893000.0,0.0,786000.0,786000.0,90000.0,90000.0,0.0,-791000.0,-791000.0,-791000.0,-791000.0,-791000.0,-791000.0,-696000.0,-696000.0,6088000.0,187836.411609,18744000.0,-851000.0,58063000.0,2348000.0,542000.0,1407000.0,0.0,-1137000.0,40170000.0,5032000.0,-1407000.0,-428163.588391,-346000.0,0.30431,58914000.0,1497000.0,58063000.0,-1407000.0,-1407000.0,0.0
SAB.MI,2023-06-30,3M,EUR,,11291487.0,-0.055883,34708000.0,4515000.0,4515000.0,11291487.0,-0.055883,-631000.0,350000.0,4865000.0,16191000.0,,1081000.0,1081000.0,442000.0,442000.0,0.0,-631000.0,-631000.0,-631000.0,-631000.0,-631000.0,-631000.0,-639000.0,-639000.0,4147000.0,-1250778.385773,17535000.0,-1344000.0,50899000.0,1714000.0,253000.0,-718000.0,0.0,-731000.0,34708000.0,4515000.0,718000.0,98221.614227,-100000.0,0.136799,52243000.0,358000.0,50899000.0,718000.0,718000.0,0.0
SAB.MI,2023-09-30,3M,EUR,,12444832.0,0.223948,42571000.0,5300000.0,5300000.0,12444832.0,0.223948,2787000.0,4894000.0,10194000.0,25373000.0,,1089000.0,1089000.0,678000.0,678000.0,-336000.0,2787000.0,2787000.0,3123000.0,2787000.0,2787000.0,3123000.0,-411000.0,-411000.0,11735000.0,4051794.480946,22098000.0,3275000.0,67944000.0,2157000.0,676000.0,1541000.0,0.0,3805000.0,42571000.0,5300000.0,-1541000.0,-276205.519054,682000.0,0.179238,64669000.0,6931000.0,67944000.0,-1541000.0,-1541000.0,
SAB.MI,2023-09-30,TTM,EUR,,12444832.0,0.299484,,,,12444832.0,0.299484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAB.MI,2023-12-31,3M,EUR,,,,40049000.0,5219000.0,5219000.0,,,1738000.0,-1227000.0,3992000.0,20994000.0,,716000.0,716000.0,275000.0,275000.0,59000.0,1738000.0,1738000.0,1679000.0,1738000.0,1738000.0,1679000.0,-864000.0,-864000.0,5529000.0,2906120.0,13422000.0,7572000.0,61043000.0,-6141000.0,-1050000.0,680000.0,0.0,-1943000.0,40049000.0,5219000.0,-714000.0,-368880.0,-3622000.0,0.24,53471000.0,,61043000.0,-1537000.0,-1537000.0,
SAB.MI,2023-12-31,TTM,EUR,,12444832.0,0.24934,,,,12444832.0,0.24934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAB.MI,2024-03-31,3M,EUR,5638000.0,12444832.0,0.343114,42912000.0,5638000.0,0.0,12444832.0,0.343114,4270000.0,6719000.0,12357000.0,25949000.0,0.0,1071000.0,1071000.0,651000.0,651000.0,-198000.0,4270000.0,4270000.0,4468000.0,4270000.0,4270000.0,4468000.0,-420000.0,-420000.0,11973000.0,3966226.628895,23157000.0,2792000.0,68861000.0,2138000.0,417000.0,-384000.0,0.0,5648000.0,42912000.0,5638000.0,384000.0,80226.628895,1180000.0,0.208924,66069000.0,4973000.0,68861000.0,384000.0,384000.0,
SAB.MI,2024-03-31,TTM,EUR,,12444832.0,0.676161,160240000.0,20672000.0,20066000.0,12444832.0,0.676161,8164000.0,10736000.0,31408000.0,88507000.0,0.0,3957000.0,3957000.0,2046000.0,2046000.0,-475000.0,8164000.0,8164000.0,8639000.0,8164000.0,8164000.0,8639000.0,-2334000.0,-2334000.0,33384000.0,9349600.0,76212000.0,12295000.0,248747000.0,-132000.0,296000.0,1119000.0,0.0,6779000.0,160240000.0,20672000.0,-1153000.0,-790400.0,-1860000.0,0.4,236452000.0,,248747000.0,-1976000.0,-1976000.0,
