symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinJointVenturesatCost,InvestmentsinSubsidiariesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherIntangibleAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
SAB.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,14849000.0,,,,,,-3323000.0,,,,,34000.0,81000.0,0.0,,,,81000.0,,,,,,,,,,,,,,,,,,,,,14792000.0,1233000.0,,,,,,,,,,,,,,1233000.0,,,9025000.0,
SAB.MI,2020-12-31,12M,EUR,41773000.0,63436000.0,-260723000.0,10002000.0,-1089000.0,0.0,84000.0,4896000.0,11533000.0,13318000.0,14551000.0,,13318000.0,11533000.0,112998000.0,4535000.0,123059000.0,1390000.0,29103000.0,30493000.0,94999000.0,,,15056000.0,22568000.0,43017000.0,64525000.0,337230000.0,262000.0,-3105000.0,39224000.0,170748000.0,3253000.0,84000.0,84000.0,89000.0,,3506000.0,28647000.0,32153000.0,89000.0,1433000.0,219592000.0,4809000.0,44432000.0,76507000.0,69981000.0,8075000.0,4697000.0,3513000.0,112000.0,11186702.0,20449000.0,,12561000.0,55877000.0,2135000.0,1233000.0,57621000.0,1032000.0,57226000.0,16859000.0,1233000.0,13961000.0,11533450.0,112998000.0,69981000.0,2419000.0,254602000.0,141645000.0,62646000.0,117807000.0,136795000.0,131543000.0,41796000.0,3287000.0,,346748.0,4341000.0,10414000.0,28060000.0
SAB.MI,2021-12-31,12M,EUR,54837000.0,68040000.0,-270785000.0,10002000.0,-1099000.0,0.0,83000.0,4271000.0,11533000.0,43649000.0,44821000.0,,43649000.0,11533000.0,121525000.0,6636000.0,186315000.0,1329000.0,23076000.0,24405000.0,98787000.0,,,25646000.0,17590000.0,35553000.0,69139000.0,353192000.0,0.0,-3397000.0,64153000.0,228163000.0,2311000.0,83000.0,,0.0,,2942000.0,83562000.0,86504000.0,0.0,1334000.0,228297000.0,911000.0,62989000.0,82407000.0,85972000.0,8639000.0,3939000.0,3408000.0,115000.0,11221648.0,17963000.0,,12554000.0,58829000.0,2277000.0,1172000.0,72342000.0,859000.0,59430000.0,26771000.0,1172000.0,23903000.0,11533450.0,121525000.0,85972000.0,6165000.0,316408000.0,205087000.0,110909000.0,122436000.0,193972000.0,130093000.0,95185000.0,4951000.0,,311802.0,3903000.0,15133000.0,87528000.0
SAB.MI,2022-12-31,12M,EUR,39628000.0,59159000.0,-294568000.0,10002000.0,-840000.0,526000.0,97000.0,3088000.0,11533000.0,20923000.0,21709000.0,91000.0,20832000.0,11533000.0,156162000.0,9229000.0,158655000.0,1032000.0,27844000.0,28876000.0,84779000.0,0.0,,23771000.0,27632000.0,54168000.0,59999000.0,394173000.0,1711000.0,-6816000.0,64426000.0,260286000.0,983000.0,97000.0,,,,2056000.0,76280000.0,78336000.0,,639000.0,251610000.0,0.0,83201000.0,99605000.0,101994000.0,13145000.0,5828000.0,3661000.0,98000.0,11318587.0,26536000.0,,13180000.0,66658000.0,1534000.0,786000.0,55353000.0,1376000.0,66676000.0,31068000.0,786000.0,111881000.0,11533450.0,156162000.0,101994000.0,8214000.0,329405000.0,232442000.0,107212000.0,156162000.0,173243000.0,170750000.0,88464000.0,2545000.0,,214863.0,3221000.0,16403000.0,73876000.0
SAB.MI,2023-12-31,12M,EUR,42521000.0,55826000.0,-313970000.0,,-835000.0,0.0,95000.0,6739000.0,12687000.0,36353000.0,42607000.0,0.0,36353000.0,12687000.0,162095000.0,4498000.0,177011000.0,1660000.0,21657000.0,23317000.0,85046000.0,11721000.0,,,29014000.0,57231000.0,56661000.0,422711000.0,1003000.0,,61985000.0,260220000.0,691000.0,95000.0,,,,5079000.0,76468000.0,81547000.0,,353000.0,268476000.0,8293000.0,61772000.0,108741000.0,104864000.0,13315000.0,5136000.0,3805000.0,187000.0,12444832.0,28217000.0,-1000.0,15799000.0,71238000.0,2002000.0,6254000.0,61344000.0,1866000.0,78499000.0,,,100759000.0,12686795.0,162095000.0,104864000.0,11722000.0,358178000.0,238563000.0,104864000.0,170388000.0,187790000.0,181167000.0,102744000.0,3024000.0,183000.0,241963.0,,,91965000.0
