symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
SAB.MI,2019-12-31,12M,EUR,,,,,,,,,,,2952000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,765000.0,3717000.0,,,,,,,,,,,
SAB.MI,2020-12-31,12M,EUR,11260791.0,1.24,86152000.0,16968000.0,16968000.0,11260791.0,1.24,13961000.0,15623000.0,32591000.0,3014000.0,98754000.0,,1114000.0,1114000.0,155000.0,155000.0,-399000.0,13961000.0,13961000.0,14360000.0,13961000.0,13961000.0,14360000.0,-1236000.0,-1236000.0,32289000.0,13662101.385347,85607000.0,13147000.0,184906000.0,7100000.0,20397000.0,-105000.0,0.0,14509000.0,86152000.0,16968000.0,835000.0,3849000.0,-154000.0,3101.385347,149000.0,0.010269,171759000.0,,277000.0,184906000.0,302000.0,302000.0,259000.0
SAB.MI,2021-12-31,12M,EUR,11209078.0,2.132,128597000.0,16869000.0,16869000.0,11209078.0,2.132,23903000.0,30416000.0,47285000.0,3583000.0,134662000.0,,736000.0,736000.0,227000.0,227000.0,-780000.0,23903000.0,23903000.0,24683000.0,23903000.0,23903000.0,24683000.0,-867000.0,-867000.0,46713000.0,23427303.369272,105937000.0,28725000.0,263259000.0,8649000.0,29548000.0,-237000.0,0.0,29680000.0,128597000.0,16869000.0,1144000.0,4727000.0,134000.0,96303.369272,4997000.0,0.168363,234534000.0,37508000.0,358000.0,263259000.0,572000.0,572000.0,103000.0
SAB.MI,2022-12-31,12M,EUR,11255384.0,1.355,171592000.0,18267000.0,18267000.0,11255384.0,1.355,15249000.0,13654000.0,31921000.0,4096000.0,81461000.0,189000.0,1445000.0,1445000.0,154000.0,154000.0,0.0,15249000.0,15249000.0,15249000.0,15249000.0,15249000.0,15249000.0,-1845000.0,-1845000.0,39178000.0,20764320.0,59757000.0,21704000.0,253053000.0,122000.0,1624000.0,8772000.0,0.0,12209000.0,171592000.0,18267000.0,994000.0,5090000.0,-8962000.0,-1741680.0,-3040000.0,0.24,231349000.0,21887000.0,554000.0,253053000.0,-7257000.0,-7257000.0,1000.0
SAB.MI,2023-09-30,TTM,EUR,12444832.0,0.299484,,,,12444832.0,0.299484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAB.MI,2023-12-31,12M,EUR,11812152.0,0.263,157498000.0,20066000.0,20066000.0,11812152.0,0.263,3103000.0,3666000.0,23732000.0,,80451000.0,0.0,3672000.0,3672000.0,1485000.0,1485000.0,-277000.0,3103000.0,3103000.0,3380000.0,3103000.0,3103000.0,3380000.0,-2610000.0,-2610000.0,27499000.0,5965920.0,71799000.0,8652000.0,237949000.0,78000.0,421000.0,2910000.0,0.0,-6000.0,157498000.0,20066000.0,,,-2944000.0,-904080.0,-3386000.0,0.24,229297000.0,,423000.0,237949000.0,-3767000.0,-3767000.0,34000.0
SAB.MI,2023-12-31,TTM,EUR,12444832.0,0.24934,,,,12444832.0,0.24934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAB.MI,2024-03-31,TTM,EUR,12444832.0,0.676161,160240000.0,20672000.0,20066000.0,12444832.0,0.676161,8164000.0,10736000.0,31408000.0,,88507000.0,0.0,3957000.0,3957000.0,2046000.0,2046000.0,-475000.0,8164000.0,8164000.0,8639000.0,8164000.0,8164000.0,8639000.0,-2334000.0,-2334000.0,33384000.0,9349600.0,76212000.0,12295000.0,248747000.0,-132000.0,296000.0,1119000.0,0.0,6779000.0,160240000.0,20672000.0,,,-1153000.0,-790400.0,-1860000.0,0.4,236452000.0,,,248747000.0,-1976000.0,-1976000.0,
