asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinJointVenturesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RestrictedCash,RetainedEarnings,SaleOfInvestment,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,,,,,-6060000.0,,,,,,,,,,,-6060000.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,14849000.0,,2952000.0,,,,,,,0.0,,,,,,,-3323000.0,,,,,,34000.0,81000.0,0.0,,,,,,,81000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,14792000.0,,,,1233000.0,,,765000.0,3717000.0,,,,,,,,,,,,,,,,,,,,,,,,,1233000.0,,,9025000.0,,
2020-12-31,12M,EUR,41773000.0,63436000.0,-260723000.0,10002000.0,-1089000.0,0.0,84000.0,11260791.0,1.24,18687000.0,-17720000.0,4896000.0,11533000.0,13318000.0,14551000.0,-3924000.0,,13318000.0,-5369000.0,-3881000.0,2115000.0,14213000.0,-16507000.0,-4060000.0,-362000.0,11533000.0,-3924000.0,112998000.0,4535000.0,86152000.0,123059000.0,1390000.0,29103000.0,30493000.0,94999000.0,149000.0,16968000.0,16968000.0,16968000.0,16968000.0,,11260791.0,1.24,13961000.0,15623000.0,32591000.0,-1944000.0,13318000.0,220425865.0,,-8133000.0,15056000.0,7347000.0,3014000.0,22568000.0,43017000.0,64525000.0,337230000.0,98754000.0,262000.0,,1114000.0,1114000.0,155000.0,155000.0,-1235000.0,160000.0,-3105000.0,39224000.0,170748000.0,-17296000.0,3253000.0,84000.0,84000.0,89000.0,,16216000.0,3506000.0,28647000.0,32153000.0,16216000.0,-18413000.0,89000.0,1433000.0,219592000.0,168359865.0,4809000.0,-399000.0,-2073000.0,44432000.0,,13961000.0,13961000.0,14360000.0,13961000.0,13961000.0,14360000.0,14360000.0,-1097000.0,-1236000.0,-50000.0,-2197000.0,-2197000.0,-1236000.0,61000.0,474000.0,76507000.0,-16623000.0,69981000.0,8075000.0,4697000.0,3513000.0,112000.0,32289000.0,13662101.385347,25067000.0,85607000.0,13147000.0,184906000.0,11186702.0,-3063000.0,20449000.0,675000.0,,7100000.0,20397000.0,12561000.0,55877000.0,2135000.0,1233000.0,-105000.0,0.0,57621000.0,-180000.0,1032000.0,14509000.0,57226000.0,438000.0,-1097000.0,-50000.0,-16623000.0,16859000.0,86152000.0,16968000.0,-18413000.0,1233000.0,13961000.0,,835000.0,3849000.0,11533450.0,-154000.0,658000.0,112998000.0,69981000.0,3101.385347,149000.0,0.010269,2419000.0,-2999000.0,254602000.0,141645000.0,62646000.0,117807000.0,171759000.0,136795000.0,131543000.0,41796000.0,,277000.0,184906000.0,3287000.0,302000.0,302000.0,,346748.0,4341000.0,10414000.0,28060000.0,259000.0
2021-12-31,12M,EUR,54837000.0,68040000.0,-270785000.0,10002000.0,-1099000.0,0.0,83000.0,11209078.0,2.132,13318000.0,-24909000.0,4271000.0,11533000.0,43649000.0,44821000.0,-6172000.0,,43649000.0,30331000.0,-24929000.0,-1515000.0,13064000.0,-4604000.0,-17984000.0,40697000.0,11533000.0,-6172000.0,121525000.0,6636000.0,128597000.0,186315000.0,1329000.0,23076000.0,24405000.0,98787000.0,4997000.0,16869000.0,16869000.0,16869000.0,16869000.0,,11209078.0,2.132,23903000.0,30416000.0,47285000.0,-4070000.0,43649000.0,334925552.0,,41233000.0,25646000.0,-1693000.0,3583000.0,17590000.0,35553000.0,69139000.0,353192000.0,134662000.0,0.0,,736000.0,736000.0,227000.0,227000.0,-1167000.0,301000.0,-3397000.0,64153000.0,228163000.0,-23752000.0,2311000.0,83000.0,,0.0,,94726000.0,2942000.0,83562000.0,86504000.0,94726000.0,-47381000.0,0.0,1334000.0,228297000.0,269319552.0,911000.0,-780000.0,0.0,62989000.0,0.0,23903000.0,23903000.0,24683000.0,23903000.0,23903000.0,24683000.0,24683000.0,-2106000.0,-867000.0,0.0,47345000.0,47345000.0,-867000.0,60000.0,1157000.0,82407000.0,-22803000.0,85972000.0,8639000.0,3939000.0,3408000.0,115000.0,46713000.0,23427303.369272,23216000.0,105937000.0,28725000.0,263259000.0,11221648.0,-6296000.0,17963000.0,192000.0,,8649000.0,29548000.0,12554000.0,58829000.0,2277000.0,1172000.0,-237000.0,0.0,72342000.0,-85000.0,859000.0,29680000.0,59430000.0,-99000.0,-2106000.0,0.0,-22803000.0,26771000.0,128597000.0,16869000.0,-47381000.0,1172000.0,23903000.0,,1144000.0,4727000.0,11533450.0,134000.0,805000.0,121525000.0,85972000.0,96303.369272,4997000.0,0.168363,6165000.0,-5296000.0,316408000.0,205087000.0,110909000.0,122436000.0,234534000.0,193972000.0,130093000.0,95185000.0,37508000.0,358000.0,263259000.0,4951000.0,572000.0,572000.0,,311802.0,3903000.0,15133000.0,87528000.0,103000.0
2022-12-31,12M,EUR,39628000.0,59159000.0,-294568000.0,10002000.0,-840000.0,526000.0,97000.0,11255384.0,1.355,43649000.0,-22305000.0,3088000.0,11533000.0,20923000.0,21709000.0,-6690000.0,91000.0,20832000.0,-22726000.0,3890000.0,1430000.0,-17156000.0,10312000.0,-1524000.0,-13449000.0,11533000.0,-6690000.0,156162000.0,9229000.0,171592000.0,158655000.0,1032000.0,27844000.0,28876000.0,84779000.0,-2472000.0,18267000.0,18267000.0,18267000.0,18267000.0,0.0,11255384.0,1.355,15249000.0,13654000.0,31921000.0,-4232000.0,20923000.0,265347123.0,,-16886000.0,23771000.0,1988000.0,4096000.0,27632000.0,54168000.0,59999000.0,394173000.0,81461000.0,1711000.0,189000.0,1445000.0,1445000.0,154000.0,154000.0,-2097000.0,246000.0,-6816000.0,64426000.0,260286000.0,-20856000.0,983000.0,97000.0,,,,29236000.0,2056000.0,76280000.0,78336000.0,29236000.0,-37955000.0,,639000.0,251610000.0,187471123.0,0.0,0.0,-1862000.0,83201000.0,6077000.0,15249000.0,15249000.0,15249000.0,15249000.0,15249000.0,15249000.0,15249000.0,-3153000.0,-1845000.0,0.0,-8719000.0,-8719000.0,-1845000.0,385000.0,1449000.0,99605000.0,-19152000.0,101994000.0,13145000.0,5828000.0,3661000.0,98000.0,39178000.0,20764320.0,24293000.0,59757000.0,21704000.0,253053000.0,11318587.0,-5045000.0,26536000.0,-2034000.0,,122000.0,1624000.0,13180000.0,66658000.0,1534000.0,786000.0,8772000.0,0.0,55353000.0,-197000.0,1376000.0,12209000.0,66676000.0,-860000.0,-3153000.0,0.0,-19152000.0,31068000.0,171592000.0,18267000.0,-37955000.0,786000.0,111881000.0,0.0,994000.0,5090000.0,11533450.0,-8962000.0,1134000.0,156162000.0,101994000.0,-1741680.0,-3040000.0,0.24,8214000.0,-7733000.0,329405000.0,232442000.0,107212000.0,156162000.0,231349000.0,173243000.0,170750000.0,88464000.0,21887000.0,554000.0,253053000.0,2545000.0,-7257000.0,-7257000.0,,214863.0,3221000.0,16403000.0,73876000.0,1000.0
2023-12-31,12M,EUR,42521000.0,55826000.0,-313970000.0,,-835000.0,0.0,95000.0,11812152.0,0.263,20923000.0,-19516000.0,6739000.0,12687000.0,36353000.0,42607000.0,,0.0,36353000.0,15430000.0,4079000.0,2528000.0,2438000.0,7375000.0,16420000.0,8240000.0,12687000.0,,162095000.0,4498000.0,157498000.0,177011000.0,1660000.0,21657000.0,23317000.0,85046000.0,-3386000.0,20066000.0,20066000.0,20066000.0,20066000.0,11721000.0,11812152.0,0.263,3103000.0,3666000.0,23732000.0,-1014000.0,36353000.0,288672283.0,,-14670000.0,,20336000.0,,29014000.0,57231000.0,56661000.0,422711000.0,80451000.0,1003000.0,0.0,3672000.0,3672000.0,1485000.0,1485000.0,-3405000.0,1925000.0,,61985000.0,260220000.0,-16942000.0,691000.0,95000.0,,,,25552000.0,5079000.0,76468000.0,81547000.0,25552000.0,-33671000.0,,353000.0,268476000.0,216042283.0,8293000.0,-277000.0,-462000.0,61772000.0,7521000.0,3103000.0,3103000.0,3380000.0,3103000.0,3103000.0,3380000.0,3380000.0,-2714000.0,-2610000.0,2000.0,-8119000.0,-8119000.0,-2610000.0,-6089000.0,2572000.0,108741000.0,-16802000.0,104864000.0,13315000.0,5136000.0,3805000.0,187000.0,27499000.0,5965920.0,39852000.0,71799000.0,8652000.0,237949000.0,12444832.0,8204000.0,28217000.0,648000.0,-1000.0,78000.0,421000.0,15799000.0,71238000.0,2002000.0,6254000.0,2910000.0,0.0,61344000.0,107000.0,1866000.0,-6000.0,78499000.0,-204000.0,-2714000.0,,-16802000.0,,157498000.0,20066000.0,-33671000.0,,100759000.0,2000.0,,,12686795.0,-2944000.0,543000.0,162095000.0,104864000.0,-904080.0,-3386000.0,0.24,11722000.0,-3763000.0,358178000.0,238563000.0,104864000.0,170388000.0,229297000.0,187790000.0,181167000.0,102744000.0,,423000.0,237949000.0,3024000.0,-3767000.0,-3767000.0,183000.0,241963.0,,,91965000.0,34000.0
