asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AssetsHeldForSaleCurrent,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,HedgingAssetsCurrent,HeldToMaturitySecurities,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,IssuanceOfCapitalStock,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentInsideChangeinCash,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestrictedCash,RetainedEarnings,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,114480000.0,,,,,,,,,,,,,,,,,,,,,-48000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649000.0,,,,,,,1709000.0,,,,,,,,,-4419000.0,1000.0,,2000.0,,597000.0,,-2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,99548000.0,199914000.0,-291936000.0,250235000.0,0.0,92424730.0,2.608153,77709000.0,68699000.0,36452000.0,97374000.0,69810000.0,73485000.0,-644000.0,69292000.0,518000.0,5712000.0,-11467000.0,-13249000.0,-68593000.0,41560000.0,-51749000.0,5712000.0,97374000.0,-644000.0,123359000.0,,1894000.0,173911000.0,443591000.0,16711000.0,248949000.0,265660000.0,430361000.0,4518000.0,38328000.0,38328000.0,41220000.0,41220000.0,0.0,103677862.0,2.330078,241468000.0,279818000.0,321038000.0,-5116000.0,69810000.0,441484827.0,,-25991000.0,28597000.0,-37650000.0,694000.0,-967000.0,22402000.0,0.0,10847000.0,483015000.0,282751000.0,0.0,,17777000.0,17777000.0,693000.0,693000.0,-10091000.0,122626000.0,440037000.0,-16643000.0,,650000.0,2978000.0,,16156000.0,19741000.0,67729000.0,87470000.0,3628000.0,15632000.0,353483000.0,178914827.0,-3318000.0,4733000.0,15084000.0,246868000.0,241468000.0,241468000.0,249576000.0,-12840000.0,,241468000.0,254308000.0,249201000.0,236736000.0,256647000.0,-5892000.0,-113049000.0,-113049000.0,256647000.0,72618000.0,-10751000.0,191079000.0,112512000.0,29465000.0,20748000.0,11508000.0,,316330000.0,249680977.6,-37650000.0,285524000.0,-2773000.0,456662000.0,157324907.0,85996000.0,-8495000.0,-25000.0,9897000.0,,10847000.0,633000.0,-259325000.0,1000.0,4913000.0,620000.0,85646000.0,21532000.0,42783000.0,24792000.0,3675000.0,-2511000.0,0.0,141749000.0,-709000.0,3351000.0,262041000.0,0.0,6750000.0,80173000.0,173911000.0,38328000.0,25890000.0,25890000.0,10800000.0,-221989000.0,806000.0,23208000.0,157324927.0,5402000.0,123359000.0,112512000.0,80977.6,12465000.0,0.0172,19423000.0,-5356000.0,690673000.0,191088000.0,353130000.0,120041000.0,459435000.0,570632000.0,247082000.0,140271000.0,554000.0,-273731000.0,456662000.0,20669000.0,4708000.0,4708000.0,20.0,13856000.0,13230000.0,-2891000.0
2021-12-31,12M,EUR,114615000.0,243782000.0,-288641000.0,13053000.0,0.0,157324929.0,-0.335608,69810000.0,68691000.0,23615000.0,97374000.0,77647000.0,88494000.0,-620000.0,76708000.0,939000.0,5270000.0,10096000.0,14121000.0,30775000.0,-32358000.0,22634000.0,5270000.0,97374000.0,,91556000.0,,2449000.0,207853000.0,481340000.0,9659000.0,255262000.0,264921000.0,466711000.0,4989000.0,34210000.0,34210000.0,33937000.0,33937000.0,0.0,175388330.0,-0.335608,-52977000.0,-26536000.0,7674000.0,2188000.0,77647000.0,415271043.0,0.0,-20137000.0,20590000.0,46512000.0,460000.0,703000.0,23942000.0,6000.0,15999000.0,461784000.0,272015000.0,0.0,,7219000.0,7219000.0,1628000.0,1628000.0,-5853000.0,113500000.0,418258000.0,-21105000.0,,567000.0,80000.0,,13560000.0,13956000.0,71440000.0,85396000.0,647000.0,26736000.0,329128000.0,142106043.0,-1632000.0,-1682000.0,0.0,249055000.0,-52977000.0,-52977000.0,-51295000.0,0.0,,-52977000.0,-52977000.0,-33755000.0,-51295000.0,-21061000.0,-26497000.0,-19517000.0,-19517000.0,-21061000.0,,5392000.0,173143000.0,75557000.0,28455000.0,26209000.0,11109000.0,,9051000.0,-51930480.0,46512000.0,275424000.0,-3409000.0,479868000.0,157324907.0,0.0,379000.0,48000.0,28998000.0,-1000.0,15993000.0,,19382000.0,1000.0,6964000.0,374000.0,80543000.0,24448000.0,47956000.0,16293000.0,10847000.0,644000.0,0.0,158617000.0,-616000.0,5568000.0,-33755000.0,0.0,12897000.0,78756000.0,207853000.0,34210000.0,20994000.0,20994000.0,,-40777000.0,701000.0,24643000.0,157324927.0,-917000.0,91556000.0,75557000.0,-330480.0,17540000.0,0.24,13703000.0,-3550000.0,713049000.0,162996000.0,350317000.0,89924000.0,483277000.0,623125000.0,231708000.0,156414000.0,-5631000.0,15470000.0,479868000.0,19554000.0,-1377000.0,-1377000.0,20.0,14154000.0,14629000.0,273000.0
2022-12-31,12M,EUR,139836000.0,274705000.0,-282141000.0,0.0,0.0,150855693.0,-0.13,77647000.0,58633000.0,18171000.0,97374000.0,94965000.0,112510000.0,-970000.0,94057000.0,908000.0,15161000.0,-7608000.0,-43000.0,32330000.0,-32964000.0,-8285000.0,15161000.0,97374000.0,,89618000.0,6446000.0,2255000.0,248080000.0,547637000.0,8392000.0,278398000.0,286790000.0,536441000.0,1963000.0,31797000.0,31797000.0,31098000.0,31098000.0,0.0,166439024.0,-0.13,-19127000.0,5172000.0,36969000.0,2204000.0,94965000.0,323127645.0,0.0,7964000.0,20110000.0,22469000.0,280000.0,-2463000.0,27839000.0,5000.0,17483000.0,446742000.0,308531000.0,0.0,,9915000.0,9915000.0,503000.0,503000.0,-2799000.0,118566000.0,433846000.0,-15272000.0,,544000.0,359000.0,6446000.0,18501000.0,9779000.0,65830000.0,75609000.0,903000.0,25631000.0,332348000.0,50186645.0,260000.0,-3950000.0,6446000.0,249263000.0,-19127000.0,-19127000.0,-15177000.0,0.0,0.0,-19127000.0,-19127000.0,-4743000.0,-15177000.0,-19158000.0,-15272000.0,2488000.0,2488000.0,-19158000.0,6446000.0,3282000.0,164601000.0,72135000.0,25420000.0,18751000.0,11347000.0,1987000.0,35084000.0,-20559600.0,22469000.0,288849000.0,19682000.0,556611000.0,157324908.0,0.0,-47000.0,,34598000.0,-1000.0,17478000.0,,17129000.0,1000.0,2852000.0,309000.0,89486000.0,33553000.0,35005000.0,9734000.0,17545000.0,-2864000.0,0.0,197192000.0,-1000.0,17967000.0,-4743000.0,0.0,1709000.0,78427000.0,248080000.0,31797000.0,24933000.0,24933000.0,,-36787000.0,1111000.0,28950000.0,157324929.0,2165000.0,89618000.0,72135000.0,452400.0,10434000.0,0.24,14155000.0,-10155000.0,760509000.0,155448000.0,362399000.0,89878000.0,536929000.0,670631000.0,212872000.0,134190000.0,20127000.0,9746000.0,556611000.0,23803000.0,1885000.0,1885000.0,21.0,20029000.0,11196000.0,699000.0
2023-12-31,12M,EUR,114550000.0,244981000.0,-266559000.0,,0.0,307311336.0,0.06,94965000.0,54169000.0,19675000.0,122942000.0,80838000.0,98039000.0,-3170000.0,80082000.0,756000.0,-7365000.0,914000.0,15888000.0,-27501000.0,18178000.0,7479000.0,-7365000.0,122942000.0,,148562000.0,18554000.0,4470000.0,244562000.0,495861000.0,14577000.0,63517000.0,78094000.0,296881000.0,4123000.0,32657000.0,32657000.0,31590000.0,31590000.0,0.0,322947621.0,0.06,19107000.0,50171000.0,82828000.0,-6762000.0,80838000.0,283841041.0,0.0,-4926000.0,18023000.0,44996000.0,564000.0,-149000.0,29769000.0,0.0,17257000.0,436223000.0,337171000.0,0.0,,13783000.0,13783000.0,1044000.0,1044000.0,-12922000.0,113978000.0,428919000.0,-47435000.0,,425000.0,0.0,18554000.0,18235000.0,5098000.0,216840000.0,221938000.0,425000.0,17470000.0,327146000.0,97554041.0,-1658000.0,-6826000.0,18554000.0,199519000.0,19107000.0,19107000.0,25933000.0,0.0,0.0,19107000.0,19107000.0,36388000.0,25933000.0,-1581000.0,-47435000.0,-20310000.0,-20310000.0,-1581000.0,,,169664000.0,131305000.0,27884000.0,18004000.0,10735000.0,2223000.0,84131000.0,20325435.3,44996000.0,293885000.0,43286000.0,581733000.0,312172932.0,0.0,,,,,17257000.0,,1374000.0,,1383000.0,149000.0,79064000.0,25332000.0,32203000.0,9413000.0,17201000.0,-328000.0,0.0,157407000.0,0.0,10242000.0,36388000.0,0.0,-5701000.0,83669000.0,244562000.0,32657000.0,33740000.0,33740000.0,,-6607000.0,662000.0,30431000.0,312172952.0,-739000.0,148562000.0,131305000.0,-84564.7,10455000.0,0.0649,19208000.0,-14694000.0,713315000.0,365402000.0,300032000.0,146904000.0,538447000.0,566411000.0,217454000.0,269530000.0,41569000.0,-11158000.0,581733000.0,17525000.0,-1303000.0,-1303000.0,20.0,12286000.0,198980000.0,1067000.0
