symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,OperatingCashFlow,OtherCashAdjustmentInsideChangeinCash,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,TaxesRefundPaid
TFIN.MI,2019-12-31,12M,EUR,,,,,,,,,,-48000.0,,,,,,,,,,,,,,,,,,,1649000.0,,,,-4419000.0,,,,
TFIN.MI,2019-12-31,TTM,EUR,,-48000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4419000.0,,,,
TFIN.MI,2020-12-31,12M,EUR,77709000.0,-644000.0,5712000.0,-11467000.0,-13249000.0,-68593000.0,41560000.0,-51749000.0,5712000.0,-644000.0,,38328000.0,38328000.0,-5116000.0,69810000.0,-25991000.0,-37650000.0,694000.0,-967000.0,-10091000.0,-16643000.0,,15084000.0,241468000.0,249201000.0,-5892000.0,-113049000.0,-113049000.0,72618000.0,-10751000.0,-37650000.0,85996000.0,-8495000.0,-259325000.0,-709000.0,6750000.0,-5356000.0
TFIN.MI,2021-12-31,12M,EUR,69810000.0,-620000.0,5270000.0,10096000.0,14121000.0,30775000.0,-32358000.0,22634000.0,5270000.0,,,34210000.0,34210000.0,2188000.0,77647000.0,-20137000.0,46512000.0,460000.0,703000.0,-5853000.0,-21105000.0,,0.0,-52977000.0,-33755000.0,-26497000.0,-19517000.0,-19517000.0,,5392000.0,46512000.0,0.0,379000.0,19382000.0,-616000.0,12897000.0,-3550000.0
TFIN.MI,2022-12-31,12M,EUR,77647000.0,-970000.0,15161000.0,-7608000.0,-43000.0,32330000.0,-32964000.0,-8285000.0,15161000.0,,6446000.0,31797000.0,31797000.0,2204000.0,94965000.0,7964000.0,22469000.0,280000.0,-2463000.0,-2799000.0,-15272000.0,6446000.0,6446000.0,-19127000.0,-4743000.0,-15272000.0,2488000.0,2488000.0,6446000.0,3282000.0,22469000.0,0.0,-47000.0,17129000.0,-1000.0,1709000.0,-10155000.0
TFIN.MI,2023-12-31,12M,EUR,94965000.0,-3170000.0,-7365000.0,914000.0,15888000.0,-27501000.0,18178000.0,7479000.0,-7365000.0,,18554000.0,32657000.0,32657000.0,-6762000.0,80838000.0,-4926000.0,44996000.0,564000.0,-149000.0,-12922000.0,-47435000.0,18554000.0,18554000.0,19107000.0,36388000.0,-47435000.0,-20310000.0,-20310000.0,,,44996000.0,0.0,,1374000.0,0.0,-5701000.0,-14694000.0
TFIN.MI,2023-12-31,TTM,EUR,94965000.0,-3170000.0,-7365000.0,914000.0,15888000.0,-27501000.0,18178000.0,7479000.0,-7365000.0,,18554000.0,32657000.0,32657000.0,-6762000.0,80838000.0,-4926000.0,44996000.0,564000.0,-149000.0,-12922000.0,-47435000.0,18554000.0,18554000.0,19107000.0,36388000.0,-47435000.0,-20310000.0,-20310000.0,,,44996000.0,0.0,,1374000.0,0.0,-5701000.0,-14694000.0
