symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockPayments,Depreciation,DepreciationAndAmortization,DividendsReceivedCFI,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFO,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,TaxesRefundPaid
INDB.MI,2019-12-31,12M,EUR,,,-8453000.0,-4027000.0,,,,,,,,-4027000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2402000.0,,,,,,
INDB.MI,2019-12-31,TTM,EUR,,,,-4027000.0,,,,,,,,-4027000.0,,,,808000.0,,,,,,,,,,,-2402000.0,,,,,,,,,,,,,,-2402000.0,,,,,,
INDB.MI,2020-12-31,12M,EUR,20880000.0,-4321000.0,,,45334000.0,1803000.0,-447000.0,1511000.0,-1506000.0,1808000.0,22667000.0,0.0,-649000.0,4416000.0,4416000.0,1161000.0,-453000.0,43094000.0,11494000.0,10012000.0,,-283000.0,-3160000.0,30507000.0,30507000.0,-13419000.0,0.0,-649000.0,189000.0,6188000.0,9273000.0,-336000.0,17088000.0,17088000.0,-4945000.0,,-3985000.0,14333000.0,-193000.0,1236000.0,0.0,-336000.0,-3985000.0,-13419000.0,-649000.0,,-3371000.0
INDB.MI,2021-12-31,12M,EUR,43094000.0,-10116000.0,,-2971000.0,-19055000.0,-17772000.0,,12115000.0,-9077000.0,-14734000.0,-19056000.0,,-958000.0,5732000.0,5732000.0,1619000.0,149000.0,24187000.0,-14050000.0,-4551000.0,-2368000.0,-228000.0,-10571000.0,482000.0,482000.0,-14810000.0,-2073000.0,-958000.0,18000.0,24247000.0,31398000.0,-434000.0,-14328000.0,-14328000.0,4207000.0,-1000.0,-10116000.0,5565000.0,-218000.0,802000.0,-7291000.0,-434000.0,-10116000.0,-14810000.0,-958000.0,5218000.0,-2387000.0
INDB.MI,2022-12-31,12M,EUR,24187000.0,-5231000.0,,-5658000.0,-6559000.0,-12445000.0,,-1033000.0,-9142000.0,-22620000.0,-6559000.0,,-843000.0,6057000.0,6057000.0,1962000.0,-306000.0,17322000.0,2009000.0,-10542000.0,-12000.0,-382000.0,-3257000.0,29500000.0,29500000.0,-15423000.0,12000.0,-843000.0,-163000.0,12048000.0,17528000.0,,14077000.0,14077000.0,-4903000.0,,-5231000.0,-5311000.0,1958000.0,2615000.0,,,-5231000.0,-15423000.0,-843000.0,12000.0,-7667000.0
INDB.MI,2023-12-31,12M,EUR,17322000.0,-8600000.0,,-4514000.0,17163000.0,7532000.0,,-7160000.0,14528000.0,14900000.0,17163000.0,,-553000.0,5511000.0,5511000.0,1334000.0,-106000.0,34379000.0,-8998000.0,24815000.0,-12000.0,-807000.0,-7254000.0,17000000.0,17000000.0,-20413000.0,12000.0,-553000.0,310000.0,10435000.0,14932000.0,,-3413000.0,-3413000.0,156000.0,,-8600000.0,33415000.0,2056000.0,2380000.0,,,-8600000.0,-20413000.0,-553000.0,12000.0,-4050000.0
INDB.MI,2023-12-31,TTM,EUR,17322000.0,-8600000.0,,-4514000.0,17163000.0,7532000.0,,-7160000.0,14528000.0,14900000.0,17163000.0,,-553000.0,5511000.0,5511000.0,1334000.0,-106000.0,34379000.0,-8998000.0,24815000.0,-12000.0,-807000.0,-7254000.0,17000000.0,17000000.0,-20413000.0,12000.0,-553000.0,310000.0,10435000.0,14932000.0,,-3413000.0,-3413000.0,156000.0,,-8600000.0,33415000.0,2056000.0,2380000.0,0.0,,-8600000.0,-20413000.0,-553000.0,12000.0,-4050000.0
