symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AssetsHeldForSaleCurrent,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalExpenditureReported,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestrictedCash,RetainedEarnings,SaleOfBusiness,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,WorkInProcess,WorkingCapital,WriteOff
INDB.MI,2019-12-31,12M,EUR,,,,,,,0.0,,,,,,-8453000.0,,,,,-4027000.0,,,,,,,,,,,-4027000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356000.0,1000.0,,,,,,,,,,,-1449000.0,,,1101000.0,,,,-2402000.0,,,,,,63000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDB.MI,2020-12-31,12M,EUR,25923000.0,28729000.0,-24228000.0,25688000.0,-466000.0,1806000.0,,5738000.0,1.08,20880000.0,25001000.0,-4321000.0,,2616000.0,5842000.0,43094000.0,43094000.0,,43082000.0,12000.0,45334000.0,1803000.0,-447000.0,1511000.0,-1506000.0,1808000.0,22667000.0,5842000.0,0.0,92673000.0,-649000.0,675000.0,87167000.0,112038000.0,319000.0,18557000.0,18876000.0,51791000.0,4416000.0,4416000.0,4417000.0,2611000.0,5738000.0,1.08,6188000.0,1161000.0,9920000.0,14337000.0,-453000.0,43094000.0,144337600.0,11494000.0,16723000.0,10012000.0,,8527000.0,15909000.0,29195000.0,61739000.0,37114000.0,,647000.0,647000.0,25000.0,25000.0,-283000.0,-1284000.0,35725000.0,137698000.0,-3160000.0,0.0,13003000.0,,,30507000.0,3737000.0,2297000.0,26468000.0,28765000.0,30507000.0,-13419000.0,13003000.0,2083000.0,19821000.0,129798600.0,64000.0,-9000.0,0.0,-649000.0,1931000.0,189000.0,6188000.0,6188000.0,6197000.0,6188000.0,6188000.0,9273000.0,6197000.0,-336000.0,105000.0,17088000.0,17088000.0,105000.0,-4945000.0,,37511000.0,-3985000.0,76764000.0,794000.0,2431000.0,1661000.0,14451000.0,6264152.0,14333000.0,25874000.0,11240000.0,124281000.0,5718000.0,993000.0,310000.0,-1000.0,7382000.0,-193000.0,249000.0,14000.0,1602000.0,5382000.0,12505000.0,1408000.0,,,0.0,32181000.0,1286000.0,9273000.0,0.0,1236000.0,0.0,-336000.0,-3985000.0,13700000.0,87167000.0,4416000.0,,-13419000.0,-649000.0,,6188000.0,,5842000.0,-114000.0,92673000.0,76764000.0,-37848.0,3076000.0,0.332,3082000.0,-3371000.0,179522000.0,119141000.0,47641000.0,92737000.0,113041000.0,86785000.0,67484000.0,34994000.0,9168000.0,-727000.0,124281000.0,876000.0,-114000.0,-114000.0,124000.0,6586000.0,60247000.0,114000.0
INDB.MI,2021-12-31,12M,EUR,39313000.0,36863000.0,-30882000.0,24730000.0,-580000.0,1973000.0,,5700000.0,4.25,43094000.0,29252000.0,-10116000.0,,3763000.0,5842000.0,24187000.0,24187000.0,-2971000.0,24174000.0,13000.0,-19055000.0,-17772000.0,,12115000.0,-9077000.0,-14734000.0,-19056000.0,5842000.0,,113512000.0,-958000.0,2746000.0,130798000.0,125918000.0,583000.0,16795000.0,17378000.0,70355000.0,5732000.0,5732000.0,5733000.0,3760000.0,5700000.0,4.25,24247000.0,1619000.0,32302000.0,38035000.0,149000.0,24187000.0,173096661.0,-14050000.0,22960000.0,-4551000.0,-2368000.0,8527000.0,21346000.0,37443000.0,72818000.0,55016000.0,,904000.0,904000.0,152000.0,152000.0,-228000.0,-1861000.0,57066000.0,146686000.0,-10571000.0,13000.0,13776000.0,,,482000.0,4068000.0,3180000.0,16379000.0,19559000.0,482000.0,-14810000.0,13776000.0,1909000.0,24360000.0,152241661.0,169000.0,-91000.0,-2073000.0,-958000.0,8987000.0,18000.0,24247000.0,24247000.0,24338000.0,24247000.0,24247000.0,31398000.0,24338000.0,-434000.0,218000.0,-14328000.0,-14328000.0,218000.0,4207000.0,-1000.0,41936000.0,-10116000.0,92166000.0,1001000.0,4058000.0,1749000.0,35815000.0,22526500.0,5565000.0,38380000.0,16636000.0,185814000.0,5680659.0,,687000.0,,12819000.0,-218000.0,7405000.0,141000.0,926000.0,6970000.0,12392000.0,688000.0,,,0.0,51817000.0,1558000.0,31398000.0,0.0,802000.0,-7291000.0,-434000.0,-10116000.0,27430000.0,130798000.0,5732000.0,,-14810000.0,-958000.0,,24247000.0,5218000.0,5842000.0,-148000.0,113512000.0,92166000.0,499500.0,7060000.0,0.225,7114000.0,-2387000.0,211452000.0,129891000.0,36937000.0,113681000.0,169178000.0,97771000.0,85534000.0,27416000.0,28812000.0,-970000.0,185814000.0,5534000.0,2220000.0,2220000.0,161341.0,8537000.0,55563000.0,148000.0
INDB.MI,2022-12-31,12M,EUR,40068000.0,44560000.0,-34254000.0,23887000.0,-723000.0,1729000.0,0.0,5206000.0,2.31,24187000.0,31420000.0,-5231000.0,,3629000.0,5842000.0,17322000.0,17322000.0,-5658000.0,17310000.0,12000.0,-6559000.0,-12445000.0,,-1033000.0,-9142000.0,-22620000.0,-6559000.0,5842000.0,,120910000.0,-843000.0,2086000.0,161028000.0,146867000.0,642000.0,21003000.0,21645000.0,71908000.0,6057000.0,6057000.0,6057000.0,4328000.0,5206000.0,2.31,12048000.0,1962000.0,18092000.0,24149000.0,-306000.0,17322000.0,177472970.0,2009000.0,31913000.0,-10542000.0,-12000.0,8127000.0,19390000.0,45283000.0,77451000.0,64312000.0,0.0,564000.0,564000.0,275000.0,275000.0,-382000.0,-2275000.0,69105000.0,163058000.0,-3257000.0,13000.0,66000.0,6851000.0,7174000.0,29500000.0,4079000.0,2987000.0,21145000.0,24132000.0,29500000.0,-15423000.0,14091000.0,2951000.0,26121000.0,141681970.0,330000.0,-141000.0,12000.0,-843000.0,24826000.0,-163000.0,12048000.0,12048000.0,12189000.0,12048000.0,12048000.0,17528000.0,12189000.0,,-1892000.0,14077000.0,14077000.0,-1892000.0,-4903000.0,,43197000.0,-5231000.0,101520000.0,1381000.0,3602000.0,1438000.0,24755000.0,12469413.39571,-5311000.0,45200000.0,19112000.0,225340000.0,5644700.0,,9522000.0,,11263000.0,1958000.0,314000.0,126000.0,2522000.0,7500000.0,13745000.0,8073000.0,,,0.0,49489000.0,1645000.0,17528000.0,0.0,2615000.0,,,-5231000.0,36439000.0,161028000.0,6057000.0,,-15423000.0,-843000.0,,12048000.0,12000.0,5842000.0,-606000.0,120910000.0,101520000.0,-184586.60429,5339000.0,0.304598,7807000.0,-7667000.0,225397000.0,142055000.0,45777000.0,121240000.0,206228000.0,104157000.0,78530000.0,32249000.0,19408000.0,1603000.0,225340000.0,1921000.0,-606000.0,-606000.0,197300.0,3028000.0,74959000.0,606000.0
INDB.MI,2023-12-31,12M,EUR,33018000.0,39173000.0,-38573000.0,23334000.0,-788000.0,1034000.0,,5640541.0,1.85,17322000.0,33026000.0,-8600000.0,,3066000.0,5842000.0,18379000.0,18503000.0,-4514000.0,18362000.0,17000.0,17163000.0,7532000.0,,-7160000.0,14528000.0,14900000.0,17163000.0,5842000.0,,126631000.0,-553000.0,5620000.0,159617000.0,141605000.0,625000.0,25549000.0,26174000.0,70143000.0,5511000.0,5511000.0,5511000.0,4477000.0,5640541.0,1.85,10435000.0,1334000.0,15907000.0,21418000.0,-106000.0,34379000.0,155452936.0,-8998000.0,26939000.0,24815000.0,-12000.0,7146000.0,17741000.0,39961000.0,85639000.0,65415000.0,,975000.0,975000.0,319000.0,319000.0,-807000.0,-2589000.0,61250000.0,165190000.0,-7254000.0,13000.0,66000.0,4823000.0,8682000.0,17000000.0,4305000.0,2441000.0,13010000.0,15451000.0,17000000.0,-20413000.0,13571000.0,4191000.0,28070000.0,134910936.0,471000.0,-181000.0,12000.0,-553000.0,20180000.0,310000.0,10435000.0,10435000.0,10616000.0,10435000.0,10435000.0,14932000.0,10616000.0,,-1115000.0,-3413000.0,-3413000.0,-1115000.0,156000.0,,47066000.0,-8600000.0,108890000.0,1603000.0,3371000.0,1506000.0,22517000.0,11216341.01259,33415000.0,48214000.0,17201000.0,225032000.0,5621289.0,,,,10595000.0,2056000.0,190000.0,107000.0,3765000.0,7778000.0,14618000.0,655000.0,124000.0,,0.0,42711000.0,,14932000.0,0.0,2380000.0,,,-8600000.0,33920000.0,159617000.0,5511000.0,,-20413000.0,-553000.0,16000000.0,10435000.0,12000.0,5842000.0,-1099000.0,126631000.0,108890000.0,-317658.98741,4316000.0,0.289044,6024000.0,-4050000.0,221871000.0,139641000.0,41625000.0,127102000.0,207831000.0,94769000.0,80266000.0,24626000.0,16035000.0,459000.0,225032000.0,1915000.0,-1099000.0,-1099000.0,220711.0,2980000.0,71462000.0,1099000.0
