symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,Properties,RawMaterials,RestrictedCash,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,WorkInProcess,WorkingCapital
INDB.MI,2019-12-31,12M,EUR,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356000.0,1000.0,,,,,,,,,,1101000.0,,,,,,,,,,,,,,,,,,,
INDB.MI,2020-12-31,12M,EUR,25923000.0,28729000.0,-24228000.0,25688000.0,-466000.0,,25001000.0,2616000.0,5842000.0,43094000.0,43094000.0,43082000.0,12000.0,5842000.0,92673000.0,675000.0,112038000.0,319000.0,18557000.0,18876000.0,51791000.0,16723000.0,8527000.0,15909000.0,29195000.0,61739000.0,,-1284000.0,35725000.0,137698000.0,0.0,13003000.0,,,3737000.0,2297000.0,26468000.0,28765000.0,13003000.0,2083000.0,19821000.0,64000.0,1931000.0,37511000.0,76764000.0,794000.0,2431000.0,1661000.0,5718000.0,993000.0,310000.0,-1000.0,7382000.0,249000.0,14000.0,5382000.0,12505000.0,1408000.0,,32181000.0,1286000.0,0.0,13700000.0,,6188000.0,5842000.0,92673000.0,76764000.0,3082000.0,179522000.0,119141000.0,47641000.0,92737000.0,86785000.0,67484000.0,34994000.0,876000.0,124000.0,6586000.0,60247000.0
INDB.MI,2021-12-31,12M,EUR,39313000.0,36863000.0,-30882000.0,24730000.0,-580000.0,,29252000.0,3763000.0,5842000.0,24187000.0,24187000.0,24174000.0,13000.0,5842000.0,113512000.0,2746000.0,125918000.0,583000.0,16795000.0,17378000.0,70355000.0,22960000.0,8527000.0,21346000.0,37443000.0,72818000.0,,-1861000.0,57066000.0,146686000.0,13000.0,13776000.0,,,4068000.0,3180000.0,16379000.0,19559000.0,13776000.0,1909000.0,24360000.0,169000.0,8987000.0,41936000.0,92166000.0,1001000.0,4058000.0,1749000.0,5680659.0,,687000.0,,12819000.0,7405000.0,141000.0,6970000.0,12392000.0,688000.0,,51817000.0,1558000.0,0.0,27430000.0,,24247000.0,5842000.0,113512000.0,92166000.0,7114000.0,211452000.0,129891000.0,36937000.0,113681000.0,97771000.0,85534000.0,27416000.0,5534000.0,161341.0,8537000.0,55563000.0
INDB.MI,2022-12-31,12M,EUR,40068000.0,44560000.0,-34254000.0,23887000.0,-723000.0,0.0,31420000.0,3629000.0,5842000.0,17322000.0,17322000.0,17310000.0,12000.0,5842000.0,120910000.0,2086000.0,146867000.0,642000.0,21003000.0,21645000.0,71908000.0,31913000.0,8127000.0,19390000.0,45283000.0,77451000.0,0.0,-2275000.0,69105000.0,163058000.0,13000.0,66000.0,6851000.0,7174000.0,4079000.0,2987000.0,21145000.0,24132000.0,14091000.0,2951000.0,26121000.0,330000.0,24826000.0,43197000.0,101520000.0,1381000.0,3602000.0,1438000.0,5644700.0,,9522000.0,,11263000.0,314000.0,126000.0,7500000.0,13745000.0,8073000.0,,49489000.0,1645000.0,0.0,36439000.0,,12048000.0,5842000.0,120910000.0,101520000.0,7807000.0,225397000.0,142055000.0,45777000.0,121240000.0,104157000.0,78530000.0,32249000.0,1921000.0,197300.0,3028000.0,74959000.0
INDB.MI,2023-12-31,12M,EUR,33018000.0,39173000.0,-38573000.0,23334000.0,-788000.0,,33026000.0,3066000.0,5842000.0,18379000.0,18503000.0,18362000.0,17000.0,5842000.0,126631000.0,5620000.0,141605000.0,625000.0,25549000.0,26174000.0,70143000.0,26939000.0,7146000.0,17741000.0,39961000.0,85639000.0,,-2589000.0,61250000.0,165190000.0,13000.0,66000.0,4823000.0,8682000.0,4305000.0,2441000.0,13010000.0,15451000.0,13571000.0,4191000.0,28070000.0,471000.0,20180000.0,47066000.0,108890000.0,1603000.0,3371000.0,1506000.0,5621289.0,,,,10595000.0,190000.0,107000.0,7778000.0,14618000.0,655000.0,124000.0,42711000.0,,0.0,33920000.0,16000000.0,10435000.0,5842000.0,126631000.0,108890000.0,6024000.0,221871000.0,139641000.0,41625000.0,127102000.0,94769000.0,80266000.0,24626000.0,1915000.0,220711.0,2980000.0,71462000.0
