symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFF,InvestingCashFlow,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfPPE,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
S24.MI,2019-09-30,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,5500000.0,,,,,,,,,,,,,,,5500000.0,,0.0
S24.MI,2022-12-31,3M,EUR,,,,,,,,,,,,,,,,-72000.0,,,-3000.0,,,-3314000.0,,,,,,,,,,,,,-3400000.0,,,,,0.0
S24.MI,2023-03-31,3M,EUR,,54066000.0,-1095000.0,10326000.0,-355000.0,-8992000.0,13110000.0,1649000.0,5412000.0,10326000.0,3838000.0,3838000.0,64392000.0,-621000.0,10204000.0,-30000.0,-555000.0,-352000.0,0.0,365000.0,367000.0,-1065000.0,,692000.0,0.0,-353000.0,170000.0,-1065000.0,692000.0,11299000.0,,1188000.0,173000.0,351000.0,-1095000.0,-1095000.0,30000.0,,30000.0,
S24.MI,2023-06-30,3M,EUR,,64392000.0,-1474000.0,6866000.0,12000.0,2021000.0,-2114000.0,-3409000.0,-3490000.0,6865000.0,3777000.0,3777000.0,71257000.0,-3279000.0,3145000.0,-1208000.0,-634000.0,5525000.0,,5048000.0,5723000.0,4838000.0,,-504000.0,,387000.0,144000.0,,-504000.0,4619000.0,,1212000.0,121000.0,-363000.0,-1474000.0,,6312000.0,,,
S24.MI,2023-09-30,3M,EUR,,71257000.0,-1557000.0,61000.0,-168000.0,-321000.0,-10142000.0,13674000.0,3043000.0,62000.0,-1761000.0,3683000.0,71319000.0,-6460000.0,5820000.0,1000.0,-2789000.0,-855000.0,-15000.0,-364000.0,-466000.0,-7899000.0,,-3272000.0,,-48000.0,159000.0,,-3272000.0,7377000.0,,844000.0,118000.0,168000.0,-1557000.0,,,,,0.0
S24.MI,2023-12-31,3M,EUR,,71319000.0,-4436000.0,-2589000.0,39000.0,2153000.0,8102000.0,-14841000.0,-4547000.0,-2589000.0,9198000.0,3754000.0,68730000.0,-8154000.0,4299000.0,1365000.0,-618000.0,-3170000.0,-32000.0,2647000.0,5064000.0,,,-5071000.0,,-5749000.0,-45000.0,-7793000.0,-5071000.0,8735000.0,,-114000.0,119000.0,1680000.0,,,,,769000.0,0.0
S24.MI,2024-03-31,3M,EUR,1896000.0,68730000.0,-1026000.0,728000.0,470000.0,-4603000.0,7705000.0,479000.0,4051000.0,729000.0,1908000.0,3804000.0,69458000.0,-6837000.0,7106000.0,,-462000.0,-566000.0,5000.0,-469000.0,-687000.0,,,-6848000.0,,1434000.0,-83000.0,-1026000.0,-6848000.0,8132000.0,-1000.0,664000.0,92000.0,203000.0,,-1026000.0,,,0.0,
S24.MI,2024-03-31,TTM,EUR,,64392000.0,-8493000.0,5066000.0,353000.0,-750000.0,3551000.0,-4097000.0,-943000.0,5067000.0,13122000.0,15018000.0,69459000.0,-24730000.0,20370000.0,,-4503000.0,934000.0,-9000.0,6862000.0,9634000.0,,,-15695000.0,,-3976000.0,175000.0,-1412000.0,-15695000.0,28863000.0,,2606000.0,450000.0,1688000.0,,-8493000.0,,,7081000.0,
