symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital
S24.MI,2019-12-31,12M,EUR,,,,570000.0,,,716000.0,,,,,,,,150000.0,,,,,,716000.0,,,,,,,,,0.0,,,,,0.0,,,,7373000.0,,,,,,,,,,1000.0,,-1000.0,,,,,1384000.0,,,,,,,,,,,,,,,,,,,6758000.0,,,
S24.MI,2020-12-31,12M,EUR,47781000.0,58887000.0,-156999000.0,,-3558000.0,0.0,,76735000.0,40444000.0,570000.0,40889000.0,40889000.0,570000.0,35320000.0,,127666000.0,2510000.0,23481000.0,25991000.0,126122000.0,704000.0,307000.0,22019000.0,62934000.0,62445000.0,216632000.0,1893000.0,97796000.0,704000.0,,2870000.0,37934000.0,38995000.0,76929000.0,,9648000.0,85445000.0,0.0,21587000.0,59633000.0,-27614000.0,22604000.0,5617000.0,15774000.0,721000.0,65015595.0,4813000.0,466000.0,1000.0,40915000.0,-1000.0,104000.0,7440000.0,51582000.0,16586000.0,,58964000.0,7821000.0,3881000.0,0.0,1585000.0,20119000.0,65345797.0,35320000.0,-27614000.0,600000.0,274384000.0,74315000.0,102920000.0,35320000.0,239064000.0,146719000.0,112942000.0,3743000.0,4870000.0,330202.0,1000.0,1544000.0
S24.MI,2021-12-31,12M,EUR,37798000.0,65835000.0,-163505000.0,,-4319000.0,0.0,,76776000.0,39914000.0,570000.0,35744000.0,35744000.0,570000.0,13851000.0,,117028000.0,3047000.0,19724000.0,22771000.0,112937000.0,731000.0,777000.0,20724000.0,52592000.0,70153000.0,219435000.0,1659000.0,76210000.0,731000.0,,2870000.0,36867000.0,42635000.0,79502000.0,0.0,8819000.0,94004000.0,0.0,26615000.0,55930000.0,-38741000.0,20529000.0,5216000.0,15329000.0,99000.0,65015595.0,5561000.0,513000.0,1000.0,31868000.0,-1000.0,9497000.0,7157000.0,45785000.0,6132000.0,,49200000.0,8157000.0,1911000.0,0.0,880000.0,-878000.0,65345797.0,13851000.0,-38741000.0,161000.0,248112000.0,56486000.0,102273000.0,13851000.0,234261000.0,131084000.0,121324000.0,4245000.0,2961000.0,330202.0,2000.0,4091000.0
S24.MI,2022-12-31,12M,EUR,41301000.0,62588000.0,-167280000.0,,-4997000.0,0.0,,73034000.0,40070000.0,570000.0,54066000.0,54066000.0,570000.0,15925000.0,,131734000.0,4844000.0,18166000.0,23010000.0,122422000.0,,1294000.0,20424000.0,46826000.0,67584000.0,213041000.0,2936000.0,77031000.0,772000.0,,2412000.0,35226000.0,42940000.0,78166000.0,300000.0,6658000.0,91334000.0,0.0,7040000.0,45761000.0,-30901000.0,14148000.0,4268000.0,10681000.0,91000.0,65015595.0,6231000.0,562000.0,,26402000.0,1000.0,6674000.0,5627000.0,46261000.0,3945000.0,,51175000.0,8986000.0,1074000.0,0.0,1642000.0,-341000.0,65345797.0,15925000.0,-30901000.0,227000.0,245765000.0,58865000.0,101176000.0,15925000.0,229840000.0,114032000.0,107418000.0,4247000.0,971000.0,330202.0,0.0,9312000.0
S24.MI,2023-12-31,12M,EUR,50075000.0,65515000.0,-119823000.0,,-5195000.0,0.0,,48594000.0,40649000.0,570000.0,68730000.0,68730000.0,570000.0,23598000.0,,150325000.0,6447000.0,10373000.0,16820000.0,122128000.0,,2062000.0,20324000.0,44116000.0,70709000.0,158774000.0,3408000.0,77234000.0,828000.0,,0.0,34202000.0,43263000.0,77465000.0,116000.0,7608000.0,67971000.0,0.0,,38951000.0,-20518000.0,11024000.0,3100000.0,9567000.0,114000.0,65015595.0,6682000.0,529000.0,,23792000.0,,7552000.0,2444000.0,42209000.0,2649000.0,,56008000.0,9996000.0,784000.0,0.0,1346000.0,6783000.0,65345797.0,23598000.0,-20518000.0,1594000.0,251018000.0,66861000.0,94285000.0,23598000.0,227420000.0,100694000.0,105292000.0,3489000.0,,330202.0,0.0,28197000.0
