symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkInProcess,WorkingCapital
S24.MI,2022-12-31,3M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7040000.0,,,,,,,,,562000.0,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,971000.0,,,
S24.MI,2023-03-31,3M,EUR,45008000.0,60938000.0,-115157000.0,-5101000.0,5155000.0,44911000.0,39743000.0,570000.0,64392000.0,64392000.0,570000.0,16169000.0,152172000.0,6006000.0,19365000.0,25371000.0,137289000.0,1167000.0,20424000.0,45952000.0,66039000.0,153972000.0,3290000.0,78553000.0,772000.0,0.0,33737000.0,43019000.0,76756000.0,300000.0,6902000.0,66943000.0,0.0,,38815000.0,-29783000.0,14090000.0,4175000.0,9710000.0,91000.0,65015595.0,9187000.0,809000.0,,25528000.0,-1000.0,6672000.0,5137000.0,42118000.0,4424000.0,54041000.0,7207000.0,1537000.0,0.0,2123000.0,24000.0,65345797.0,16169000.0,-29783000.0,2574000.0,258134000.0,59188000.0,102127000.0,16169000.0,241965000.0,105962000.0,104676000.0,3896000.0,461000.0,330202.0,0.0,14883000.0
S24.MI,2023-06-30,3M,EUR,89681000.0,64348000.0,-117014000.0,-5024000.0,0.0,47697000.0,40065000.0,570000.0,71257000.0,71257000.0,570000.0,21338000.0,155255000.0,5480000.0,17402000.0,22882000.0,131981000.0,1441000.0,20424000.0,45422000.0,69372000.0,156906000.0,3279000.0,81841000.0,828000.0,0.0,34585000.0,43101000.0,77686000.0,295000.0,6412000.0,67125000.0,0.0,,39892000.0,-24084000.0,13503000.0,4103000.0,9394000.0,104000.0,65015595.0,9288000.0,458000.0,,24998000.0,,10152000.0,3750000.0,42084000.0,2522000.0,97057000.0,9014000.0,1305000.0,0.0,1838000.0,4449000.0,65345797.0,21338000.0,-24084000.0,2571000.0,261066000.0,64439000.0,100568000.0,21338000.0,239728000.0,105812000.0,107747000.0,3626000.0,,330202.0,0.0,23274000.0
S24.MI,2023-09-30,3M,EUR,42730000.0,50674000.0,-118795000.0,-4885000.0,0.0,48994000.0,41184000.0,570000.0,71319000.0,71319000.0,570000.0,21223000.0,139838000.0,6545000.0,13003000.0,19548000.0,116141000.0,1712000.0,20424000.0,45034000.0,55559000.0,158420000.0,3447000.0,77407000.0,828000.0,0.0,34639000.0,43181000.0,77820000.0,295000.0,6226000.0,67434000.0,0.0,,39625000.0,-23811000.0,13639000.0,4021000.0,9161000.0,110000.0,65015595.0,7775000.0,598000.0,-1000.0,24610000.0,-1000.0,10407000.0,2548000.0,41992000.0,2296000.0,47708000.0,7064000.0,1341000.0,0.0,1735000.0,4085000.0,65345797.0,21223000.0,-23811000.0,2291000.0,244999000.0,64404000.0,97368000.0,21223000.0,223776000.0,105162000.0,107635000.0,2430000.0,,330202.0,0.0,23697000.0
S24.MI,2023-12-31,3M,EUR,50075000.0,65515000.0,-119823000.0,-5195000.0,0.0,48594000.0,40649000.0,570000.0,68730000.0,68730000.0,570000.0,23598000.0,150325000.0,6447000.0,10373000.0,16820000.0,122128000.0,2062000.0,20324000.0,44116000.0,70709000.0,158774000.0,3408000.0,77234000.0,828000.0,0.0,34202000.0,43263000.0,77465000.0,116000.0,7608000.0,67971000.0,0.0,,38951000.0,-20518000.0,11024000.0,3100000.0,9567000.0,114000.0,65015595.0,6682000.0,529000.0,,23792000.0,,7552000.0,2444000.0,42209000.0,2649000.0,56008000.0,9996000.0,784000.0,0.0,1346000.0,6783000.0,65345797.0,23598000.0,-20518000.0,1594000.0,251018000.0,66861000.0,94285000.0,23598000.0,227420000.0,100694000.0,105292000.0,3489000.0,,330202.0,0.0,28197000.0
S24.MI,2024-03-31,3M,EUR,48850000.0,65035000.0,-121692000.0,-5314000.0,0.0,48594000.0,39688000.0,570000.0,69458000.0,69458000.0,570000.0,23078000.0,153305000.0,6765000.0,3282000.0,10047000.0,129658000.0,1759000.0,20324000.0,42654000.0,70349000.0,159321000.0,2938000.0,69707000.0,828000.0,0.0,32923000.0,43347000.0,76270000.0,116000.0,7363000.0,68397000.0,0.0,,37629000.0,-19576000.0,11178000.0,3035000.0,9686000.0,116000.0,65015595.0,10273000.0,,1000.0,22330000.0,-1000.0,2063000.0,9357000.0,42330000.0,1360000.0,60866000.0,9120000.0,1167000.0,0.0,1179000.0,6314000.0,65345797.0,23078000.0,-19576000.0,1846000.0,251153000.0,66425000.0,86317000.0,23078000.0,228075000.0,97847000.0,98417000.0,2659000.0,,330202.0,0.0,23647000.0
