asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AmortizationCashFlow,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,HedgingAssetsCurrent,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetForeignCurrencyExchangeGainLoss,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfInvestment,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,62606424.0,0.0489,,,,,,,,,,,,,,,,,,,,-1479000.0,,,,,,,,,,,,,,,,198000.0,62606424.0,0.0489,,,,,,,,,,,,,,,,,,,,,,,,,,770000.0,770000.0,,,,,,770000.0,,,,,,,,,,,,,,,,,,,,,,,,,-12771000.0,,,,,,,,,,,,,,-1000.0,3695000.0,,,,341000.0,1000.0,,,,5374000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275498.0,,,,-288000.0
2020-12-31,12M,EUR,133247000.0,88821000.0,-224002000.0,,0.0,51000.0,63322800.0,-0.0282,35613000.0,4083000.0,-15434000.0,9677000.0,12665000.0,59147000.0,59147000.0,-1584000.0,59117000.0,30000.0,25298000.0,,-10841000.0,,,,-7260000.0,25298000.0,12665000.0,,103796000.0,,1068000.0,242519000.0,250773000.0,3650000.0,16459000.0,20109000.0,184254000.0,5351000.0,,25437000.0,25437000.0,25437000.0,25437000.0,690000.0,63322800.0,-0.0282,-1787000.0,9876000.0,35313000.0,-1764000.0,59147000.0,281471066.0,0.0,20201000.0,37173000.0,5097000.0,18073000.0,39017000.0,61379000.0,326146000.0,210120000.0,4078000.0,3200000.0,3200000.0,537000.0,537000.0,-2974000.0,76876000.0,214308000.0,-15434000.0,51000.0,,275000.0,72358000.0,6027000.0,94053000.0,100080000.0,,275000.0,17228000.0,102781000.0,195984066.0,17216000.0,-5932000.0,,0.0,51365000.0,,-1787000.0,-1787000.0,4145000.0,0.0,-1787000.0,-1787000.0,4145000.0,4145000.0,-5796000.0,-3482000.0,0.0,28009000.0,28009000.0,-3482000.0,-1524000.0,,102144000.0,-9638000.0,42417000.0,22876000.0,4017000.0,10475000.0,36084000.0,3166012.0,20531000.0,192008000.0,18112000.0,452639000.0,63322800.0,,2610000.0,3790000.0,22362000.0,494000.0,2000.0,,51868000.0,9466000.0,145856000.0,,1820000.0,0.0,151801000.0,2192000.0,6676000.0,0.0,,,-5796000.0,,-9638000.0,25652000.0,242519000.0,25437000.0,926000.0,926000.0,,,2637000.0,40834000.0,0.0,4222000.0,22295000.0,63322800.0,-7172000.0,103796000.0,42417000.0,-1247988.0,2531000.0,0.358,17049000.0,-5000000.0,437756000.0,197849000.0,120189000.0,121012000.0,434527000.0,316744000.0,186983000.0,132490000.0,10664000.0,819000.0,452639000.0,9088000.0,-771000.0,-3486000.0,,0.0,14051000.0,66519000.0,
2021-12-31,12M,EUR,141222000.0,82186000.0,-230845000.0,11436000.0,0.0,714000.0,63322800.0,0.1914,59147000.0,5082000.0,-23536000.0,12420000.0,12665000.0,99673000.0,99673000.0,-765000.0,99637000.0,36000.0,39745000.0,-16566000.0,811000.0,-5724000.0,7397000.0,5428000.0,-8946000.0,39745000.0,12665000.0,-765000.0,117230000.0,0.0,6246000.0,294193000.0,297372000.0,4106000.0,44543000.0,48649000.0,254731000.0,22069000.0,8301000.0,13393000.0,24829000.0,24829000.0,24829000.0,0.0,63322800.0,0.1914,12119000.0,25538000.0,50367000.0,781000.0,99673000.0,287168606.0,208000.0,8939000.0,34111000.0,28969000.0,22378000.0,50115000.0,80933000.0,334380000.0,247100000.0,664000.0,2298000.0,2298000.0,409000.0,409000.0,-2301000.0,84861000.0,239639000.0,-21699000.0,714000.0,,0.0,69023000.0,8314000.0,77866000.0,86180000.0,0.0,0.0,21830000.0,106828000.0,230811606.0,6914000.0,-5353000.0,-9969000.0,0.0,22736000.0,-257000.0,12119000.0,12119000.0,17472000.0,0.0,12119000.0,12119000.0,17472000.0,17472000.0,-9742000.0,-2655000.0,11806000.0,0.0,0.0,-2655000.0,14216000.0,,103535000.0,-13794000.0,36297000.0,26249000.0,5874000.0,10380000.0,69589000.0,33343306.0,52505000.0,215143000.0,31957000.0,541293000.0,63322800.0,-2000.0,3055000.0,14298000.0,30818000.0,-12614000.0,674000.0,6546000.0,63457000.0,10737000.0,147201000.0,1000.0,2173000.0,0.0,166495000.0,2357000.0,23240000.0,0.0,27454000.0,-9969000.0,-9742000.0,0.0,-13794000.0,34025000.0,294193000.0,24829000.0,1195000.0,1195000.0,0.0,0.0,15812000.0,51505000.0,11806000.0,5129000.0,27507000.0,63322800.0,-21770000.0,117230000.0,36297000.0,-5567694.0,5768000.0,0.242,24575000.0,-7519000.0,509685000.0,195096000.0,134829000.0,124144000.0,509336000.0,385541000.0,212313000.0,130810000.0,9927000.0,766000.0,541293000.0,14536000.0,-19222000.0,-23007000.0,,0.0,16725000.0,42641000.0,
2022-12-31,12M,EUR,139571000.0,48491000.0,-225852000.0,11342000.0,0.0,716000.0,63038713.0,0.2635,99673000.0,7135000.0,-23260000.0,14023000.0,12665000.0,67727000.0,67727000.0,-4849000.0,67704000.0,23000.0,-31685000.0,-11645000.0,-5772000.0,-5774000.0,-3824000.0,35977000.0,-9445000.0,-31685000.0,12665000.0,-4849000.0,132531000.0,-3178000.0,3640000.0,313983000.0,253325000.0,4192000.0,42812000.0,47004000.0,233901000.0,14344000.0,16711000.0,12187000.0,23529000.0,23528000.0,23528000.0,0.0,63038713.0,0.2635,16608000.0,28476000.0,52005000.0,-261000.0,67727000.0,230847977.0,1981000.0,-39716000.0,38212000.0,19483000.0,20414000.0,49936000.0,78520000.0,339548000.0,234591000.0,2661000.0,2617000.0,2617000.0,228000.0,228000.0,-2763000.0,101448000.0,230117000.0,-34712000.0,716000.0,,0.0,72122000.0,9831000.0,54774000.0,64605000.0,-24745000.0,0.0,17768000.0,112428000.0,186316977.0,5430000.0,-1572000.0,-11452000.0,-3178000.0,29859000.0,-998000.0,16608000.0,16608000.0,18180000.0,0.0,16608000.0,16608000.0,18180000.0,18180000.0,-4885000.0,-3388000.0,,-24745000.0,-24745000.0,-3388000.0,350000.0,,113696000.0,-18375000.0,54011000.0,22480000.0,7835000.0,7988000.0,58017000.0,21495756.0,42743000.0,201725000.0,32866000.0,548574000.0,62745631.0,,3263000.0,13455000.0,28584000.0,586000.0,,1000000.0,63160000.0,2000.0,144223000.0,3263000.0,390000.0,0.0,147741000.0,2262000.0,25859000.0,0.0,645000.0,-11452000.0,-4885000.0,,-18375000.0,42582000.0,313983000.0,23529000.0,1503000.0,1503000.0,-24745000.0,-3178000.0,5628000.0,63614000.0,,5852000.0,26266000.0,63322800.0,-5231000.0,132531000.0,54011000.0,-1124244.0,7679000.0,0.187,27473000.0,-6465000.0,471058000.0,187305000.0,111609000.0,137961000.0,515708000.0,333097000.0,217733000.0,99196000.0,27321000.0,999000.0,548574000.0,8168000.0,-6012000.0,-6012000.0,577169.0,1703000.0,20654000.0,19424000.0,-787000.0
2023-12-31,12M,EUR,107025000.0,26731000.0,-231722000.0,10627000.0,0.0,716000.0,,,67727000.0,6097000.0,-16110000.0,12184000.0,12665000.0,39403000.0,39403000.0,-5222000.0,39369000.0,34000.0,-27777000.0,13891000.0,-1830000.0,3591000.0,-37178000.0,25845000.0,-7327000.0,-27777000.0,12665000.0,-5222000.0,140892000.0,-1725000.0,2445000.0,266308000.0,187831000.0,4240000.0,43467000.0,47707000.0,183530000.0,5815000.0,7405000.0,13099000.0,23726000.0,23727000.0,23727000.0,,,,9775000.0,20391000.0,44118000.0,-547000.0,39403000.0,191225560.0,288000.0,-34481000.0,36231000.0,13250000.0,21395000.0,49772000.0,76462000.0,347612000.0,206896000.0,1895000.0,5248000.0,5248000.0,274000.0,274000.0,-5352000.0,90872000.0,221595000.0,-22656000.0,716000.0,,,72089000.0,7944000.0,37236000.0,45180000.0,-16836000.0,,11463000.0,119346000.0,141368560.0,5557000.0,-1496000.0,-6546000.0,-1725000.0,41300000.0,-2935000.0,9775000.0,9775000.0,11271000.0,0.0,9775000.0,9775000.0,11271000.0,11271000.0,-4017000.0,-5989000.0,,-16836000.0,-16836000.0,-5989000.0,-234000.0,,115890000.0,-12093000.0,64430000.0,20691000.0,7152000.0,7971000.0,46642000.0,12079019.0,29360000.0,185145000.0,21751000.0,473204000.0,62239361.0,,,6711000.0,26690000.0,5761000.0,,500000.0,54383000.0,2000.0,147635000.0,3559000.0,462000.0,0.0,112984000.0,2218000.0,15143000.0,0.0,-6006000.0,-6546000.0,-4017000.0,,-12093000.0,35525000.0,266308000.0,23726000.0,1746000.0,1746000.0,-16836000.0,-1725000.0,481000.0,67969000.0,,4523000.0,25918000.0,63322800.0,146000.0,140892000.0,64430000.0,-497981.0,3872000.0,0.187,23153000.0,-2674000.0,402245000.0,178128000.0,92887000.0,146449000.0,451453000.0,255796000.0,214414000.0,72266000.0,21523000.0,1015000.0,473204000.0,5957000.0,-2524000.0,-2663000.0,1083439.0,2952000.0,19116000.0,4301000.0,-1228000.0
