symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
ELC.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,198000.0,,,,,,,,,,770000.0,770000.0,,,,,770000.0,,,,,,,,,,,3695000.0,,,341000.0,1000.0,,,5374000.0,,,,,,,,,,,,,,,,,,1275498.0,,,
ELC.MI,2020-12-31,12M,EUR,133247000.0,88821000.0,-224002000.0,0.0,51000.0,4083000.0,9677000.0,12665000.0,59147000.0,59147000.0,59117000.0,30000.0,12665000.0,103796000.0,1068000.0,250773000.0,3650000.0,16459000.0,20109000.0,184254000.0,5351000.0,690000.0,0.0,37173000.0,39017000.0,61379000.0,326146000.0,4078000.0,76876000.0,214308000.0,51000.0,,275000.0,72358000.0,6027000.0,94053000.0,100080000.0,275000.0,17228000.0,102781000.0,17216000.0,51365000.0,102144000.0,42417000.0,22876000.0,4017000.0,10475000.0,63322800.0,2610000.0,3790000.0,22362000.0,2000.0,,9466000.0,145856000.0,,151801000.0,2192000.0,0.0,25652000.0,40834000.0,63322800.0,103796000.0,42417000.0,17049000.0,437756000.0,197849000.0,120189000.0,121012000.0,316744000.0,186983000.0,132490000.0,9088000.0,,0.0,14051000.0,66519000.0
ELC.MI,2021-12-31,12M,EUR,141222000.0,82186000.0,-230845000.0,0.0,714000.0,5082000.0,12420000.0,12665000.0,99673000.0,99673000.0,99637000.0,36000.0,12665000.0,117230000.0,6246000.0,297372000.0,4106000.0,44543000.0,48649000.0,254731000.0,22069000.0,0.0,208000.0,34111000.0,50115000.0,80933000.0,334380000.0,664000.0,84861000.0,239639000.0,714000.0,,0.0,69023000.0,8314000.0,77866000.0,86180000.0,0.0,21830000.0,106828000.0,6914000.0,22736000.0,103535000.0,36297000.0,26249000.0,5874000.0,10380000.0,63322800.0,3055000.0,14298000.0,30818000.0,674000.0,6546000.0,10737000.0,147201000.0,1000.0,166495000.0,2357000.0,0.0,34025000.0,51505000.0,63322800.0,117230000.0,36297000.0,24575000.0,509685000.0,195096000.0,134829000.0,124144000.0,385541000.0,212313000.0,130810000.0,14536000.0,,0.0,16725000.0,42641000.0
ELC.MI,2022-12-31,12M,EUR,139571000.0,48491000.0,-225852000.0,0.0,716000.0,7135000.0,14023000.0,12665000.0,67727000.0,67727000.0,67704000.0,23000.0,12665000.0,132531000.0,3640000.0,253325000.0,4192000.0,42812000.0,47004000.0,233901000.0,14344000.0,0.0,1981000.0,38212000.0,49936000.0,78520000.0,339548000.0,2661000.0,101448000.0,230117000.0,716000.0,,0.0,72122000.0,9831000.0,54774000.0,64605000.0,0.0,17768000.0,112428000.0,5430000.0,29859000.0,113696000.0,54011000.0,22480000.0,7835000.0,7988000.0,62745631.0,3263000.0,13455000.0,28584000.0,,1000000.0,2000.0,144223000.0,3263000.0,147741000.0,2262000.0,0.0,42582000.0,63614000.0,63322800.0,132531000.0,54011000.0,27473000.0,471058000.0,187305000.0,111609000.0,137961000.0,333097000.0,217733000.0,99196000.0,8168000.0,577169.0,1703000.0,20654000.0,19424000.0
ELC.MI,2023-12-31,12M,EUR,107025000.0,26731000.0,-231722000.0,0.0,716000.0,6097000.0,12184000.0,12665000.0,39403000.0,39403000.0,39369000.0,34000.0,12665000.0,140892000.0,2445000.0,187831000.0,4240000.0,43467000.0,47707000.0,183530000.0,5815000.0,,288000.0,36231000.0,49772000.0,76462000.0,347612000.0,1895000.0,90872000.0,221595000.0,716000.0,,,72089000.0,7944000.0,37236000.0,45180000.0,,11463000.0,119346000.0,5557000.0,41300000.0,115890000.0,64430000.0,20691000.0,7152000.0,7971000.0,62239361.0,,6711000.0,26690000.0,,500000.0,2000.0,147635000.0,3559000.0,112984000.0,2218000.0,0.0,35525000.0,67969000.0,63322800.0,140892000.0,64430000.0,23153000.0,402245000.0,178128000.0,92887000.0,146449000.0,255796000.0,214414000.0,72266000.0,5957000.0,1083439.0,2952000.0,19116000.0,4301000.0
