symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,FinancialAssets,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,HeldToMaturitySecurities,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsAndAdvances,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentAccruedExpenses,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherEquityInterest,OtherIntangibleAssets,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalTaxPayable,TradingSecurities,TreasurySharesNumber,TreasuryStock
UNI.MI,2019-12-31,12M,EUR,515600000.0,,,,,,,,,,183600000.0,,,,,454600000.0,,,,,,,,,,,,,,,,4400000.0,,,66100000.0,,-37900000.0,,,,,,,,1992600000.0,,,,,,,,,,,,,,
UNI.MI,2020-12-31,12M,EUR,491800000.0,2182000000.0,-1405100000.0,,,3365300000.0,1094800000.0,53595500000.0,3365300000.0,7613600000.0,113100000.0,7192900000.0,1630800000.0,2038800000.0,3770700000.0,420800000.0,12829300000.0,2176000000.0,11807400000.0,65461800000.0,,5215700000.0,5215700000.0,1153700000.0,479600000.0,769700000.0,1911700000.0,4120900000.0,2365600000.0,5574800000.0,59000000.0,5900000.0,330900000.0,118000000.0,58500000.0,716696877.0,-52900000.0,408000000.0,226700000.0,1055600000.0,69000000.0,52500700000.0,959200000.0,217500000.0,1945400000.0,707400000.0,717473508.0,7613600000.0,5574800000.0,741400000.0,79406500000.0,12829300000.0,5215700000.0,9525300000.0,69881200000.0,240700000.0,144200000.0,776631.0,2700000.0
UNI.MI,2021-12-31,12M,EUR,610600000.0,2177800000.0,-1550800000.0,,,3365300000.0,1938900000.0,52627800000.0,3365300000.0,7780000000.0,146900000.0,8395700000.0,1630800000.0,2080800000.0,4065600000.0,366700000.0,12062800000.0,2072500000.0,13010800000.0,65004100000.0,,4282800000.0,4282800000.0,1304400000.0,446900000.0,822100000.0,1941500000.0,2343900000.0,5029500000.0,5699200000.0,85200000.0,10400000.0,427000000.0,115300000.0,52600000.0,717194210.0,-67000000.0,450000000.0,204600000.0,1199500000.0,86700000.0,50688900000.0,1135900000.0,224100000.0,2044000000.0,626600000.0,717473508.0,7780000000.0,5699200000.0,790300000.0,80258500000.0,12062800000.0,4282800000.0,9721500000.0,70537000000.0,320700000.0,82600000.0,279298.0,1100000.0
UNI.MI,2022-12-31,12M,EUR,805900000.0,860000000.0,-1527000000.0,1262000000.0,2099000000.0,3365000000.0,1798000000.0,39500000000.0,3365000000.0,6862000000.0,281300000.0,15689000000.0,1719000000.0,2236000000.0,4395000000.0,365700000.0,11478000000.0,2282000000.0,17232000000.0,56542000000.0,71000000.0,4616000000.0,4616000000.0,1608000000.0,635000000.0,601000000.0,1716000000.0,2818000000.0,2868000000.0,4626000000.0,63000000.0,13500000.0,1143000000.0,376000000.0,46200000.0,716344076.0,-75900000.0,517000000.0,1336000000.0,1624000000.0,104000000.0,37702000000.0,1349000000.0,134100000.0,2072500000.0,525000000.0,717473508.0,6862000000.0,4626000000.0,1385000000.0,73025000000.0,11478000000.0,4616000000.0,8578000000.0,64447000000.0,13000000.0,281000000.0,1129432.0,5000000.0
UNI.MI,2023-12-31,12M,EUR,,941000000.0,-2253000000.0,1282000000.0,2135000000.0,3365000000.0,1818000000.0,42515000000.0,3365000000.0,7967000000.0,,16340000000.0,1883000000.0,2485000000.0,6440000000.0,,12983000000.0,2302000000.0,17694000000.0,61047000000.0,71000000.0,5016000000.0,5016000000.0,2656000000.0,552000000.0,996000000.0,1832000000.0,3198000000.0,4187000000.0,5482000000.0,60000000.0,,701000000.0,89000000.0,,716544830.0,,602000000.0,1146000000.0,3238000000.0,124000000.0,40697000000.0,1163000000.0,,,1101000000.0,717473508.0,7967000000.0,5482000000.0,1350000000.0,79458000000.0,12983000000.0,5016000000.0,9799000000.0,69659000000.0,17000000.0,72000000.0,928678.0,4000000.0
