symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,TaxesRefundPaid
DTH.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,435000.0,,,,,,,,,,,,,,,,,,,,,
DTH.MI,2020-12-31,12M,EUR,370154.0,-3885264.0,36900.0,1749018.0,-37207.0,2368743.0,-1052770.0,1990247.0,3305913.0,1749018.0,0.0,,359302.0,359302.0,2119172.0,965732.0,158669.0,,-445818.0,-3260647.0,0.0,2766267.0,2766267.0,-103962.0,754307.0,0.0,795649.0,865299.0,-3725701.0,-129690.0,965732.0,2662305.0,,-159563.0,-1696573.0,4043933.0,,,567854.0,-3725701.0,-130690.0,-159563.0,-103962.0,,754307.0,,1000.0,-26732.0
DTH.MI,2021-12-31,12M,EUR,2119000.0,-5685000.0,-161000.0,21525000.0,-263000.0,-2067000.0,-105000.0,-1010000.0,-3396000.0,21524000.0,25000000.0,0.0,1010000.0,1010000.0,23644000.0,24632000.0,-3258000.0,-722.0,-438000.0,-5535000.0,25000000.0,0.0,0.0,-368000.0,0.0,25000000.0,3741096.0,5271000.0,-5560000.0,151000.0,-368000.0,-368000.0,-1000.0,-125000.0,0.0,2427000.0,1000.0,1000.0,588000.0,-5560000.0,0.0,-125000.0,-368000.0,0.0,0.0,0.0,151000.0,-63000.0
DTH.MI,2022-12-31,12M,EUR,23644000.0,-7388000.0,-56000.0,-17965000.0,-252000.0,-2154000.0,-792000.0,-4395000.0,-6064000.0,-17965000.0,0.0,0.0,2125000.0,2125000.0,5679000.0,5517000.0,-6508000.0,,-501000.0,-24362000.0,0.0,4800000.0,4800000.0,-2530000.0,,0.0,4200910.0,5616000.0,-4830000.0,-16973000.0,5517000.0,2270000.0,-1000.0,-2558000.0,3247000.0,880000.0,,-1000.0,678000.0,-4830000.0,-16973000.0,-2558000.0,-2530000.0,0.0,,0.0,0.0,-338000.0
DTH.MI,2023-06-30,TTM,EUR,4604000.0,-7844000.0,50000.0,-3006000.0,-258000.0,598000.0,-876000.0,-4157000.0,-3057000.0,-3006000.0,0.0,0.0,2462000.0,2462000.0,1598000.0,1565000.0,-3892000.0,,-611000.0,-8523000.0,0.0,800000.0,800000.0,-1432000.0,,0.0,3641262.0,5396000.0,-6456000.0,-677000.0,1565000.0,-632000.0,,-1388000.0,2197000.0,3952000.0,,,695000.0,-6456000.0,-677000.0,-1388000.0,-1432000.0,0.0,,0.0,0.0,-352000.0
