symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
DTH.MI,2019-12-31,12M,EUR,18400000.0,0.023641,2747000.0,441000.0,441000.0,18400000.0,0.023641,435000.0,1115000.0,1556000.0,3237000.0,13337000.0,,,,,435000.0,435000.0,435000.0,,435000.0,435000.0,435000.0,-603000.0,-603000.0,1646000.0,503400.0,12222000.0,1115000.0,16084000.0,530000.0,0.0,422000.0,2747000.0,441000.0,815000.0,815000.0,,3237000.0,-90000.0,-21600.0,-13000.0,0.24,14969000.0,16084000.0,-90000.0,-90000.0
DTH.MI,2020-12-31,12M,EUR,18400000.0,0.043242,11375790.0,359000.0,359000.0,18400000.0,0.043242,795649.0,863163.0,1222465.0,2080000.0,2035476.0,443682.0,443682.0,787.0,787.0,795649.0,795649.0,394660.0,-400989.0,1196638.0,1196638.0,-6329.0,-442895.0,-442895.0,1789038.0,1729686.457928,603604.0,1431872.0,13411266.0,2001329.0,0.0,419481.0,11375790.0,359302.0,702000.0,702000.0,567854.0,2080000.0,-567854.0,-33524.542072,24821.0,0.059171,11979394.0,13411266.0,-566573.0,-566573.0
DTH.MI,2021-12-31,12M,EUR,25542857.0,0.146463,10357309.0,,,25542857.0,0.146463,3741096.0,5271101.0,6281101.0,,6954183.0,438341.0,438341.0,1900.0,1900.0,3741096.0,3741096.0,3508802.0,232294.0,3508802.0,3508802.0,3741096.0,-436441.0,-436441.0,6868594.0,3935348.448279,1095936.0,5858247.0,17311492.0,271750.0,0.0,4832760.0,10357309.0,1010000.0,,,588215.0,,-588215.0,-160946.551721,1323958.0,0.273955,11453245.0,17311492.0,-587493.0,-587493.0
DTH.MI,2022-06-30,TTM,EUR,,0.154365,,,,,0.154365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTH.MI,2022-12-31,12M,EUR,,0.164465,12873769.0,,,,0.164465,4200910.0,5619593.0,7744593.0,,6584911.0,504543.0,504543.0,2813.0,2813.0,4200910.0,4200910.0,3791825.0,409085.0,3791825.0,3791825.0,4200910.0,-501730.0,-501730.0,8422109.0,4294072.701723,290967.0,6293944.0,19458680.0,176795.0,0.0,5115050.0,12873769.0,2125000.0,,,677516.0,,-677516.0,-175268.298277,1323225.0,0.258692,13164736.0,19458680.0,-677516.0,-677516.0
DTH.MI,2023-06-30,TTM,EUR,,0.142555,12386431.0,,,,0.142555,3641262.0,5401913.0,7863913.0,,7545912.0,595713.0,595713.0,,,3641262.0,3641262.0,3232177.0,,3232177.0,3232177.0,3641262.0,-591614.0,-591614.0,8558559.0,3699327.518984,1455094.0,6090818.0,19932343.0,183608.0,0.0,4806200.0,12386431.0,2462000.0,,,694646.0,,-694646.0,-227495.481016,1574023.0,0.327498,13841525.0,19932343.0,-694646.0,-694646.0
