symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,DeferredTax,Depreciation,DepreciationAndAmortization,DividendReceivedCFO,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
SBC.MI,2021-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12494000.0,,,,,,,,,,,,,,,,,,,,
SBC.MI,2022-12-31,12M,EUR,26275943.0,-76464269.0,,118352.0,4258047.0,-116264.0,-3172742.0,3680505.0,501508.0,1011359.0,4258046.0,0.0,0.0,16625692.0,13526120.0,13526120.0,500.0,0.0,30533990.0,22476967.0,-13980326.0,-4608002.0,-1210679.0,-80702864.0,0.0,30350000.0,30350000.0,-9145468.0,0.0,39876854.0,39876854.0,-1165481.0,-16782474.0,22476967.0,21204532.0,,-62754909.0,1272435.0,62483943.0,1.0,1210679.0,1217789.0,-1165481.0,-16782474.0,-75298788.0,-9145468.0,0.0,0.0,12543879.0,-5019923.0
SBC.MI,2023-12-31,12M,EUR,30533990.0,-68232305.0,-5000000.0,431701.0,75199416.0,25121.0,85279.0,1574663.0,-4422429.0,-2305665.0,75199418.0,-5000000.0,61000000.0,6607025.0,22714595.0,22714595.0,4089.0,0.0,105733406.0,90537065.0,-44760803.0,-1846072.0,-2520883.0,-38809149.0,61000000.0,54350000.0,54350000.0,-19872675.0,61000000.0,17527398.0,17527398.0,-2747623.0,10056827.0,34537065.0,34477325.0,-1.0,-46118352.0,59740.0,23471502.0,-2.0,2520883.0,637606.0,-2747623.0,-38077.0,-65484682.0,-19872675.0,0.0,10094904.0,19366330.0,-19417072.0
SBC.MI,2023-12-31,TTM,EUR,30533990.0,-68232305.0,-5000000.0,431701.0,75199416.0,25121.0,85279.0,1574663.0,-4422429.0,-2305665.0,75199418.0,-5000000.0,61000000.0,6607025.0,22714595.0,22714595.0,4089.0,0.0,105733406.0,90537065.0,-44760803.0,-1846072.0,-2520883.0,-38809149.0,61000000.0,54350000.0,54350000.0,-19872675.0,61000000.0,17527398.0,17527398.0,-2747623.0,10056827.0,34537065.0,34477325.0,-1.0,-46118352.0,59740.0,23471502.0,-2.0,2520883.0,637606.0,-2747623.0,-38077.0,-65484682.0,-19872675.0,0.0,10094904.0,19366330.0,-19417072.0
