asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CommonStockPayments,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,IssuanceOfCapitalStock,IssuanceOfDebt,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInvestments,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RetainedEarnings,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,3468000.0,,,,,-863000.0,,,,,,,,-197000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113000.0,,,,,,,,-2000.0,,1608000.0,,,,,-1000.0,369000.0,,,,,,,,,1894000.0,,,,,,,,,,,,,,-197000.0,,,,,,,,,,,,,,,,,,,,,,,,7130000.0,,,,,,,,,57000.0
2020-12-31,12M,EUR,25571000.0,19252000.0,-108258000.0,17357000.0,-394000.0,925000.0,,13269000.0,0.27,3475000.0,25763000.0,-6393000.0,4964000.0,17399000.0,7536000.0,7536000.0,7528000.0,7536000.0,4061000.0,2023000.0,3000.0,-464000.0,-5729000.0,1271000.0,-2896000.0,4061000.0,17399000.0,61658000.0,0.0,-130000.0,78381000.0,67428000.0,1763000.0,16903000.0,18666000.0,50140000.0,528000.0,8725000.0,8725000.0,8724000.0,7799000.0,0.0,13269000.0,0.27,3536000.0,0.0,5638000.0,14363000.0,7536000.0,85755728.0,,1355000.0,15198000.0,2612000.0,-26000.0,-26000.0,4181000.0,2203000.0,19646000.0,185479000.0,50778000.0,1575000.0,1575000.0,88000.0,88000.0,-1045000.0,-407000.0,35145000.0,104200000.0,-6299000.0,,0.0,11046000.0,12082000.0,3201000.0,25639000.0,28840000.0,11046000.0,-3676000.0,1284000.0,112474000.0,37506728.0,-130000.0,35006000.0,3536000.0,3536000.0,3536000.0,3536000.0,3536000.0,3536000.0,3536000.0,-223000.0,-1770000.0,18000.0,3902000.0,7370000.0,-1770000.0,-2417000.0,26000.0,77221000.0,-6120000.0,-3468000.0,59455000.0,2115000.0,6231000.0,2728000.0,,11131000.0,723213.389121,9005000.0,48149000.0,2629000.0,129159000.0,13395260.0,,-1000.0,1828000.0,2203000.0,,76000.0,95000.0,2000.0,33501000.0,15195000.0,3473000.0,35160000.0,1175000.0,-3232000.0,0.0,26755000.0,27000.0,1997000.0,1546000.0,4063000.0,0.0,1059000.0,-223000.0,0.0,-6170000.0,20203000.0,78381000.0,8725000.0,202000.0,202000.0,-3676000.0,-130000.0,12948000.0,0.0,18000.0,50000.0,71000.0,4252000.0,13515260.0,3232000.0,61658000.0,59455000.0,419213.389121,527000.0,0.129707,2775000.0,-484000.0,150883000.0,87297000.0,47506000.0,61658000.0,126530000.0,89225000.0,83455000.0,39085000.0,5488000.0,283000.0,129159000.0,1184000.0,3232000.0,3232000.0,120000.0,151000.0,17288000.0,
2021-12-31,12M,EUR,39832000.0,26632000.0,-115434000.0,18864000.0,-419000.0,949000.0,,13439000.0,0.5,7536000.0,37395000.0,-9748000.0,3104000.0,18804000.0,13491000.0,13491000.0,,13491000.0,5955000.0,-3839000.0,0.0,-95000.0,14167000.0,-8202000.0,2126000.0,5955000.0,18804000.0,70465000.0,3195000.0,,113946000.0,85238000.0,1645000.0,17971000.0,19616000.0,65711000.0,1327000.0,8839000.0,8839000.0,8840000.0,7891000.0,0.0,13439000.0,0.5,6688000.0,0.0,9253000.0,18093000.0,13491000.0,103348078.0,,-2614000.0,15088000.0,8204000.0,-280000.0,-280000.0,3291000.0,1551000.0,27051000.0,193995000.0,64882000.0,1236000.0,1236000.0,40000.0,40000.0,-690000.0,-394000.0,40067000.0,110197000.0,-9383000.0,,3195000.0,360000.0,12487000.0,1459000.0,21761000.0,23220000.0,360000.0,-4221000.0,977000.0,116964000.0,62275078.0,3195000.0,26241000.0,6688000.0,6688000.0,6689000.0,6688000.0,6688000.0,6688000.0,6689000.0,-297000.0,-1394000.0,76000.0,-2869000.0,-3861000.0,-1394000.0,-2940000.0,279000.0,78561000.0,-9441000.0,992000.0,68914000.0,1985000.0,6150000.0,2587000.0,,18010000.0,6618748.783834,17952000.0,55428000.0,9454000.0,178828000.0,14185667.0,,1000.0,1989000.0,1551000.0,,514000.0,19000.0,1000.0,39967000.0,20255000.0,3870000.0,27149000.0,1060000.0,-83000.0,0.0,45291000.0,87000.0,1911000.0,559000.0,8017000.0,0.0,267000.0,-297000.0,0.0,-9451000.0,25060000.0,113946000.0,8839000.0,192000.0,192000.0,-4221000.0,,15449000.0,0.0,76000.0,10000.0,201000.0,3492000.0,14218021.0,83000.0,70465000.0,68914000.0,13748.783834,1328000.0,0.165648,3428000.0,-181000.0,169111000.0,92226000.0,42836000.0,70465000.0,169374000.0,98646000.0,83873000.0,32935000.0,,198000.0,178828000.0,1589000.0,83000.0,83000.0,32354.0,313000.0,19527000.0,
2022-12-31,12M,EUR,33693000.0,23836000.0,-117789000.0,18864000.0,-474000.0,958000.0,958000.0,14130000.0,0.6,13491000.0,38793000.0,-9189000.0,1373000.0,18804000.0,12043000.0,12043000.0,12035000.0,8000.0,-1449000.0,-3044000.0,0.0,,-6449000.0,416000.0,-9077000.0,-1449000.0,18804000.0,77274000.0,0.0,-329000.0,133496000.0,86554000.0,1714000.0,18968000.0,20682000.0,60175000.0,802000.0,8801000.0,9759000.0,9759000.0,8801000.0,0.0,14130000.0,0.6,8437000.0,0.0,11529000.0,21288000.0,12043000.0,80432417.0,348000.0,2253000.0,18010000.0,-3582000.0,21000.0,,3542000.0,827000.0,24310000.0,196406000.0,70127000.0,2290000.0,2290000.0,3000.0,3000.0,-770000.0,-403000.0,43356000.0,118678000.0,-9309000.0,,0.0,12500000.0,12487000.0,-341000.0,22436000.0,22095000.0,12500000.0,-5077000.0,774000.0,122891000.0,46169417.0,-329000.0,29361000.0,8437000.0,8437000.0,8437000.0,8437000.0,8437000.0,8437000.0,8437000.0,-239000.0,2607000.0,-100000.0,6670000.0,7423000.0,2607000.0,-4088000.0,-20000.0,78617000.0,-8950000.0,-753000.0,76447000.0,1682000.0,6304000.0,2131000.0,32000.0,21169000.0,8328329.905834,5607000.0,63718000.0,6409000.0,203623000.0,14095021.0,1000.0,,,827000.0,100000.0,-3060000.0,528000.0,,,28103000.0,3300000.0,22235000.0,1240000.0,-119000.0,0.0,38165000.0,191000.0,,223000.0,9239000.0,0.0,326000.0,-239000.0,-100000.0,-8950000.0,25281000.0,133496000.0,9759000.0,236000.0,236000.0,-5077000.0,-329000.0,14638000.0,0.0,0.0,0.0,264000.0,3806000.0,14218021.0,119000.0,77274000.0,76447000.0,10329.905834,802000.0,0.086806,5856000.0,-391000.0,168753000.0,99710000.0,42777000.0,77274000.0,197214000.0,91479000.0,82199000.0,31304000.0,,-4894000.0,203623000.0,1172000.0,119000.0,119000.0,123000.0,468000.0,26379000.0,
2023-12-31,12M,EUR,33792000.0,16276000.0,-125679000.0,18864000.0,-572000.0,510000.0,510000.0,14004000.0,0.2,12043000.0,39235000.0,-6437000.0,131000.0,18804000.0,12157000.0,12157000.0,12143000.0,14000.0,114000.0,790000.0,0.0,,724000.0,96000.0,1610000.0,114000.0,18804000.0,77462000.0,0.0,-518000.0,102509000.0,85332000.0,131000.0,15713000.0,15844000.0,56317000.0,-241000.0,8641000.0,9151000.0,9151000.0,8641000.0,0.0,14004000.0,0.2,2848000.0,0.0,4709000.0,13860000.0,12157000.0,81507420.0,172000.0,-7187000.0,21432000.0,7315000.0,14000.0,,3187000.0,777000.0,16848000.0,201647000.0,65895000.0,2102000.0,2102000.0,22000.0,22000.0,-1897000.0,-532000.0,42598000.0,115354000.0,-6451000.0,,0.0,5000000.0,12487000.0,0.0,22179000.0,22179000.0,5000000.0,-5999000.0,825000.0,127559000.0,45519420.0,-518000.0,25735000.0,2848000.0,2848000.0,2848000.0,2848000.0,2848000.0,2848000.0,2848000.0,-461000.0,-2181000.0,0.0,-4493000.0,-999000.0,-2181000.0,-2176000.0,-14000.0,75968000.0,-5976000.0,-3494000.0,76685000.0,1881000.0,5941000.0,2080000.0,34000.0,13825000.0,2821400.0,13752000.0,61225000.0,4670000.0,168404000.0,13920312.0,,,,777000.0,,2254000.0,2000.0,,,26190000.0,3800000.0,22366000.0,12133000.0,-35000.0,0.0,38495000.0,48000.0,,78000.0,2607000.0,0.0,277000.0,-461000.0,0.0,-5976000.0,21496000.0,102509000.0,9151000.0,257000.0,257000.0,-5999000.0,-518000.0,11609000.0,0.0,0.0,0.0,542000.0,3729000.0,14218021.0,35000.0,77462000.0,76685000.0,8400.0,-241000.0,0.24,2090000.0,-136000.0,164804000.0,99641000.0,38023000.0,77462000.0,163734000.0,87342000.0,79472000.0,31025000.0,,101000.0,168404000.0,903000.0,35000.0,35000.0,297709.0,202000.0,29015000.0,
