symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InventoriesAdjustmentsAllowances,Inventory,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,WorkInProcess,WorkingCapital
NDT.MI,2019-12-31,12M,EUR,,,,,,,,,,,3468000.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,113000.0,,,1608000.0,,,,-1000.0,,,,,1894000.0,,,,,,,,,,,,,,,,,,,
NDT.MI,2020-12-31,12M,EUR,25571000.0,19252000.0,-108258000.0,17357000.0,-394000.0,25763000.0,4964000.0,17399000.0,7536000.0,7536000.0,7528000.0,7536000.0,17399000.0,61658000.0,67428000.0,1763000.0,16903000.0,18666000.0,50140000.0,0.0,,15198000.0,2203000.0,19646000.0,185479000.0,-407000.0,35145000.0,104200000.0,,12082000.0,3201000.0,25639000.0,28840000.0,1284000.0,112474000.0,35006000.0,77221000.0,59455000.0,2115000.0,6231000.0,2728000.0,,13395260.0,-1000.0,1828000.0,2203000.0,,95000.0,2000.0,3473000.0,35160000.0,1175000.0,26755000.0,1997000.0,1546000.0,0.0,20203000.0,12948000.0,13515260.0,61658000.0,59455000.0,2775000.0,150883000.0,87297000.0,47506000.0,61658000.0,89225000.0,83455000.0,39085000.0,1184000.0,120000.0,151000.0,17288000.0
NDT.MI,2021-12-31,12M,EUR,39832000.0,26632000.0,-115434000.0,18864000.0,-419000.0,37395000.0,3104000.0,18804000.0,13491000.0,13491000.0,,13491000.0,18804000.0,70465000.0,85238000.0,1645000.0,17971000.0,19616000.0,65711000.0,0.0,,15088000.0,1551000.0,27051000.0,193995000.0,-394000.0,40067000.0,110197000.0,,12487000.0,1459000.0,21761000.0,23220000.0,977000.0,116964000.0,26241000.0,78561000.0,68914000.0,1985000.0,6150000.0,2587000.0,,14185667.0,1000.0,1989000.0,1551000.0,,19000.0,1000.0,3870000.0,27149000.0,1060000.0,45291000.0,1911000.0,559000.0,0.0,25060000.0,15449000.0,14218021.0,70465000.0,68914000.0,3428000.0,169111000.0,92226000.0,42836000.0,70465000.0,98646000.0,83873000.0,32935000.0,1589000.0,32354.0,313000.0,19527000.0
NDT.MI,2022-12-31,12M,EUR,33693000.0,23836000.0,-117789000.0,18864000.0,-474000.0,38793000.0,1373000.0,18804000.0,12043000.0,12043000.0,12035000.0,8000.0,18804000.0,77274000.0,86554000.0,1714000.0,18968000.0,20682000.0,60175000.0,0.0,348000.0,18010000.0,827000.0,24310000.0,196406000.0,-403000.0,43356000.0,118678000.0,,12487000.0,-341000.0,22436000.0,22095000.0,774000.0,122891000.0,29361000.0,78617000.0,76447000.0,1682000.0,6304000.0,2131000.0,32000.0,14095021.0,,,827000.0,100000.0,528000.0,,3300000.0,22235000.0,1240000.0,38165000.0,,223000.0,0.0,25281000.0,14638000.0,14218021.0,77274000.0,76447000.0,5856000.0,168753000.0,99710000.0,42777000.0,77274000.0,91479000.0,82199000.0,31304000.0,1172000.0,123000.0,468000.0,26379000.0
NDT.MI,2023-12-31,12M,EUR,33792000.0,16276000.0,-125679000.0,18864000.0,-572000.0,39235000.0,131000.0,18804000.0,12157000.0,12157000.0,12143000.0,14000.0,18804000.0,77462000.0,85332000.0,131000.0,15713000.0,15844000.0,56317000.0,0.0,172000.0,21432000.0,777000.0,16848000.0,201647000.0,-532000.0,42598000.0,115354000.0,,12487000.0,0.0,22179000.0,22179000.0,825000.0,127559000.0,25735000.0,75968000.0,76685000.0,1881000.0,5941000.0,2080000.0,34000.0,13920312.0,,,777000.0,,2000.0,,3800000.0,22366000.0,12133000.0,38495000.0,,78000.0,0.0,21496000.0,11609000.0,14218021.0,77462000.0,76685000.0,2090000.0,164804000.0,99641000.0,38023000.0,77462000.0,87342000.0,79472000.0,31025000.0,903000.0,297709.0,202000.0,29015000.0
