symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,DividendReceivedCFO,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
NDT.MI,2019-12-31,12M,EUR,,,,,,,-863000.0,,,,,,-197000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2000.0,,,,,,,,-197000.0,,,,
NDT.MI,2020-12-31,12M,EUR,,3475000.0,-6393000.0,4061000.0,2023000.0,3000.0,-464000.0,-5729000.0,1271000.0,-2896000.0,4061000.0,0.0,-130000.0,528000.0,8725000.0,8725000.0,0.0,7536000.0,1355000.0,2612000.0,-26000.0,-26000.0,-1045000.0,-6299000.0,0.0,11046000.0,11046000.0,-3676000.0,-130000.0,3536000.0,3536000.0,-223000.0,18000.0,3902000.0,7370000.0,-2417000.0,26000.0,-6120000.0,-3468000.0,9005000.0,,76000.0,27000.0,1059000.0,-223000.0,0.0,-6170000.0,-3676000.0,-130000.0,0.0,18000.0,50000.0,-484000.0
NDT.MI,2021-12-31,12M,EUR,,7536000.0,-9748000.0,5955000.0,-3839000.0,0.0,-95000.0,14167000.0,-8202000.0,2126000.0,5955000.0,3195000.0,,1327000.0,8839000.0,8839000.0,0.0,13491000.0,-2614000.0,8204000.0,-280000.0,-280000.0,-690000.0,-9383000.0,3195000.0,360000.0,360000.0,-4221000.0,3195000.0,6688000.0,6688000.0,-297000.0,76000.0,-2869000.0,-3861000.0,-2940000.0,279000.0,-9441000.0,992000.0,17952000.0,,514000.0,87000.0,267000.0,-297000.0,0.0,-9451000.0,-4221000.0,,0.0,76000.0,10000.0,-181000.0
NDT.MI,2022-12-31,12M,EUR,958000.0,13491000.0,-9189000.0,-1449000.0,-3044000.0,0.0,,-6449000.0,416000.0,-9077000.0,-1449000.0,0.0,-329000.0,802000.0,8801000.0,9759000.0,0.0,12043000.0,2253000.0,-3582000.0,21000.0,,-770000.0,-9309000.0,0.0,12500000.0,12500000.0,-5077000.0,-329000.0,8437000.0,8437000.0,-239000.0,-100000.0,6670000.0,7423000.0,-4088000.0,-20000.0,-8950000.0,-753000.0,5607000.0,1000.0,-3060000.0,191000.0,326000.0,-239000.0,-100000.0,-8950000.0,-5077000.0,-329000.0,0.0,0.0,0.0,-391000.0
NDT.MI,2023-12-31,12M,EUR,510000.0,12043000.0,-6437000.0,114000.0,790000.0,0.0,,724000.0,96000.0,1610000.0,114000.0,0.0,-518000.0,-241000.0,8641000.0,9151000.0,0.0,12157000.0,-7187000.0,7315000.0,14000.0,,-1897000.0,-6451000.0,0.0,5000000.0,5000000.0,-5999000.0,-518000.0,2848000.0,2848000.0,-461000.0,0.0,-4493000.0,-999000.0,-2176000.0,-14000.0,-5976000.0,-3494000.0,13752000.0,,2254000.0,48000.0,277000.0,-461000.0,0.0,-5976000.0,-5999000.0,-518000.0,0.0,0.0,0.0,-136000.0
NDT.MI,2024-03-31,TTM,EUR,,5603000.0,-6741000.0,1000.0,418000.0,0.0,,5275000.0,-6622000.0,-929000.0,1000.0,0.0,-739000.0,-13000.0,8594000.0,9104000.0,0.0,5604000.0,-3817000.0,3832000.0,,,-2261000.0,-6755000.0,0.0,2000000.0,2000000.0,-5675000.0,-739000.0,2212000.0,2212000.0,-1117000.0,0.0,-1437000.0,-3675000.0,,,-5624000.0,2238000.0,10573000.0,,2415000.0,40000.0,301000.0,-1117000.0,0.0,-5624000.0,-5675000.0,-739000.0,0.0,0.0,,-165000.0
