symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherPayable,OtherProperties,OtherReceivables,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkingCapital
POPR.MI,2019-12-31,12M,EUR,,,,,,,,,,439000.0,,,,,,393000.0,,,345000.0,,,,,,,,,,80000.0,,,,,34000.0,,,,,,,,870000.0,,4000.0,,,,,,,,,,,,,,,,,,,,,,
POPR.MI,2020-12-31,12M,EUR,4409000.0,14925000.0,-60658000.0,-4008000.0,,11481000.0,18403000.0,432000.0,432000.0,,18403000.0,28403000.0,253000.0,21140000.0,770000.0,,770000.0,8264000.0,420000.0,2000.0,18933000.0,25892000.0,574000.0,28553000.0,251000.0,860000.0,,10711000.0,150000.0,10861000.0,1111000.0,151000.0,73952000.0,,25892000.0,28401000.0,158000.0,35000.0,1058000.0,4000.0,30490881.0,,109000.0,2000.0,676000.0,25639000.0,2879000.0,6609000.0,356000.0,45000.0,12345000.0,574000.0,1268000.0,30490881.0,28403000.0,28401000.0,2285000.0,48772000.0,28553000.0,11631000.0,28403000.0,20369000.0,27632000.0,12105000.0,1524000.0,12876000.0
POPR.MI,2021-12-31,12M,EUR,5885000.0,16730000.0,-63078000.0,-4353000.0,11782000.0,10737000.0,18403000.0,690000.0,690000.0,,18403000.0,28862000.0,69000.0,23673000.0,812000.0,,812000.0,8630000.0,300000.0,0.0,21083000.0,86559000.0,715000.0,28862000.0,251000.0,610000.0,12287000.0,9925000.0,0.0,9925000.0,861000.0,232000.0,62376000.0,,23481000.0,28862000.0,141000.0,35000.0,723000.0,4000.0,30490881.0,-180000.0,288000.0,,744000.0,45000.0,2967000.0,6812000.0,418000.0,45000.0,0.0,715000.0,1934000.0,30490881.0,28862000.0,28862000.0,2526000.0,48407000.0,28862000.0,10737000.0,28862000.0,19545000.0,24735000.0,10915000.0,183000.0,15043000.0
POPR.MI,2022-12-31,12M,EUR,5014000.0,18108000.0,-65404000.0,-4354000.0,11782000.0,9925000.0,18403000.0,502000.0,502000.0,,18403000.0,30757000.0,241000.0,26133000.0,851000.0,,851000.0,8372000.0,255000.0,217000.0,22462000.0,86834000.0,1293000.0,30757000.0,176000.0,799000.0,12296000.0,9074000.0,,9074000.0,975000.0,232000.0,62480000.0,,21430000.0,30540000.0,217000.0,10000.0,607000.0,80000.0,30490881.0,,267000.0,,608000.0,35000.0,2857000.0,6571000.0,428000.0,0.0,0.0,1293000.0,2409000.0,30490881.0,30757000.0,30540000.0,3373000.0,49052000.0,30757000.0,9925000.0,30757000.0,18295000.0,22919000.0,9923000.0,949000.0,17761000.0
POPR.MI,2023-12-31,12M,EUR,4855000.0,20088000.0,-65357000.0,-4396000.0,12284000.0,9589000.0,18403000.0,433000.0,433000.0,,18403000.0,31335000.0,33000.0,28492000.0,979000.0,,979000.0,8501000.0,,298000.0,24484000.0,85442000.0,1591000.0,31335000.0,176000.0,0.0,12416000.0,8610000.0,,8610000.0,176000.0,467000.0,60617000.0,,20085000.0,31037000.0,249000.0,6000.0,396000.0,1000.0,30490881.0,,306000.0,298000.0,740000.0,92000.0,6049000.0,7069000.0,147000.0,81000.0,0.0,1591000.0,1493000.0,30490881.0,31335000.0,31037000.0,250000.0,49315000.0,31335000.0,9589000.0,31335000.0,17980000.0,20823000.0,9479000.0,1474000.0,19991000.0
