symbol,asOfDate,periodType,currencyCode,NetIncome
POPR.MI,2022-12-31,3M,EUR,1001000.0
POPR.MI,2023-03-31,3M,EUR,277000.0
POPR.MI,2023-06-30,3M,EUR,764000.0
POPR.MI,2023-09-30,3M,EUR,337000.0
POPR.MI,2023-12-31,3M,EUR,115000.0
POPR.MI,2024-03-31,TTM,EUR,1561000.0
