asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,IssuanceOfCapitalStock,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentInsideChangeinCash,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfInvestment,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,6713000.0,,,,,,,,,,,,,,,,,,,,,-26271000.0,,,,,3373000.0,49465000.0,52838000.0,,,31595000.0,,,,,,,,,,,,,,,,,,-5410000.0,,,,,,,,,,,,-1983000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-857000.0,,,,,,,-15676000.0,,,,,,,,,,,,,,,,,,861000.0,,,,,,,,,,18509000.0,,,,-112922000.0,-857000.0,,-15676000.0,,,,,652000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2601000.0
2020-12-31,12M,EUR,54572000.0,76892000.0,-195606000.0,55607000.0,-4967000.0,7241000.0,,131531000.0,128737000.0,42199000.0,1.619,248112000.0,-29475000.0,,32757000.0,100167000.0,123066000.0,431367000.0,-83999000.0,123066000.0,-125046000.0,-912000.0,12471000.0,5716000.0,-3402000.0,13873000.0,-122740000.0,100167000.0,,1330364000.0,0.0,164119000.0,740306000.0,4762000.0,52886000.0,57648000.0,243333000.0,1608000.0,37328000.0,37328000.0,16770000.0,9529000.0,42199000.0,1.616,68315000.0,2561000.0,85212000.0,122540000.0,-2306000.0,123066000.0,892736329.0,126132000.0,-126900000.0,18855000.0,59325000.0,-1442000.0,,250723000.0,553555000.0,81859000.0,355463000.0,167110000.0,539000.0,6056000.0,15697000.0,15697000.0,52000.0,52000.0,,54000.0,46974000.0,1438305000.0,-84640000.0,7632000.0,254869000.0,183749000.0,0.0,27995000.0,55055000.0,83050000.0,183749000.0,64175000.0,207500000.0,1236944329.0,193766000.0,-35159000.0,2896000.0,0.0,,68315000.0,68315000.0,98318000.0,5156000.0,68315000.0,63159000.0,76946000.0,103474000.0,-684000.0,-16318000.0,-187524000.0,-16318000.0,-42901000.0,129463000.0,159857000.0,-28791000.0,776809000.0,18177000.0,4004000.0,12007000.0,1130000.0,148003000.0,82510880.0,88800000.0,70103000.0,97007000.0,331229000.0,42216530.0,,3138000.0,302832000.0,273000.0,2015000.0,,16174000.0,30167000.0,41307000.0,29452000.0,308301000.0,-1302000.0,0.0,116891000.0,1421000.0,,2864000.0,69515000.0,106656000.0,-227988000.0,-684000.0,-227988000.0,-28791000.0,25246000.0,164119000.0,37328000.0,4345000.0,167000.0,1187705000.0,40464000.0,42500000.0,-25463000.0,1330364000.0,776809000.0,-6111120.0,-28803000.0,0.24,20687000.0,-19598000.0,1945029000.0,1385419000.0,140698000.0,1524130000.0,234222000.0,420899000.0,1204723000.0,177566000.0,58454000.0,673000.0,331229000.0,32152000.0,-25463000.0,-25463000.0,14330000.0,283470.0,6620000.0,2873000.0,496973000.0,20709000.0
2021-12-31,12M,EUR,53932000.0,129875000.0,-150700000.0,55607000.0,-4018000.0,8512000.0,,56000.0,131515000.0,42273000.0,3.305,123066000.0,-42639000.0,,43079000.0,100167000.0,135406000.0,458764000.0,-39884000.0,135406000.0,12340000.0,-8806000.0,21578000.0,7897000.0,-66627000.0,-45958000.0,11627000.0,100167000.0,-39884000.0,1459602000.0,752000.0,233482000.0,697031000.0,5180000.0,70081000.0,75261000.0,230484000.0,4748000.0,25370000.0,25370000.0,24999000.0,16487000.0,42273000.0,3.305,139697000.0,5307000.0,181365000.0,206735000.0,713000.0,135406000.0,1047381225.0,191410000.0,-47390000.0,256000.0,29318000.0,-9349000.0,,245206000.0,553301000.0,133893000.0,333986000.0,263924000.0,151000.0,350000.0,8504000.0,8504000.0,140000.0,140000.0,,519000.0,26767000.0,1561103000.0,-12940000.0,5389000.0,322925000.0,208646000.0,752000.0,37899000.0,31420000.0,69319000.0,208646000.0,27961000.0,177337000.0,1374195225.0,178256000.0,-24824000.0,4627000.0,752000.0,,139697000.0,139697000.0,124084000.0,40437000.0,139697000.0,99260000.0,172861000.0,164521000.0,-6247000.0,-9812000.0,-219690000.0,-9812000.0,-8258000.0,244762000.0,183286000.0,-36392000.0,906301000.0,12104000.0,7285000.0,8176000.0,1929000.0,206007000.0,98737423.17816,71957000.0,111727000.0,152197000.0,497406000.0,42282930.0,,11916000.0,308095000.0,-6224000.0,1878000.0,,19019000.0,35238000.0,51605000.0,42290000.0,323358000.0,-1078000.0,0.0,131388000.0,-18060000.0,,10355000.0,172861000.0,105044000.0,,-6247000.0,-219690000.0,-36392000.0,25990000.0,233482000.0,25370000.0,6079000.0,,1296709000.0,,42500000.0,728000.0,1459602000.0,906301000.0,205423.17816,48777000.0,0.282175,28773000.0,-29398000.0,1997167000.0,1491022000.0,144580000.0,1637858000.0,345209000.0,359309000.0,1300136000.0,128825000.0,145175000.0,1448000.0,497406000.0,42218000.0,728000.0,728000.0,16084000.0,217070.0,5166000.0,521000.0,466547000.0,5150000.0
2022-12-31,12M,EUR,72713000.0,205636000.0,-174643000.0,55607000.0,-4773000.0,10733000.0,32034000.0,,174738000.0,42283000.0,0.498,135406000.0,-43363000.0,-43363000.0,45381000.0,100167000.0,101641000.0,244758000.0,-80196000.0,101641000.0,-33765000.0,-16658000.0,25037000.0,20998000.0,-77537000.0,-48160000.0,-32177000.0,100167000.0,-80196000.0,1426754000.0,1020000.0,296605000.0,579250000.0,5693000.0,127830000.0,133523000.0,283567000.0,4468000.0,32034000.0,32034000.0,32318000.0,21585000.0,42283000.0,0.498,21053000.0,5070000.0,88630000.0,120948000.0,-1588000.0,101641000.0,956783861.0,215404000.0,63782000.0,13618000.0,-121372000.0,-1737000.0,,301586000.0,607525000.0,210409000.0,395202000.0,191411000.0,688000.0,-124000.0,44154000.0,44154000.0,108000.0,108000.0,,3741000.0,58015000.0,1528762000.0,-17983000.0,4954000.0,390142000.0,257191000.0,1020000.0,45381000.0,102008000.0,147389000.0,257191000.0,23697000.0,197481000.0,1080328861.0,183316000.0,-15370000.0,110000.0,1020000.0,367000.0,21053000.0,21053000.0,36461000.0,-38000.0,21053000.0,21091000.0,44476000.0,36423000.0,-8484000.0,-45457000.0,-12485000.0,-45457000.0,142958000.0,37755000.0,220559000.0,-34879000.0,819229000.0,11898000.0,9500000.0,6806000.0,1732000.0,120658000.0,20853260.769853,-78009000.0,126855000.0,64556000.0,488016000.0,42282930.0,33000.0,9788000.0,305939000.0,-6948000.0,2143000.0,,17650000.0,40091000.0,66514000.0,22613000.0,143117000.0,-166000.0,0.0,125677000.0,-7060000.0,,3846000.0,44476000.0,131207000.0,,-8484000.0,-206493000.0,-34879000.0,40998000.0,296605000.0,32034000.0,6449000.0,,1264758000.0,194008000.0,42500000.0,290000.0,1426754000.0,819229000.0,52260.769853,8015000.0,0.18021,43694000.0,-74706000.0,2086651000.0,1528762000.0,147389000.0,1610070000.0,423460000.0,476581000.0,1507401000.0,193014000.0,22699000.0,1411000.0,488016000.0,12873000.0,290000.0,290000.0,5622000.0,217070.0,5166000.0,3399000.0,295683000.0,
2023-12-31,12M,EUR,70727000.0,256531000.0,-197859000.0,55607000.0,-5776000.0,10664000.0,43161000.0,74643000.0,182621000.0,42283175.0,1.575,101641000.0,-75833000.0,-75833000.0,58878000.0,100167000.0,121915000.0,292796000.0,-41898000.0,121915000.0,20274000.0,9029000.0,28568000.0,3665000.0,-49193000.0,-7931000.0,21067000.0,100167000.0,-41898000.0,1499291000.0,1533000.0,342297000.0,726487000.0,,,,310464000.0,3795000.0,,43161000.0,37400000.0,26736000.0,42283175.0,1.575,66596000.0,4032000.0,135596000.0,178757000.0,-793000.0,121915000.0,1263776307.0,241820000.0,-8114000.0,15074000.0,-4377000.0,-45840000.0,,287980000.0,617173000.0,262307000.0,474325000.0,248654000.0,205000.0,5647000.0,31594000.0,31594000.0,1012000.0,1012000.0,-4895000.0,,49406000.0,1617663000.0,-42275000.0,15913000.0,424441000.0,152445000.0,1533000.0,58878000.0,118372000.0,177250000.0,152445000.0,23019000.0,219963000.0,1173351307.0,192624000.0,-18083000.0,-189000.0,1533000.0,,66596000.0,66596000.0,84679000.0,,66596000.0,66596000.0,104002000.0,84679000.0,,-31321000.0,-87804000.0,-31321000.0,32251000.0,121551000.0,276466000.0,,882118000.0,11582000.0,18894000.0,8533000.0,2558000.0,184387000.0,71179976.942751,71456000.0,164554000.0,84100000.0,590951000.0,42282930.0,,9992000.0,329193000.0,-1199000.0,1562000.0,,30275000.0,33062000.0,82445000.0,17822000.0,170881000.0,-17000.0,0.0,115117000.0,316000.0,,3576000.0,104002000.0,171917000.0,,,-87804000.0,,32683000.0,342297000.0,43161000.0,9431000.0,,1305985000.0,,42500000.0,-5630000.0,1499291000.0,882118000.0,-1046023.057249,19323000.0,0.185795,31508000.0,-7621000.0,2239655000.0,1617663000.0,177250000.0,1691915000.0,506851000.0,547740000.0,1513168000.0,237276000.0,56118000.0,739000.0,590951000.0,11328000.0,-5630000.0,-5630000.0,9580000.0,217070.0,5166000.0,1649000.0,416023000.0,
