symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
ITM.MI,2019-12-31,12M,EUR,,,,,,6713000.0,,,,,,,,,,3373000.0,49465000.0,52838000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861000.0,,,,,,18509000.0,,,,,,,,,,,,,,,,,,,,,
ITM.MI,2020-12-31,12M,EUR,54572000.0,76892000.0,-195606000.0,55607000.0,-4967000.0,131531000.0,128737000.0,32757000.0,100167000.0,123066000.0,431367000.0,123066000.0,100167000.0,1330364000.0,740306000.0,4762000.0,52886000.0,57648000.0,243333000.0,1608000.0,126132000.0,18855000.0,250723000.0,553555000.0,81859000.0,355463000.0,539000.0,46974000.0,1438305000.0,7632000.0,254869000.0,183749000.0,27995000.0,55055000.0,83050000.0,183749000.0,64175000.0,207500000.0,193766000.0,,159857000.0,776809000.0,18177000.0,4004000.0,12007000.0,1130000.0,42216530.0,3138000.0,302832000.0,2015000.0,,30167000.0,41307000.0,29452000.0,308301000.0,116891000.0,,2864000.0,106656000.0,25246000.0,1187705000.0,42500000.0,1330364000.0,776809000.0,20687000.0,1945029000.0,1385419000.0,140698000.0,1524130000.0,420899000.0,1204723000.0,177566000.0,32152000.0,14330000.0,283470.0,6620000.0,2873000.0,496973000.0
ITM.MI,2021-12-31,12M,EUR,53932000.0,129875000.0,-150700000.0,55607000.0,-4018000.0,56000.0,131515000.0,43079000.0,100167000.0,135406000.0,458764000.0,135406000.0,100167000.0,1459602000.0,697031000.0,5180000.0,70081000.0,75261000.0,230484000.0,4748000.0,191410000.0,256000.0,245206000.0,553301000.0,133893000.0,333986000.0,151000.0,26767000.0,1561103000.0,5389000.0,322925000.0,208646000.0,37899000.0,31420000.0,69319000.0,208646000.0,27961000.0,177337000.0,178256000.0,,183286000.0,906301000.0,12104000.0,7285000.0,8176000.0,1929000.0,42282930.0,11916000.0,308095000.0,1878000.0,,35238000.0,51605000.0,42290000.0,323358000.0,131388000.0,,10355000.0,105044000.0,25990000.0,1296709000.0,42500000.0,1459602000.0,906301000.0,28773000.0,1997167000.0,1491022000.0,144580000.0,1637858000.0,359309000.0,1300136000.0,128825000.0,42218000.0,16084000.0,217070.0,5166000.0,521000.0,466547000.0
ITM.MI,2022-12-31,12M,EUR,72713000.0,205636000.0,-174643000.0,55607000.0,-4773000.0,,174738000.0,45381000.0,100167000.0,101641000.0,244758000.0,101641000.0,100167000.0,1426754000.0,579250000.0,5693000.0,127830000.0,133523000.0,283567000.0,4468000.0,215404000.0,13618000.0,301586000.0,607525000.0,210409000.0,395202000.0,688000.0,58015000.0,1528762000.0,4954000.0,390142000.0,257191000.0,45381000.0,102008000.0,147389000.0,257191000.0,23697000.0,197481000.0,183316000.0,367000.0,220559000.0,819229000.0,11898000.0,9500000.0,6806000.0,1732000.0,42282930.0,9788000.0,305939000.0,2143000.0,,40091000.0,66514000.0,22613000.0,143117000.0,125677000.0,,3846000.0,131207000.0,40998000.0,1264758000.0,42500000.0,1426754000.0,819229000.0,43694000.0,2086651000.0,1528762000.0,147389000.0,1610070000.0,476581000.0,1507401000.0,193014000.0,12873000.0,5622000.0,217070.0,5166000.0,3399000.0,295683000.0
ITM.MI,2023-12-31,12M,EUR,70727000.0,256531000.0,-197859000.0,55607000.0,-5776000.0,74643000.0,182621000.0,58878000.0,100167000.0,121915000.0,292796000.0,121915000.0,100167000.0,1499291000.0,726487000.0,,,,310464000.0,3795000.0,241820000.0,15074000.0,287980000.0,617173000.0,262307000.0,474325000.0,205000.0,49406000.0,1617663000.0,15913000.0,424441000.0,152445000.0,58878000.0,118372000.0,177250000.0,152445000.0,23019000.0,219963000.0,192624000.0,,276466000.0,882118000.0,11582000.0,18894000.0,8533000.0,2558000.0,42282930.0,9992000.0,329193000.0,1562000.0,,33062000.0,82445000.0,17822000.0,170881000.0,115117000.0,,3576000.0,171917000.0,32683000.0,1305985000.0,42500000.0,1499291000.0,882118000.0,31508000.0,2239655000.0,1617663000.0,177250000.0,1691915000.0,547740000.0,1513168000.0,237276000.0,11328000.0,9580000.0,217070.0,5166000.0,1649000.0,416023000.0
