asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInPrepaidAssets,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFF,InterestPaidCFO,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,ResearchAndDevelopment,RetainedEarnings,SaleOfInvestment,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,9657485.0,0.175705,,,,,,,,,,,18594.0,,49357.0,,-502159.0,,,,,,,,0.0,,,,,,209334.0,,2307192.0,2307192.0,,,,9657485.0,0.175705,,,,,,,,,,2421203.0,,,,,,,,,,,-212038.0,,,,,33829.0,,425865.0,,,,425865.0,-1569274.0,,403000.0,,,,,,,,,,,,,,,-3287433.0,,402149.0,,,,,,,,-671005.0,,,,,,,,,,,,,,9600000.0,,,1011910.0,,,,-9205960.0,,,,,,,,,,,,,-3287433.0,0.0,,,,436148.0,-1569274.0,,1485498.0,,402149.0,383111.0,2804314.0,9600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,7075967.0,7579392.0,-2331513.0,3008300.0,,2623042.0,,0.097373,3751788.0,,-3819999.0,471587.0,1597880.0,3213950.0,3213950.0,3.0,3211401.0,2549.0,1075283.0,-537838.0,48976.0,359715.0,-241097.0,-1562644.0,-77545.0,-537838.0,1597880.0,5006366.0,31680.0,-32125.0,5281412.0,6149647.0,12299516.0,113274.0,2777866.0,2891140.0,204760.0,10970200.0,2736051.0,2736051.0,2736051.0,113009.0,8674.0,,0.097373,940383.0,1765538.0,4501589.0,-4840.0,3213950.0,35576651.0,,-405502.0,-836.0,1387778.0,0.0,4065230.0,,6557024.0,12278471.0,250462.0,250462.0,1217.0,1217.0,,-180613.0,12081819.0,-3951499.0,8827.0,153500.0,,31680.0,500000.0,358313.0,4297587.0,4655900.0,500000.0,-149131.0,153500.0,,0.0,33600000.0,29819.0,13727.0,,-445.0,3861503.0,940383.0,940383.0,926656.0,940383.0,940383.0,1763991.0,926656.0,-3730850.0,-249245.0,-131500.0,-450858.0,350869.0,-249245.0,45801.0,,6557024.0,-89149.0,-801727.0,941136.0,,,410931.0,32636.0,1492477.0,,4551533.0,970929.921253,3819163.0,10079733.0,2198738.0,18428118.0,,4840.0,1506174.0,,4065230.0,367708.0,652187.0,1806316.0,346399.0,428275.0,1275612.0,1248615.0,,0.0,8070004.0,345770.0,1515076.0,0.0,377496.0,,-3730850.0,-131500.0,-89149.0,6149647.0,2736051.0,352190.0,-149131.0,-32125.0,1765243.0,-4257536.0,0.0,616931.0,2004709.0,,-49944.0,5006366.0,941136.0,-19397.078747,588420.0,0.388377,909747.0,-686464.0,23993714.0,9303953.0,7547040.0,5036185.0,16229380.0,18957529.0,11694199.0,7987329.0,123203.0,18428118.0,565762.0,-49944.0,-49944.0,,32125.0,1329316.0,49944.0
2021-12-31,12M,EUR,8562312.0,8416409.0,,5645056.0,,3091117.0,7941040.0,0.225987,3213950.0,375055.0,-4060691.0,684652.0,1769553.0,5847798.0,5847798.0,-2305.0,5845261.0,2537.0,166738.0,2633849.0,207066.0,899160.0,,-2505028.0,-1398802.0,2951980.0,1769553.0,7708960.0,2808429.0,-455529.0,3862443.0,15594864.0,16744851.0,193922.0,2457565.0,2651487.0,192178.0,12329179.0,3551011.0,3551011.0,3546518.0,455401.0,1859.0,7941040.0,0.225987,1794570.0,2176717.0,5723235.0,-318131.0,5847798.0,99417875.0,0.0,3323685.0,-371705.0,,0.0,10994602.0,,1401386.0,5885137.0,176955.0,176955.0,45159.0,45159.0,-295744.0,-143936.0,16185927.0,-4060691.0,3827.0,153500.0,,2808429.0,4018780.0,490730.0,6019402.0,6510132.0,4018780.0,-1874045.0,153500.0,,,97882772.0,670.0,20946.0,0.0,2352900.0,2629169.0,1794570.0,1794570.0,1773625.0,1794570.0,1794570.0,1999762.0,1773625.0,-3924318.0,-250585.0,5000.0,1401515.0,1401515.0,-250585.0,52018.0,,1401386.0,-4060691.0,-838538.0,-3285642.0,,1780793.0,702195.0,21869.0,1718122.0,230532.0,5785031.0,1849377.987401,3688986.0,3883537.0,2001600.0,21480001.0,7941040.0,-1.0,38066.0,,10994602.0,250585.0,246288.0,23424.0,337019.0,575361.0,1026331.0,2480644.0,,0.0,9102238.0,43089.0,1999762.0,0.0,-18805.0,0.0,-3924318.0,0.0,-4060691.0,15594864.0,3546518.0,319958.0,-1874045.0,-455529.0,,-3554550.0,5000.0,,,8022525.0,-61796.0,7708960.0,-3285642.0,-6988.012599,226137.0,0.113082,1590493.0,-690271.0,30093149.0,13728362.0,9161619.0,7709630.0,19478401.0,22383519.0,13348298.0,10054340.0,118789.0,21480001.0,539926.0,-61796.0,-61796.0,81485.0,487654.0,4415672.0,61796.0
2022-12-31,12M,EUR,7313790.0,8750949.0,,8554460.0,-642595.0,2726445.0,8675446.0,0.055953,5847798.0,597943.0,-6812964.0,1004742.0,1913570.0,2591489.0,2591489.0,,2591489.0,0.0,,-3256309.0,285230.0,662250.0,,-658708.0,288772.0,-3006819.0,1913570.0,11636680.0,2591597.0,-268403.0,4624041.0,20160442.0,14858881.0,316476.0,4362202.0,4678678.0,,16378109.0,,,3249196.0,522751.0,0.0,8675446.0,0.055953,485417.0,801866.0,4051062.0,-249490.0,2591489.0,80812527.0,39229.0,6859744.0,-2328927.0,,7735780.0,28007470.0,9393544.0,1577876.0,4462361.0,170680.0,170680.0,6813.0,6813.0,-364733.0,,27686903.0,-14350600.0,43865.0,1000.0,,2591597.0,,688266.0,11688021.0,12376287.0,,,1000.0,,,78900213.0,12578.0,-5501.0,-7537636.0,2323194.0,13458734.0,485417.0,485417.0,490918.0,485417.0,485417.0,746543.0,490918.0,,-360929.0,,5146148.0,5146148.0,-360929.0,3807.0,-1.0,1577876.0,-6812964.0,,-16370790.0,10299.0,2038910.0,832056.0,1207660.0,1814557.0,54164.0,4050925.0,485334.526,4484037.0,3659328.0,803033.0,24622803.0,8675446.0,1.0,67758.0,,20271690.0,360926.0,3150335.0,17.0,410132.0,2285103.0,979933.0,3516443.0,-137.0,0.0,10229787.0,22089.0,631186.0,0.0,0.0,-7537636.0,,,-6812964.0,20160442.0,3249196.0,,,-268403.0,,-4489824.0,,,,8680475.0,137.0,11636680.0,-16370790.0,54.526,140268.0,0.398,2064615.0,-46043.0,45464798.0,23324701.0,17054965.0,11649258.0,23819770.0,33815540.0,30605916.0,17437431.0,197062.0,24622803.0,630894.0,137.0,137.0,5029.0,,-1519228.0,0.0
2023-12-31,12M,EUR,7502947.0,8001751.0,,8554460.0,-1563310.0,3700266.0,,,2591489.0,570204.0,-7446579.0,1313227.0,1913570.0,776203.0,776203.0,,773828.0,2375.0,,-1815286.0,,1018385.0,,-454904.0,912330.0,-1953160.0,1913570.0,6547723.0,0.0,-164630.0,,25640926.0,12662664.0,479733.0,6519372.0,6999105.0,,19978486.0,,,4341188.0,640922.0,95781.0,,,-5103997.0,-5040632.0,-699444.0,137873.0,776203.0,49882167.0,0.0,3875624.0,-5813981.0,,7768504.0,31216616.0,9565061.0,1474121.0,863632.0,584119.0,584119.0,309423.0,309423.0,-1369510.0,,26852634.0,-7461382.0,43865.0,1000.0,,0.0,,833494.0,13785539.0,14619033.0,,,1000.0,,,31811882.0,0.0,0.0,0.0,-164630.0,19528708.0,-5103997.0,-5103997.0,-5103997.0,-5103997.0,-5103997.0,-5624751.0,-5103997.0,,-779454.0,-14803.0,4997770.0,4997770.0,-779454.0,846591.0,,1474121.0,-7446579.0,,-24668893.0,0.0,2347283.0,1293927.0,1118612.0,2018060.0,,221271.0,-4325072.11,1632598.0,4484552.0,-3620920.0,26504558.0,8649290.0,1.0,,,23448112.0,1083116.0,,,351362.0,2576229.0,903917.0,1177746.0,,0.0,10685420.0,0.0,-5624751.0,0.0,920715.0,0.0,,-14803.0,-7446579.0,25640926.0,4341188.0,,,-164630.0,,-10116554.0,,,,8675445.0,-920715.0,6547723.0,-24668893.0,-141790.11,-520754.0,0.154,2706964.0,0.0,46724978.0,20333262.0,21618138.0,6547723.0,30125478.0,40177255.0,34062313.0,20198769.0,504758.0,26504558.0,606244.0,-920715.0,-920715.0,26155.0,,-7315822.0,920715.0
