symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinSubsidiariesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkingCapital
DOX.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,0.0,,,,,209334.0,,,,,,,,,,,33829.0,,,,,403000.0,,,,,,,,,,,,9600000.0,,1011910.0,,,-9205960.0,,,,,,,,9600000.0,,,,,,,,,,,,,,
DOX.MI,2020-12-31,12M,EUR,7075967.0,7579392.0,-2331513.0,3008300.0,,,471587.0,1597880.0,3213950.0,3213950.0,3211401.0,2549.0,1597880.0,5006366.0,5281412.0,12299516.0,113274.0,2777866.0,2891140.0,204760.0,10970200.0,8674.0,,0.0,4065230.0,,6557024.0,12081819.0,8827.0,153500.0,,358313.0,4297587.0,4655900.0,153500.0,,0.0,29819.0,3861503.0,6557024.0,941136.0,,,410931.0,32636.0,1492477.0,,,1506174.0,,4065230.0,652187.0,1806316.0,428275.0,1275612.0,1248615.0,8070004.0,345770.0,0.0,-4257536.0,,5006366.0,941136.0,909747.0,23993714.0,9303953.0,7547040.0,5036185.0,18957529.0,11694199.0,7987329.0,565762.0,,32125.0,1329316.0
DOX.MI,2021-12-31,12M,EUR,8562312.0,8416409.0,,5645056.0,,375055.0,684652.0,1769553.0,5847798.0,5847798.0,5845261.0,2537.0,1769553.0,7708960.0,3862443.0,16744851.0,193922.0,2457565.0,2651487.0,192178.0,12329179.0,1859.0,0.0,0.0,10994602.0,,1401386.0,16185927.0,3827.0,153500.0,,490730.0,6019402.0,6510132.0,153500.0,,,670.0,2629169.0,1401386.0,-3285642.0,,1780793.0,702195.0,21869.0,1718122.0,230532.0,7941040.0,38066.0,,10994602.0,246288.0,23424.0,575361.0,1026331.0,2480644.0,9102238.0,43089.0,0.0,-3554550.0,8022525.0,7708960.0,-3285642.0,1590493.0,30093149.0,13728362.0,9161619.0,7709630.0,22383519.0,13348298.0,10054340.0,539926.0,81485.0,487654.0,4415672.0
DOX.MI,2022-12-31,12M,EUR,7313790.0,8750949.0,,8554460.0,-642595.0,597943.0,1004742.0,1913570.0,2591489.0,2591489.0,2591489.0,0.0,1913570.0,11636680.0,4624041.0,14858881.0,316476.0,4362202.0,4678678.0,,16378109.0,0.0,39229.0,7735780.0,28007470.0,9393544.0,1577876.0,27686903.0,43865.0,1000.0,,688266.0,11688021.0,12376287.0,1000.0,,,12578.0,13458734.0,1577876.0,-16370790.0,10299.0,2038910.0,832056.0,1207660.0,1814557.0,54164.0,8675446.0,67758.0,,20271690.0,3150335.0,17.0,2285103.0,979933.0,3516443.0,10229787.0,22089.0,0.0,-4489824.0,8680475.0,11636680.0,-16370790.0,2064615.0,45464798.0,23324701.0,17054965.0,11649258.0,33815540.0,30605916.0,17437431.0,630894.0,5029.0,,-1519228.0
DOX.MI,2023-12-31,12M,EUR,7502947.0,8001751.0,,8554460.0,-1563310.0,570204.0,1313227.0,1913570.0,776203.0,776203.0,773828.0,2375.0,1913570.0,6547723.0,,12662664.0,479733.0,6519372.0,6999105.0,,19978486.0,95781.0,0.0,7768504.0,31216616.0,9565061.0,1474121.0,26852634.0,43865.0,1000.0,,833494.0,13785539.0,14619033.0,1000.0,,,0.0,19528708.0,1474121.0,-24668893.0,0.0,2347283.0,1293927.0,1118612.0,2018060.0,,8649290.0,,,23448112.0,,,2576229.0,903917.0,1177746.0,10685420.0,0.0,0.0,-10116554.0,8675445.0,6547723.0,-24668893.0,2706964.0,46724978.0,20333262.0,21618138.0,6547723.0,40177255.0,34062313.0,20198769.0,606244.0,26155.0,,-7315822.0
