symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
AUTME.MI,2019-12-31,TTM,EUR,,4375000.0,3.8,,,,4375000.0,3.8,,,,,,,,,,,,,,,,,,,,,,-12889000.0,,,,,,,,,,,,,,,,,
AUTME.MI,2022-06-30,TTM,EUR,50000.0,,,25147000.0,487000.0,437000.0,,,24960000.0,39861000.0,40348000.0,45508000.0,3405000.0,3405000.0,271000.0,271000.0,24960000.0,24960000.0,24960000.0,24960000.0,24960000.0,24960000.0,-3134000.0,-3134000.0,41812000.0,25962343.647136,4454000.0,41054000.0,70655000.0,,1120000.0,0.0,36456000.0,25147000.0,486000.0,362000.0,362000.0,-1464000.0,-461656.352864,11496000.0,0.315339,29601000.0,39590000.0,70655000.0,-1464000.0,-1464000.0,
AUTME.MI,2023-06-30,TTM,EUR,,4375000.0,-0.21,,,,4375000.0,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUTME.MI,2023-12-31,TTM,EUR,17000.0,4375000.0,0.33,1202000.0,17000.0,0.0,4375000.0,0.33,1451000.0,3548000.0,3565000.0,-1202000.0,168000.0,168000.0,698000.0,698000.0,1451000.0,1451000.0,1451000.0,1451000.0,1451000.0,1451000.0,530000.0,530000.0,4518000.0,2175280.0,-5005000.0,3803000.0,0.0,,521000.0,0.0,3380000.0,1202000.0,17000.0,4000.0,4000.0,-953000.0,-228720.0,1929000.0,0.24,-3803000.0,2850000.0,0.0,-953000.0,-953000.0,953000.0
AUTME.MI,2024-03-31,3M,EUR,,4375000.0,0.0224,,,,4375000.0,0.0224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
