symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,DeferredTax,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InvestingCashFlow,IssuanceOfDebt,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetIssuancePaymentsOfDebt,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,SaleOfPPE,ShortTermDebtIssuance,ShortTermDebtPayments
AUTME.MI,2019-12-31,12M,EUR,,,-1516000.0,-6520000.0,,,,,-6520000.0,,,,9000.0,,,,182000.0,,0.0,,,,0.0,,9000.0,,0.0,,,,,,0.0,,0.0,0.0
AUTME.MI,2019-12-31,TTM,EUR,,,,-6520000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUTME.MI,2020-06-30,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,330000.0,,,,,,,,,,,
AUTME.MI,2020-12-31,12M,EUR,,37343000.0,-1842000.0,,-33002000.0,1000.0,1000.0,-33002000.0,0.0,1302000.0,643000.0,643000.0,,4341000.0,-33357000.0,355000.0,-1000.0,-1842000.0,0.0,4030000.0,4030000.0,-93000.0,0.0,-33357000.0,,-1749000.0,0.0,2197000.0,275000.0,-4203000.0,-93000.0,-1749000.0,0.0,,0.0,0.0
AUTME.MI,2021-12-31,12M,EUR,,4341000.0,-3253000.0,-2174000.0,14025000.0,5343000.0,5343000.0,14025000.0,,354000.0,664000.0,664000.0,,18366000.0,572000.0,13203000.0,,-3003000.0,,16023000.0,16023000.0,-50000.0,,2746000.0,,-2953000.0,,16456000.0,-5546000.0,-486000.0,-50000.0,-3203000.0,,250000.0,,
AUTME.MI,2022-06-30,TTM,EUR,,7918000.0,,-7826000.0,144035000.0,-15188000.0,-15188000.0,144035000.0,,,486000.0,486000.0,,151953000.0,157484000.0,-16504000.0,,3694000.0,,24960000.0,24960000.0,,,165310000.0,,3704000.0,,-17143000.0,,-9283000.0,,,,,,
AUTME.MI,2022-12-31,12M,EUR,180000.0,18366000.0,,-146948000.0,7297000.0,-21377000.0,-21377000.0,7297000.0,,4880000.0,180000.0,180000.0,,25663000.0,27658000.0,-23277000.0,-1367000.0,2916000.0,0.0,15839000.0,15839000.0,0.0,0.0,174606000.0,,2916000.0,0.0,-23277000.0,-11307000.0,-9462000.0,0.0,0.0,0.0,2916000.0,0.0,0.0
AUTME.MI,2023-12-31,12M,EUR,17000.0,25663000.0,,-15190000.0,3566000.0,-3586000.0,-3764000.0,3566000.0,,178000.0,17000.0,17000.0,,29229000.0,11367000.0,-7801000.0,,0.0,,1451000.0,1451000.0,0.0,,26557000.0,,0.0,,-7801000.0,-6532000.0,705000.0,0.0,0.0,,0.0,,
AUTME.MI,2023-12-31,TTM,EUR,17000.0,25663000.0,,-15190000.0,3566000.0,-3764000.0,-3764000.0,3566000.0,,178000.0,17000.0,17000.0,,29229000.0,11367000.0,-7801000.0,,0.0,,1451000.0,1451000.0,0.0,,26557000.0,,0.0,,-7801000.0,-6532000.0,705000.0,0.0,0.0,,0.0,,
