asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsPayable,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,EnterprisesValueRevenueRatio,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,IssuanceOfDebt,LandAndImprovements,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetIssuancePaymentsOfDebt,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RetainedEarnings,SaleOfPPE,ShareIssued,ShortTermDebtIssuance,ShortTermDebtPayments,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradingSecurities,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,-14297000.0,,,,,,,,9167000.0,-1516000.0,,,,-6520000.0,,,,,,,,-6520000.0,,,,245934000.0,245934000.0,,,,,,,,,,,,,,9000.0,,,,-0.594154,,,182000.0,,,17647000.0,,,,,,399000.0,,,,,1000.0,0.0,1266000.0,1000.0,,2068000.0,,208591000.0,,,,0.0,,,,,,,0.0,,,9000.0,3350000.0,,0.0,,,,,,,,,,,,42000.0,,,-12889000.0,,,7214000.0,604000.0,,-1000.0,,,360000.0,,0.0,,,,399000.0,,,,,0.0,,,,0.0,0.0,,,,,,,,,,245934000.0,,,,,,,,,,,1000.0,,
2020-12-31,12M,EUR,30090000.0,11735000.0,-14863000.0,-5292000.0,73000.0,,186000.0,4375000.0,0.92,37343000.0,9173000.0,-1842000.0,9056000.0,4341000.0,447831000.0,,4039000.0,302000.0,-33002000.0,1000.0,1000.0,-33002000.0,9056000.0,0.0,181439000.0,25635000.0,471801000.0,244459000.0,244459000.0,285476000.0,5819000.0,1302000.0,643000.0,643000.0,643000.0,570000.0,4375000.0,0.92,4030000.0,129000.0,11699000.0,12342000.0,,4341000.0,-113663500.0,-9.209488,-1.716401,-33357000.0,355000.0,-1000.0,62000.0,17027000.0,17997000.0,40587000.0,5729000.0,5729000.0,1281000.0,1281000.0,496000.0,181439000.0,-1842000.0,39000.0,186000.0,1000.0,0.0,1266000.0,1000.0,15047000.0,,83562500.0,240118000.0,4030000.0,4030000.0,4030000.0,0.0,4030000.0,4030000.0,4030000.0,4030000.0,-93000.0,-4448000.0,0.0,-4448000.0,-33357000.0,,3134000.0,-1749000.0,0.0,181377000.0,6739000.0,11379000.0,3379934.673367,2197000.0,31132000.0,9455000.0,66222000.0,4375000.0,9998000.0,4691000.0,62000.0,275000.0,,,10507000.0,2252000.0,7558000.0,532000.0,443490000.0,-1000.0,0.0,30378000.0,337000.0,5970000.0,0.0,-4203000.0,-93000.0,-1749000.0,496000.0,25635000.0,643000.0,481000.0,481000.0,0.0,4030000.0,,4375000.0,0.0,0.0,963000.0,181439000.0,181377000.0,312934.673367,1940000.0,0.324958,1741000.0,481962000.0,181439000.0,244459000.0,181439000.0,56767000.0,300523000.0,10161000.0,15047000.0,10418000.0,66222000.0,288000.0,963000.0,963000.0,1000.0,186325000.0,-962000.0
2021-12-31,12M,EUR,31910000.0,17625000.0,,-5457000.0,48000.0,,75000.0,4375000.0,3.66,4341000.0,,-3253000.0,9056000.0,18366000.0,467945000.0,-2174000.0,2276000.0,16090000.0,14025000.0,5343000.0,5343000.0,14025000.0,9056000.0,,195274000.0,26548000.0,497757000.0,245000000.0,245000000.0,297520000.0,5727000.0,354000.0,664000.0,664000.0,664000.0,616000.0,4375000.0,3.66,16023000.0,143000.0,29281000.0,29945000.0,,18366000.0,-86150500.0,-2.876958,-0.956643,572000.0,13203000.0,,64000.0,23082000.0,,63507000.0,5112000.0,5112000.0,262000.0,262000.0,489000.0,195274000.0,-3003000.0,39000.0,75000.0,1000.0,,,1000.0,14361000.0,,122062500.0,226633000.0,16023000.0,16023000.0,16023000.0,0.0,16023000.0,16023000.0,16023000.0,16023000.0,-50000.0,-4850000.0,,-4850000.0,2746000.0,,2834000.0,-2953000.0,,195210000.0,6385000.0,30621000.0,16471158.71571,16456000.0,33812000.0,29695000.0,90055000.0,4375000.0,10538000.0,7653000.0,64000.0,-5546000.0,,,12749000.0,2349000.0,,443000.0,449579000.0,,0.0,38997000.0,,24169000.0,,-486000.0,-50000.0,-3203000.0,489000.0,26548000.0,664000.0,411000.0,411000.0,,16023000.0,250000.0,4375000.0,,,-676000.0,195274000.0,195210000.0,-227841.28429,8146000.0,0.337043,1160000.0,507155000.0,195274000.0,245000000.0,195274000.0,60360000.0,311881000.0,9398000.0,14361000.0,29019000.0,90055000.0,7087000.0,-676000.0,-676000.0,,200237000.0,676000.0
2022-12-31,12M,EUR,22005000.0,2182000.0,-254000.0,-5948000.0,48000.0,180000.0,29000.0,4375000.0,3.62,18366000.0,,,9056000.0,25663000.0,78693000.0,-146948000.0,17253000.0,8410000.0,7297000.0,-21377000.0,-21377000.0,7297000.0,9056000.0,,63238000.0,9183000.0,90944000.0,,,24982000.0,653000.0,4880000.0,180000.0,180000.0,180000.0,132000.0,4375000.0,3.62,15839000.0,1070000.0,23275000.0,23455000.0,,25663000.0,-172190500.0,-7.693945,-8.751296,27658000.0,-23277000.0,-1367000.0,17000.0,8130000.0,571000.0,10493000.0,1277000.0,1277000.0,412000.0,412000.0,0.0,63238000.0,2916000.0,345000.0,29000.0,0.0,0.0,,0.0,4721000.0,,50312500.0,,15839000.0,15839000.0,15839000.0,0.0,15839000.0,15839000.0,15839000.0,15839000.0,0.0,-865000.0,0.0,-865000.0,174606000.0,,317000.0,2916000.0,0.0,63221000.0,1505000.0,13311000.0,8535117.101555,-23277000.0,-2226000.0,12719000.0,19676000.0,4375000.0,9823000.0,1254000.0,17000.0,-11307000.0,101000.0,,3968000.0,418000.0,,93000.0,53030000.0,173000.0,0.0,22005000.0,,21998000.0,,-9462000.0,0.0,0.0,,9183000.0,180000.0,126000.0,126000.0,0.0,15839000.0,2916000.0,4375000.0,0.0,0.0,10144000.0,63238000.0,63221000.0,2840117.101555,6159000.0,0.27998,246000.0,92941000.0,63238000.0,,63238000.0,6957000.0,29703000.0,1997000.0,4721000.0,22863000.0,19676000.0,0.0,10144000.0,10144000.0,,65962000.0,-10317000.0
2023-12-31,12M,EUR,2407000.0,232000.0,,-890000.0,17000.0,17000.0,1000.0,4375000.0,0.331657,25663000.0,,,9056000.0,29229000.0,55670000.0,-15190000.0,440000.0,28789000.0,3566000.0,-3586000.0,-3764000.0,3566000.0,9056000.0,,49377000.0,1202000.0,57594000.0,,,5357000.0,1251000.0,178000.0,17000.0,17000.0,17000.0,0.0,4375000.0,0.331657,1451000.0,1133000.0,3548000.0,3565000.0,,29229000.0,-149878000.0,-49.776818,,11367000.0,-7801000.0,,0.0,1122000.0,,-1202000.0,168000.0,168000.0,698000.0,698000.0,,49377000.0,0.0,345000.0,1000.0,,,,,4816000.0,,72625000.0,,1451000.0,1451000.0,1451000.0,,1451000.0,1451000.0,1451000.0,1451000.0,0.0,530000.0,,530000.0,26557000.0,,,0.0,,49377000.0,1326000.0,4518000.0,2175280.0,-7801000.0,-5005000.0,3803000.0,0.0,4375000.0,1292000.0,167000.0,,-6532000.0,284000.0,,521000.0,99000.0,,,26441000.0,,0.0,3922000.0,,3380000.0,,705000.0,0.0,0.0,,1202000.0,17000.0,4000.0,4000.0,,1451000.0,0.0,4375000.0,,,-953000.0,49377000.0,49377000.0,-228720.0,1929000.0,0.24,400000.0,59550000.0,49377000.0,,49377000.0,-3803000.0,10173000.0,1956000.0,4816000.0,2850000.0,0.0,283000.0,-953000.0,-953000.0,,52237000.0,953000.0
