symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
AUTME.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,-12889000.0,,-1000.0,,,,,,,,,,,,,,,,
AUTME.MI,2019-12-31,TTM,EUR,,4375000.0,3.8,,,,4375000.0,3.8,,,,,,,,,,,,,,,,,,,,,,,-12889000.0,,,,,,,,,,,,,,,,,,
AUTME.MI,2020-12-31,12M,EUR,73000.0,4375000.0,0.92,25635000.0,643000.0,570000.0,4375000.0,0.92,4030000.0,11699000.0,12342000.0,40587000.0,5729000.0,5729000.0,1281000.0,1281000.0,4030000.0,4030000.0,4030000.0,0.0,4030000.0,4030000.0,4030000.0,-4448000.0,-4448000.0,11379000.0,3379934.673367,31132000.0,9455000.0,66222000.0,,10507000.0,-1000.0,0.0,5970000.0,25635000.0,643000.0,481000.0,481000.0,963000.0,312934.673367,1940000.0,0.324958,56767000.0,10418000.0,66222000.0,963000.0,963000.0,-962000.0
AUTME.MI,2021-12-31,12M,EUR,48000.0,4375000.0,3.66,26548000.0,664000.0,616000.0,4375000.0,3.66,16023000.0,29281000.0,29945000.0,63507000.0,5112000.0,5112000.0,262000.0,262000.0,16023000.0,16023000.0,16023000.0,0.0,16023000.0,16023000.0,16023000.0,-4850000.0,-4850000.0,30621000.0,16471158.71571,33812000.0,29695000.0,90055000.0,,12749000.0,,0.0,24169000.0,26548000.0,664000.0,411000.0,411000.0,-676000.0,-227841.28429,8146000.0,0.337043,60360000.0,29019000.0,90055000.0,-676000.0,-676000.0,676000.0
AUTME.MI,2022-06-30,TTM,EUR,50000.0,,,25147000.0,487000.0,437000.0,,,24960000.0,39861000.0,40348000.0,45508000.0,3405000.0,3405000.0,271000.0,271000.0,24960000.0,24960000.0,24960000.0,,24960000.0,24960000.0,24960000.0,-3134000.0,-3134000.0,41812000.0,25962343.647136,4454000.0,41054000.0,70655000.0,,1120000.0,,0.0,36456000.0,25147000.0,486000.0,362000.0,362000.0,-1464000.0,-461656.352864,11496000.0,0.315339,29601000.0,39590000.0,70655000.0,-1464000.0,-1464000.0,
AUTME.MI,2022-12-31,12M,EUR,48000.0,4375000.0,3.62,9183000.0,180000.0,132000.0,4375000.0,3.62,15839000.0,23275000.0,23455000.0,10493000.0,1277000.0,1277000.0,412000.0,412000.0,15839000.0,15839000.0,15839000.0,0.0,15839000.0,15839000.0,15839000.0,-865000.0,-865000.0,13311000.0,8535117.101555,-2226000.0,12719000.0,19676000.0,,3968000.0,173000.0,0.0,21998000.0,9183000.0,180000.0,126000.0,126000.0,10144000.0,2840117.101555,6159000.0,0.27998,6957000.0,22863000.0,19676000.0,10144000.0,10144000.0,-10317000.0
AUTME.MI,2023-06-30,TTM,EUR,,4375000.0,-0.21,,,,4375000.0,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUTME.MI,2023-12-31,12M,EUR,17000.0,4375000.0,0.331657,1202000.0,17000.0,0.0,4375000.0,0.331657,1451000.0,3548000.0,3565000.0,-1202000.0,168000.0,168000.0,698000.0,698000.0,1451000.0,1451000.0,1451000.0,,1451000.0,1451000.0,1451000.0,530000.0,530000.0,4518000.0,2175280.0,-5005000.0,3803000.0,0.0,,521000.0,,0.0,3380000.0,1202000.0,17000.0,4000.0,4000.0,-953000.0,-228720.0,1929000.0,0.24,-3803000.0,2850000.0,0.0,-953000.0,-953000.0,953000.0
AUTME.MI,2023-12-31,TTM,EUR,17000.0,4375000.0,0.33,1202000.0,17000.0,0.0,4375000.0,0.33,1451000.0,3548000.0,3565000.0,-1202000.0,168000.0,168000.0,698000.0,698000.0,1451000.0,1451000.0,1451000.0,,1451000.0,1451000.0,1451000.0,530000.0,530000.0,4518000.0,2175280.0,-5005000.0,3803000.0,0.0,,521000.0,,0.0,3380000.0,1202000.0,17000.0,4000.0,4000.0,-953000.0,-228720.0,1929000.0,0.24,-3803000.0,2850000.0,0.0,-953000.0,-953000.0,953000.0
