symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockPayments,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,InvestingCashFlow,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PurchaseOfInvestment,PurchaseOfPPE,RepurchaseOfCapitalStock,SaleOfPPE
INW.MI,2019-12-31,12M,EUR,,,,-210823000.0,,,,,,,,-126553133.0,,130023422.0,,,,,,,,,,0.0,,4929000.0,,-152855000.0,,,,0.0,,,142920000.0
INW.MI,2020-12-31,12M,EUR,313081410.0,66570115.0,-89301241.0,,-696721120.0,53636933.0,-37740274.0,-34051493.0,76343608.0,3927878.0,53636933.0,-696721120.0,-532063.0,,313081410.0,120207049.0,1774064977.0,397329813.0,,-2207059098.0,-532063.0,156666767.0,156666767.0,-2140000000.0,2471318160.0,22242143.0,-89301241.0,,486631054.0,1.0,12954999.0,-2140000000.0,-89301241.0,-532063.0,
INW.MI,2021-12-31,12M,EUR,360131609.0,120207049.0,-168379000.0,,-286783157.0,-23886955.0,-366264622.0,-7496772.0,38101973.0,-335408339.0,-23886955.0,,-340388.0,,360131609.0,96320094.0,-73395503.0,49437946.0,,-168308398.0,-340388.0,191395676.0,191395676.0,0.0,213728042.0,,-168379000.0,,217816946.0,,1698000.0,0.0,-168379000.0,-340388.0,
INW.MI,2022-12-31,12M,EUR,363716278.0,96320000.0,-255024000.0,,-307498000.0,-23467000.0,15113000.0,37311000.0,-28596000.0,23169000.0,-23468000.0,-307498000.0,-2133000.0,363716000.0,363716000.0,72852000.0,-455884000.0,431950000.0,,-254558000.0,-2133000.0,293339000.0,293339000.0,,-146253000.0,466000.0,-255024000.0,,686974000.0,,6750000.0,,-255024000.0,-2133000.0,
INW.MI,2023-12-31,12M,EUR,111593000.0,72852000.0,-299463000.0,,-336171000.0,22203000.0,47567000.0,37567000.0,15906000.0,100996000.0,22203000.0,-336171000.0,-136222000.0,253886000.0,365479000.0,95078000.0,-519132000.0,511733000.0,5032000.0,-269861000.0,-136222000.0,339497000.0,339497000.0,,-46739000.0,29602000.0,-299463000.0,,811196000.0,23000.0,192000.0,,-299463000.0,-136222000.0,
INW.MI,2024-03-31,TTM,EUR,112261000.0,52238000.0,-359546000.0,,,-7482000.0,63978000.0,65207000.0,19715000.0,148847000.0,-7482000.0,,,258833000.0,371094000.0,44756000.0,-549965000.0,512853000.0,3444000.0,-329916000.0,,346341000.0,346341000.0,,,29630000.0,-359546000.0,,872399000.0,,2673000.0,,-359546000.0,,
