symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AvailableForSaleSecurities,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,InvestedCapital,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
INW.MI,2022-12-31,3M,EUR,,,,,,,,,,,72852000.0,,,,,,,,,,,,,,910000.0,,,,,,,,,,,,525000.0,,,,,,,40521000.0,,,,54000.0,,,,,,0.0,,,,,,,,,,,,
INW.MI,2023-03-31,3M,EUR,136311000.0,149269000.0,-1058916000.0,2092743000.0,858000.0,85740000.0,979954000.0,600000000.0,52238000.0,52238000.0,,600000000.0,4549662000.0,102070000.0,282521000.0,153460000.0,102212000.0,255672000.0,445065000.0,450000.0,6146766000.0,6702465000.0,3150622000.0,7683201000.0,858000.0,67322000.0,826494000.0,3031327000.0,3857821000.0,228181000.0,1852142000.0,3081301000.0,2091706000.0,-2152803000.0,201928000.0,2323000.0,,959906127.0,80789000.0,52632000.0,555699000.0,225325000.0,17897000.0,,1043348000.0,199000.0,136311000.0,,0.0,376252000.0,960200000.0,4549662000.0,-2152803000.0,26000.0,9302875000.0,7580989000.0,4113493000.0,4549662000.0,4753213000.0,9020354000.0,4308148000.0,0.0,-2000.0,293873.0,294000.0,-162544000.0
INW.MI,2023-06-30,3M,EUR,128046000.0,109904000.0,-1076537000.0,2053205000.0,757000.0,93233000.0,1030596000.0,600000000.0,103627000.0,103627000.0,,600000000.0,4287730000.0,91309000.0,298966000.0,157182000.0,380576000.0,537758000.0,714074000.0,450000.0,6155962000.0,6679057000.0,3259154000.0,7700526000.0,757000.0,71313000.0,873414000.0,3032220000.0,3905634000.0,232350000.0,1910337000.0,3309169000.0,2182617000.0,-2391327000.0,201713000.0,2277000.0,,959172752.0,5104000.0,16331000.0,523095000.0,1367000.0,18160000.0,31489000.0,1092962000.0,75416000.0,159535000.0,,0.0,163825000.0,960200000.0,4287730000.0,-2391327000.0,4915000.0,9361936000.0,7319950000.0,4443392000.0,4287730000.0,5074206000.0,9062970000.0,4360132000.0,0.0,-2000.0,1027248.0,1027000.0,-415108000.0
INW.MI,2023-09-30,3M,EUR,168953000.0,93964000.0,-1085214000.0,2053205000.0,667000.0,97591000.0,1012960000.0,600000000.0,59273000.0,59273000.0,,600000000.0,4317287000.0,95980000.0,254340000.0,160103000.0,289283000.0,449386000.0,658426000.0,450000.0,6155962000.0,6653706000.0,3307289000.0,7639604000.0,667000.0,86623000.0,852857000.0,3033034000.0,3885891000.0,235186000.0,1948344000.0,3263044000.0,2222075000.0,-2336419000.0,198419000.0,2256000.0,,954315451.0,4397000.0,14117000.0,497744000.0,1478000.0,17764000.0,25520000.0,1078751000.0,91791000.0,194473000.0,,0.0,248974000.0,960200000.0,4317287000.0,-2336419000.0,4915000.0,9315227000.0,7350321000.0,4335277000.0,4317287000.0,4997940000.0,9060887000.0,4339514000.0,0.0,-2000.0,5884549.0,5885000.0,-404086000.0
INW.MI,2023-12-31,3M,EUR,185245000.0,100964000.0,-1094734000.0,2053205000.0,,105714000.0,982108000.0,600000000.0,95078000.0,95078000.0,95078000.0,600000000.0,4336399000.0,72716000.0,275752000.0,160442000.0,287330000.0,447772000.0,703380000.0,450000.0,6153879000.0,6633496000.0,3353620000.0,7657577000.0,,101516000.0,821666000.0,3033848000.0,3855514000.0,237113000.0,2025062000.0,3226100000.0,2258886000.0,-2297097000.0,165345000.0,2350000.0,326000.0,947544780.0,3350000.0,9577000.0,479617000.0,181983000.0,50558000.0,42921000.0,1048612000.0,76222000.0,245581000.0,138000.0,0.0,339599000.0,960200000.0,4336399000.0,-2297097000.0,,9350657000.0,7370247000.0,4303286000.0,4336399000.0,5014258000.0,9074905000.0,4310878000.0,17415000.0,-2000.0,12655220.0,12655000.0,-427628000.0
INW.MI,2024-03-31,3M,EUR,181897000.0,129635000.0,-1110074000.0,2053205000.0,,109913000.0,972833000.0,600000000.0,44779000.0,44779000.0,,600000000.0,4401700000.0,69834000.0,257625000.0,158831000.0,228626000.0,387457000.0,630692000.0,450000.0,6163185000.0,6632126000.0,3413950000.0,7664182000.0,,103615000.0,814002000.0,3033856000.0,3847858000.0,239687000.0,2080421000.0,3217703000.0,2303876000.0,-2230426000.0,167128000.0,2358000.0,,945378007.0,6684000.0,20313000.0,468941000.0,2778000.0,60446000.0,23160000.0,1050167000.0,76527000.0,222472000.0,,0.0,429332000.0,960200000.0,4401700000.0,-2230426000.0,,9349867000.0,7435556000.0,4235315000.0,4401700000.0,4948167000.0,9092242000.0,4317475000.0,17415000.0,-2000.0,14821993.0,14822000.0,-373067000.0
