asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,Amortization,AmortizationCashFlow,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalExpenditureReported,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredAssets,CurrentLiabilities,CurrentProvisions,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetNonOperatingInterestIncomeExpense,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,PurchaseOfInvestment,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,,,,-210823000.0,,,,,,1401000.0,,,,,,,,,-126553133.0,,,,,,,,,4003000.0,,,130023422.0,,,,,,,,,,,,,,,,,,,,,,,,234627.0,,,,,,,,,,,,,,,,,,0.0,,,4929000.0,,,-152855000.0,,428000.0,1939437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,573460.0,,142920000.0,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,-268000.0
2020-12-31,12M,EUR,134150000.0,126295000.0,-913120000.0,3691703016.0,76949000.0,313081410.0,871314724.0,0.18,66570115.0,43418000.0,-89301241.0,,1051657000.0,600000000.0,120207049.0,120207049.0,-696721120.0,0.0,120207000.0,53636933.0,-37740274.0,-34051493.0,76343608.0,3927878.0,53636933.0,600000000.0,-696721120.0,4580481293.0,-532063.0,88824000.0,52949309.0,256195337.0,158643000.0,13027000.0,171670000.0,,340490906.0,450000.0,,313081410.0,313842000.0,236893000.0,871314724.0,0.18,156666767.0,265620540.0,579462540.0,120207049.0,13301752058.0,1774064977.0,397329813.0,,6112784010.0,6875254010.0,2865171000.0,610458691.0,44680000.0,44680000.0,19313.0,19313.0,7362444293.0,-2207059098.0,,48576000.0,893014000.0,2768936000.0,3661950000.0,220960752.0,1587057000.0,9534423058.0,-532063.0,2661755951.0,156666767.0,156666767.0,156666767.0,156666767.0,156666767.0,156666767.0,156666767.0,-69758687.0,-2140000000.0,2471318160.0,-69758687.0,22242143.0,1952051000.0,-89301241.0,,-2294772717.0,,0.0,277390058.0,2643217.0,998000.0,578701540.0,156127149.373977,486631054.0,333170946.0,277287745.0,663408000.0,960163450.0,1.0,1025288.0,6209013.0,762470000.0,12954999.0,431913.0,1375034.0,1152000.0,15428000.0,1097296000.0,8650000.0,-761000.0,0.0,162161893.0,18000.0,220940540.0,0.0,-2140000000.0,-89301241.0,52949309.0,313081410.0,8645000.0,-532063.0,,169238395.0,,960200000.0,761000.0,4580481293.0,-2294772717.0,221382.373977,64273773.0,0.29091,0.0,9085427260.0,7349417293.0,3833620000.0,4580481293.0,386120255.0,4504945967.0,8829231923.0,4164455061.0,290699784.0,25098000.0,663408000.0,12583893.0,761000.0,761000.0,136000.0,36550.0,36550.0,-84295569.0,
2021-12-31,12M,EUR,174787000.0,88193000.0,-977991000.0,2211001411.0,104815000.0,360131609.0,960115529.0,0.199,120207049.0,44335000.0,-168379000.0,,982310000.0,600000000.0,96320094.0,96320094.0,-286783157.0,,96320000.0,-23886955.0,-366264622.0,-7496772.0,38101973.0,-335408339.0,-23886955.0,600000000.0,,4483514572.0,-340388.0,68875000.0,44697000.0,270032652.0,151355000.0,149223000.0,300578000.0,,535241139.0,450000.0,,360131609.0,355226000.0,250411000.0,960115529.0,0.199,191395676.0,299200476.0,659332085.0,96320094.0,14319410646.0,-73395503.0,49437946.0,,6146766060.0,6840069060.0,2931868000.0,740453000.0,34533000.0,34533000.0,8370.0,8370.0,7652275572.0,-168308398.0,,51086000.0,830955000.0,3019538000.0,3850493000.0,229133812.0,1733493000.0,10251875646.0,-340388.0,3072440906.0,191395676.0,191395676.0,191395676.0,191395676.0,191395676.0,191395676.0,191395676.0,-90081630.0,0.0,213728042.0,-90081630.0,,1953877000.0,-168379000.0,,-2356554488.0,,,238799140.0,2909257.0,747000.0,664908085.0,195427989.699837,217816946.0,380128000.0,360325000.0,785150000.0,959691450.0,,1899558.0,6925479.0,693303000.0,1698000.0,296504476.0,7716268.0,7150000.0,34628000.0,1034079000.0,83584000.0,4906000.0,0.0,227287660.0,36000.0,264667476.0,0.0,0.0,-168379000.0,44697000.0,360131609.0,6459000.0,-340388.0,670000.0,191406641.0,,960000000.0,-5576000.0,4483514572.0,-2356554488.0,-1543686.300163,73271800.0,0.276845,,9361845188.0,7503052572.0,4151071000.0,4483514572.0,424825000.0,4878330616.0,9091812536.0,4343089477.0,354749619.0,55557000.0,785150000.0,17872660.0,-5576000.0,-5576000.0,14038000.0,308550.0,72173.0,-265208487.0,
2022-12-31,12M,EUR,144103000.0,116789000.0,-1042327000.0,2092743000.0,108429000.0,363716278.0,959914631.0,0.306,96320000.0,74081000.0,-255024000.0,,961412000.0,600000000.0,72852000.0,72852000.0,-307498000.0,,72852000.0,-23467000.0,15113000.0,37311000.0,-28596000.0,23169000.0,-23468000.0,600000000.0,-307498000.0,4466445000.0,-2133000.0,86293000.0,43523000.0,267218000.0,151734000.0,121299000.0,273033000.0,,467911000.0,450000.0,363716000.0,363716000.0,357690000.0,249261000.0,959914631.0,0.306,293339000.0,368675000.0,732391000.0,72852000.0,13232824279.0,-455884000.0,431950000.0,,6146766000.0,6736255000.0,3067311000.0,809468000.0,34426000.0,34426000.0,129.0,129.0,7657749000.0,-254558000.0,910000.0,63283000.0,809678000.0,3070005000.0,3879683000.0,226319000.0,1824908000.0,9036556279.0,-2133000.0,3118452000.0,293339000.0,293339000.0,293339000.0,293339000.0,293339000.0,293339000.0,293339000.0,-81223000.0,,-146253000.0,-81223000.0,466000.0,2024984000.0,-255024000.0,,-2269810000.0,,,203517000.0,2303000.0,525000.0,742073000.0,301835983.380653,686974000.0,384314000.0,425154000.0,852991000.0,959906127.0,,2717000.0,8440000.0,589489000.0,6750000.0,232515000.0,15706000.0,8893000.0,40521000.0,1018746000.0,74806000.0,6026000.0,0.0,185988000.0,54000.0,334249000.0,0.0,,-255024000.0,43523000.0,363716000.0,2431000.0,-2133000.0,3656000.0,293363000.0,,960200000.0,-9682000.0,4466445000.0,-2269810000.0,-1185016.619347,40910000.0,0.122394,0.0,9261882000.0,7536450000.0,4152716000.0,4466445000.0,427837000.0,4795437000.0,8994664000.0,4327526000.0,415472000.0,46797000.0,852991000.0,1364000.0,-9682000.0,-9682000.0,-2000.0,293873.0,294000.0,-200693000.0,
2023-12-31,12M,EUR,185245000.0,100964000.0,-1094734000.0,2053205000.0,111593000.0,111593000.0,956019333.0,0.355,72852000.0,105714000.0,-299463000.0,,982108000.0,600000000.0,95078000.0,95078000.0,-336171000.0,,95078000.0,22203000.0,47567000.0,37567000.0,15906000.0,100996000.0,22203000.0,600000000.0,-336171000.0,4336399000.0,-136222000.0,72716000.0,45063000.0,275752000.0,160442000.0,287330000.0,447772000.0,,703380000.0,450000.0,253886000.0,365479000.0,365479000.0,253886000.0,956019333.0,0.355,339497000.0,459339000.0,824818000.0,95078000.0,15125391731.0,-519132000.0,511733000.0,5032000.0,6153879000.0,6633496000.0,3353620000.0,915225000.0,63547000.0,63547000.0,454000.0,454000.0,7657577000.0,-269861000.0,,101516000.0,821666000.0,3033848000.0,3855514000.0,237113000.0,2025062000.0,10849387731.0,-136222000.0,3226100000.0,339497000.0,339497000.0,339497000.0,339497000.0,339497000.0,339497000.0,339497000.0,-112942000.0,,-46739000.0,-112942000.0,29602000.0,2258886000.0,-299463000.0,,-2297097000.0,,,165345000.0,2350000.0,326000.0,829850000.0,343813279.520556,811196000.0,401459000.0,513766000.0,960288000.0,947544780.0,23000.0,3350000.0,9577000.0,479617000.0,192000.0,181983000.0,50558000.0,17380000.0,42921000.0,1048612000.0,76222000.0,5032000.0,0.0,245581000.0,138000.0,395792000.0,0.0,,-299463000.0,45063000.0,365479000.0,4423000.0,-136222000.0,,339599000.0,,960200000.0,-5032000.0,4336399000.0,-2297097000.0,-715720.479444,56295000.0,0.142234,,9350657000.0,7370247000.0,4303286000.0,4336399000.0,446522000.0,5014258000.0,9074905000.0,4310878000.0,508734000.0,49849000.0,960288000.0,17415000.0,-5032000.0,-5032000.0,-2000.0,12655220.0,12655000.0,-427628000.0,
