symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
INW.MI,2022-12-31,3M,EUR,27272000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5374000.0,,,,,-805000.0,-9030000.0,,,,,,43195000.0,,-9030000.0,-9030000.0
INW.MI,2023-03-31,3M,EUR,27477000.0,963825581.0,0.086,11259000.0,88614000.0,61137000.0,963825581.0,0.086,82889000.0,110119000.0,198733000.0,222329000.0,12609000.0,12609000.0,17000.0,17000.0,82889000.0,82889000.0,82889000.0,82889000.0,82889000.0,82889000.0,-25031000.0,-25031000.0,201370000.0,85130598.738591,97151000.0,125178000.0,233588000.0,3297000.0,2637000.0,0.0,97510000.0,11259000.0,88614000.0,488000.0,-2637000.0,-395401.261409,14621000.0,0.149944,108410000.0,122541000.0,12439000.0,233588000.0,-2637000.0,-2637000.0
INW.MI,2023-06-30,3M,EUR,27764000.0,,,9645000.0,91505000.0,63741000.0,,,80834000.0,111129000.0,202634000.0,227998000.0,14405000.0,14405000.0,103000.0,103000.0,80834000.0,80834000.0,80834000.0,80834000.0,80834000.0,80834000.0,-26765000.0,-26765000.0,204020000.0,81992305.322361,103123000.0,124875000.0,237643000.0,7134000.0,1386000.0,0.0,96724000.0,9645000.0,91505000.0,802000.0,-1386000.0,-227694.677639,15890000.0,0.164282,112768000.0,123489000.0,12463000.0,237643000.0,-1386000.0,-1386000.0
INW.MI,2023-09-30,3M,EUR,,954315451.0,0.089225,11677000.0,94627000.0,94627000.0,954315451.0,0.089225,85149000.0,128524000.0,223151000.0,230276000.0,30458000.0,30458000.0,169000.0,169000.0,85149000.0,85149000.0,85149000.0,85149000.0,85149000.0,85149000.0,-30289000.0,-30289000.0,223151000.0,85149000.0,101921000.0,128355000.0,241953000.0,3251000.0,,0.0,98066000.0,11677000.0,92231000.0,,,0.0,12917000.0,0.131717,113598000.0,128355000.0,,241953000.0,,
INW.MI,2023-09-30,TTM,EUR,,850791336.0,0.34,,,,850791336.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INW.MI,2023-12-31,3M,EUR,28289000.0,,,12482000.0,93129000.0,64840000.0,,,90625000.0,90498000.0,183627000.0,234622000.0,-12994000.0,-12994000.0,165000.0,165000.0,90625000.0,90625000.0,90625000.0,90625000.0,90625000.0,90625000.0,-30857000.0,-30857000.0,182240000.0,89410443.560855,101660000.0,132962000.0,247104000.0,3698000.0,-1387000.0,0.0,103492000.0,12482000.0,93129000.0,1625000.0,1387000.0,172443.560855,12867000.0,0.124328,114142000.0,134349000.0,44016000.0,247104000.0,1387000.0,1387000.0
INW.MI,2024-03-31,3M,EUR,28145000.0,944557895.0,0.095,12603000.0,94229000.0,66084000.0,944557895.0,0.095,89733000.0,125046000.0,219275000.0,242036000.0,17319000.0,17319000.0,269000.0,269000.0,89733000.0,89733000.0,89733000.0,89733000.0,89733000.0,89733000.0,-30025000.0,-30025000.0,220324000.0,90606782.03236,103235000.0,138801000.0,254639000.0,3013000.0,1049000.0,0.0,107727000.0,12603000.0,94229000.0,1632000.0,-1049000.0,-175217.96764,17994000.0,0.167033,115838000.0,137752000.0,12975000.0,254639000.0,-1049000.0,-1049000.0
INW.MI,2024-03-31,TTM,EUR,112261000.0,951202411.0,0.364,46407000.0,371094000.0,258833000.0,951202411.0,0.364,346341000.0,474266000.0,845360000.0,934932000.0,68257000.0,68257000.0,706000.0,706000.0,346341000.0,346341000.0,346341000.0,346341000.0,346341000.0,346341000.0,-117936000.0,-117936000.0,848804000.0,349278861.978429,407543000.0,527389000.0,981339000.0,17096000.0,3444000.0,0.0,406009000.0,46407000.0,371094000.0,5567000.0,-3444000.0,-506138.021571,59668000.0,0.146962,453950000.0,523945000.0,50385000.0,981339000.0,-3444000.0,-3444000.0
