symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
STAR7.MI,2019-12-31,12M,EUR,,7220000.0,,,,,7220000.0,,,,,,,,,,,,,,,,,,,,,,,,2433421.0,,,,,,,,,,,,,,,,
STAR7.MI,2020-12-31,12M,EUR,1101567.0,7220000.0,0.206826,23497725.0,1686620.0,585053.0,7220000.0,0.206826,1493286.0,2468957.0,4155577.0,20646470.0,335543.0,335543.0,,,-191832.0,1493286.0,1493286.0,1685118.0,1493286.0,1493286.0,1685118.0,-315909.0,-315909.0,4359158.0,1654088.360704,17991764.0,2654706.0,44144195.0,1553591.0,1034382.0,0.0,2133414.0,23497725.0,1686620.0,1426375.0,-203581.0,-42778.639296,448296.0,0.210131,41489489.0,-19634.0,44144195.0,-203581.0,-203581.0,203581.0
STAR7.MI,2021-12-31,12M,EUR,2960696.0,7649752.0,0.28538,27591725.0,4209269.0,1248573.0,7649752.0,0.28538,2183084.0,4035413.0,8244682.0,31702458.0,676846.0,676846.0,,,-287836.0,2183084.0,2183084.0,2470920.0,2183084.0,2183084.0,2470920.0,-632581.0,-632581.0,8259749.0,2194168.891753,27695858.0,4006600.0,59294183.0,,1210757.0,0.0,3358567.0,27591725.0,4209269.0,1322995.0,-15067.0,-3982.108247,887647.0,0.264293,55287583.0,-44265.0,59294183.0,-15067.0,-15067.0,15067.0
STAR7.MI,2022-12-31,12M,EUR,6111398.0,7649752.0,0.40453,39136706.0,7721636.0,1610238.0,7649752.0,0.40453,3094552.0,7332130.0,15053766.0,45051632.0,1960004.0,1960004.0,87353.0,87353.0,-330942.0,3094552.0,3094552.0,3425493.0,3094552.0,3094552.0,3425494.0,-2300042.0,-2300042.0,15126342.0,3140829.503537,37308090.0,7743542.0,84188338.0,,1080769.0,0.0,5372126.0,39136706.0,7721636.0,1524627.0,-72576.0,-26298.496463,1946633.0,0.362358,76444796.0,427391.0,84188338.0,-72576.0,-72576.0,72576.0
STAR7.MI,2023-06-30,TTM,EUR,,8999752.0,0.317931,,,,8999752.0,0.317931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR7.MI,2023-12-31,12M,EUR,6602167.0,,0.247975,46216411.0,8172910.0,1570743.0,,0.247975,1812709.0,6080248.0,14253158.0,58816723.0,2669752.0,2669752.0,112159.0,112159.0,-419004.0,1812709.0,1812709.0,2231714.0,1812709.0,1812709.0,2231713.0,-3027096.0,-3027096.0,14263384.0,1819400.550837,52438703.0,6378020.0,105033134.0,,1343293.0,0.0,3410496.0,46216411.0,8172910.0,2324222.0,-10226.0,-3534.449163,1178782.0,0.345634,98655114.0,469503.0,105033134.0,-10226.0,-10226.0,10226.0
STAR7.MI,2023-12-31,TTM,EUR,6602167.0,,0.247975,46216411.0,8172910.0,1570743.0,,0.247975,1812709.0,6080248.0,14253158.0,58816723.0,2669752.0,2669752.0,112159.0,112159.0,-419004.0,1812709.0,1812709.0,2231714.0,1812709.0,1812709.0,2231713.0,-3027096.0,-3027096.0,14263384.0,1819400.550837,52438703.0,6378020.0,105033134.0,,1343293.0,0.0,3410496.0,46216411.0,8172910.0,2324222.0,-10226.0,-3534.449163,1178782.0,0.345634,98655114.0,469503.0,105033134.0,-10226.0,-10226.0,10226.0
