asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,RepaymentOfDebt,RetainedEarnings,SaleOfInvestment,SaleOfPPE,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,7220000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7220000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-830059.0,,,,,,,,,,,,,,,9147116.0,,,,,,,,,,,,,,,3063036.0,4178130.0,,,,6379374.0,2433421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,5582035.0,26612768.0,2846.0,1101567.0,,7220000.0,0.206826,3412603.0,-5797334.0,500000.0,5996519.0,5996519.0,5991502.0,5017.0,920382.0,2819567.0,-76284.0,-639159.0,-80112.0,2121999.0,2246826.0,2819567.0,500000.0,10309702.0,0.0,23497725.0,34217537.0,8829221.0,8829221.0,,19253634.0,448296.0,1686620.0,1686620.0,1686620.0,585053.0,53546.0,7220000.0,0.206826,1493286.0,2468957.0,4155577.0,-235651.0,5996519.0,,,1821902.0,276974.0,482674.0,104543.0,4805043.0,8305500.0,5387641.0,20646470.0,335543.0,335543.0,,,-315909.0,734851.0,32628653.0,-5282343.0,511857.0,133016.0,0.0,10370470.0,13489730.0,13489730.0,10370470.0,-966855.0,133016.0,164425.0,2278378.0,,713441.0,-191832.0,0.0,0.0,16322432.0,1493286.0,1493286.0,1685118.0,1493286.0,1493286.0,1685118.0,1685118.0,-3822507.0,-315909.0,-106654.0,1821902.0,9403615.0,-315909.0,1821902.0,5387641.0,-1353182.0,-7581713.0,2004202.0,225525.0,4212532.0,4359158.0,1654088.360704,6280008.0,17991764.0,2654706.0,44144195.0,7220000.0,,3873591.0,5463274.0,3500457.0,315909.0,,5268746.0,1553591.0,1034382.0,3066613.0,1091674.0,873399.0,0.0,9231780.0,0.0,2133414.0,2017589.0,838697.0,0.0,-3822507.0,-394154.0,-1974827.0,457877.0,23497725.0,1686620.0,1426375.0,-966855.0,1493286.0,287500.0,621645.0,7220000.0,-203581.0,10309702.0,2004202.0,-42778.639296,448296.0,0.210131,,-448296.0,48422535.0,23799432.0,22318951.0,11023143.0,41489489.0,37399392.0,14204998.0,18145758.0,-19634.0,44144195.0,583132.0,-203581.0,-203581.0,0.0,14963903.0,203581.0
2021-12-31,12M,EUR,7216649.0,23599347.0,11731006.0,2960696.0,,7649752.0,0.28538,5996519.0,-6053288.0,599340.0,23485538.0,23485538.0,23478324.0,7214.0,1931668.0,17455177.0,-679471.0,112173.0,1634614.0,-780847.0,2218137.0,17455177.0,599340.0,24600741.0,0.0,27591725.0,56357872.0,12672354.0,12672354.0,477315.0,30294103.0,887647.0,4209269.0,4209269.0,4209269.0,1248573.0,57631.0,7649752.0,0.28538,2183084.0,4035413.0,8244682.0,33841.0,23485538.0,122525924.0,0.0,44902342.0,191264.0,3817116.0,1918.0,35533588.0,41085421.0,6468228.0,31702458.0,676846.0,676846.0,,,-473164.0,1409633.0,79994534.0,-37317569.0,0.0,161719.0,0.0,35127990.0,42721439.0,42721439.0,35127990.0,-2010873.0,161719.0,50000.0,3052019.0,74967569.0,904316.0,-287836.0,-31630496.0,11827500.0,31908255.0,2183084.0,2183084.0,2470920.0,2183084.0,2183084.0,2470920.0,2470920.0,-3857573.0,-632581.0,276053.0,33074842.0,33117117.0,-632581.0,,6468228.0,-2105553.0,-42275.0,-16484680.0,237331.0,5307289.0,8259749.0,2194168.891753,9870404.0,27695858.0,4006600.0,59294183.0,7649752.0,1.0,,,5551833.0,431360.0,2.0,-4611608.0,,1210757.0,6051445.0,1365210.0,4969443.0,0.0,14497448.0,4689.0,3358567.0,2050999.0,1011769.0,-31630496.0,-3857573.0,-3178.0,-2195715.0,825277.0,27591725.0,4209269.0,1322995.0,-2010873.0,2183084.0,279231.0,90162.0,7649752.0,-15067.0,24600741.0,-16484680.0,-3982.108247,887647.0,0.264293,2411907.0,-486293.0,104172850.0,67322180.0,55393793.0,25505057.0,55287583.0,78667793.0,47814978.0,48373690.0,-44265.0,59294183.0,1229354.0,-15067.0,-15067.0,393092.0,26063769.0,15067.0
2022-12-31,12M,EUR,8574855.0,29485759.0,11731006.0,6111398.0,57115.0,7649752.0,0.40453,23485538.0,-4221799.0,599340.0,18486312.0,18486312.0,18475779.0,10533.0,-686944.0,-5131735.0,-1053830.0,-2944846.0,1358206.0,-6257489.0,-9584903.0,-5131735.0,599340.0,28302091.0,0.0,39136706.0,58973099.0,14686455.0,14686455.0,392055.0,30277108.0,1946632.0,7721636.0,7721636.0,7721636.0,1610238.0,0.0,7649752.0,0.40453,3094552.0,7332130.0,15053766.0,132509.0,18486312.0,102429442.0,415868.0,-1812470.0,986649.0,-1402495.0,-550620.0,33636467.0,39248910.0,6906497.0,45051632.0,1960004.0,1960004.0,87353.0,87353.0,-2300042.0,2400167.0,81883414.0,-6138569.0,57115.0,174322.0,0.0,3911856.0,38894868.0,38894868.0,3911856.0,-8284741.0,174322.0,542605.0,2950871.0,65022892.0,1191276.0,-330942.0,-2156077.0,0.0,35095011.0,3094552.0,3094552.0,3425493.0,3094552.0,3094552.0,3425494.0,3425494.0,-2202465.0,-2300042.0,-4195.0,-1812470.0,-4372885.0,-2300042.0,,6906497.0,-1775832.0,2560415.0,-10946819.0,370486.0,6301182.0,15126342.0,3140829.503537,2819304.0,37308090.0,7743542.0,84188338.0,7649752.0,,,16956747.0,5612443.0,2954012.0,751109.0,,,1080769.0,3665618.0,1465802.0,5561917.0,0.0,13153296.0,67984.0,5372126.0,2489824.0,1962524.0,-2156077.0,-2202465.0,-4195.0,-2019334.0,1018954.0,39136706.0,7721636.0,1524627.0,-8284741.0,3094552.0,0.0,243502.0,7649752.0,-72576.0,28302091.0,-10946819.0,-26298.496463,1946633.0,0.362358,2578905.0,-1966851.0,105879616.0,67196959.0,53581323.0,29493367.0,76444796.0,76386249.0,46906517.0,46109141.0,427391.0,84188338.0,912823.0,-72576.0,-72576.0,394564.0,28695991.0,72576.0
2023-12-31,12M,EUR,8678976.0,37172859.0,11731006.0,6602167.0,57115.0,,0.247975,18486312.0,-9707794.0,599340.0,9287425.0,9287425.0,8077810.0,1209615.0,-290274.0,-9238347.0,-73125.0,1611946.0,104121.0,-7397890.0,-6045222.0,-9238347.0,599340.0,29608689.0,151960.0,46216411.0,57720467.0,15946047.0,15946047.0,653828.0,33133570.0,1178782.0,8172910.0,8172910.0,8172910.0,1570743.0,,,0.247975,1812709.0,6080248.0,14253158.0,39461.0,9287425.0,103493126.0,223882.0,-6257319.0,455360.0,-3249140.0,173406.0,29710394.0,38215878.0,9194650.0,58816723.0,2669752.0,2669752.0,112159.0,112159.0,-2877237.0,2462971.0,76932692.0,-9439682.0,57115.0,130500.0,0.0,4877568.0,31377956.0,31377956.0,4877568.0,-12218923.0,130500.0,484402.0,3566185.0,68398115.0,2264709.0,-419004.0,0.0,,38036578.0,1812709.0,1812709.0,2231714.0,1812709.0,1812709.0,2231713.0,2231713.0,-5660436.0,-3027096.0,-43503.0,-6257320.0,-7341355.0,-3027096.0,1.0,9194650.0,-3735743.0,1084035.0,-8607189.0,273065.0,8547405.0,14263384.0,1819400.550837,6458654.0,52438703.0,6378020.0,105033134.0,7649752.0,-1.0,,,8505484.0,4300214.0,,4.0,,1343293.0,4306743.0,1677036.0,5209287.0,0.0,14997821.0,78305.0,3410496.0,3799469.0,1398667.0,0.0,-5660436.0,-43503.0,-4047358.0,1433269.0,46216411.0,8172910.0,2324222.0,-12218923.0,1812709.0,,311615.0,7649752.0,-10226.0,29608689.0,-8607189.0,-3534.449163,1178782.0,0.345634,2855792.0,-917219.0,105689800.0,60986645.0,47324003.0,31873398.0,98655114.0,73816402.0,47969333.0,40682832.0,469503.0,105033134.0,2012102.0,-10226.0,-10226.0,574342.0,24586897.0,10226.0
