symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkInProcess,WorkingCapital
STAR7.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3063036.0,4178130.0,,,6379374.0,,,,,,,,,,,,,,,,,,,,,,
STAR7.MI,2020-12-31,12M,EUR,5582035.0,26612768.0,2846.0,,500000.0,5996519.0,5996519.0,5991502.0,5017.0,500000.0,10309702.0,0.0,34217537.0,8829221.0,8829221.0,,19253634.0,53546.0,,276974.0,4805043.0,8305500.0,5387641.0,734851.0,32628653.0,511857.0,133016.0,0.0,13489730.0,13489730.0,133016.0,164425.0,2278378.0,713441.0,16322432.0,5387641.0,2004202.0,225525.0,4212532.0,7220000.0,3873591.0,5463274.0,3500457.0,,5268746.0,3066613.0,1091674.0,873399.0,9231780.0,0.0,2017589.0,457877.0,1493286.0,7220000.0,10309702.0,2004202.0,,48422535.0,23799432.0,22318951.0,11023143.0,37399392.0,14204998.0,18145758.0,583132.0,0.0,14963903.0
STAR7.MI,2021-12-31,12M,EUR,7216649.0,23599347.0,11731006.0,,599340.0,23485538.0,23485538.0,23478324.0,7214.0,599340.0,24600741.0,0.0,56357872.0,12672354.0,12672354.0,477315.0,30294103.0,57631.0,0.0,191264.0,35533588.0,41085421.0,6468228.0,1409633.0,79994534.0,0.0,161719.0,0.0,42721439.0,42721439.0,161719.0,50000.0,3052019.0,904316.0,31908255.0,6468228.0,-16484680.0,237331.0,5307289.0,7649752.0,,,5551833.0,2.0,-4611608.0,6051445.0,1365210.0,4969443.0,14497448.0,4689.0,2050999.0,825277.0,2183084.0,7649752.0,24600741.0,-16484680.0,2411907.0,104172850.0,67322180.0,55393793.0,25505057.0,78667793.0,47814978.0,48373690.0,1229354.0,393092.0,26063769.0
STAR7.MI,2022-12-31,12M,EUR,8574855.0,29485759.0,11731006.0,57115.0,599340.0,18486312.0,18486312.0,18475779.0,10533.0,599340.0,28302091.0,0.0,58973099.0,14686455.0,14686455.0,392055.0,30277108.0,0.0,415868.0,986649.0,33636467.0,39248910.0,6906497.0,2400167.0,81883414.0,57115.0,174322.0,0.0,38894868.0,38894868.0,174322.0,542605.0,2950871.0,1191276.0,35095011.0,6906497.0,-10946819.0,370486.0,6301182.0,7649752.0,,16956747.0,5612443.0,751109.0,,3665618.0,1465802.0,5561917.0,13153296.0,67984.0,2489824.0,1018954.0,3094552.0,7649752.0,28302091.0,-10946819.0,2578905.0,105879616.0,67196959.0,53581323.0,29493367.0,76386249.0,46906517.0,46109141.0,912823.0,394564.0,28695991.0
STAR7.MI,2023-12-31,12M,EUR,8678976.0,37172859.0,11731006.0,57115.0,599340.0,9287425.0,9287425.0,8077810.0,1209615.0,599340.0,29608689.0,151960.0,57720467.0,15946047.0,15946047.0,653828.0,33133570.0,,223882.0,455360.0,29710394.0,38215878.0,9194650.0,2462971.0,76932692.0,57115.0,130500.0,0.0,31377956.0,31377956.0,130500.0,484402.0,3566185.0,2264709.0,38036578.0,9194650.0,-8607189.0,273065.0,8547405.0,7649752.0,,,8505484.0,,4.0,4306743.0,1677036.0,5209287.0,14997821.0,78305.0,3799469.0,1433269.0,1812709.0,7649752.0,29608689.0,-8607189.0,2855792.0,105689800.0,60986645.0,47324003.0,31873398.0,73816402.0,47969333.0,40682832.0,2012102.0,574342.0,24586897.0
