symbol,asOfDate,periodType,currencyCode,Amortization,AverageDilutionEarnings,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
BRI.MI,2019-12-31,12M,EUR,,,786464446.0,-0.009,,,,786464446.0,-0.009,,,,2422000.0,,-123000.0,,,,,,,,,0.0,,,,,,,,,,,,-3003000.0,,,,,,,203000.0,48000.0,2470000.0,,,,,,,,,,,
BRI.MI,2019-12-31,TTM,EUR,,,,,,,,,,,,,,,-123000.0,,,,,,,,,,,,,,,,,,,,,-3003000.0,,,,,,,203000.0,,,,,,,,,,,,,
BRI.MI,2020-12-31,12M,EUR,24000.0,,779094913.0,-0.015,10442000.0,4724000.0,4700000.0,779094913.0,-0.015,-12064000.0,-6435000.0,-1711000.0,,3179000.0,-260000.0,5777000.0,5777000.0,218000.0,218000.0,17000.0,-12064000.0,-12064000.0,-12081000.0,0.0,-12064000.0,-12064000.0,-12081000.0,-5227000.0,-5227000.0,-1030000.0,-11390305.191615,9661000.0,-6482000.0,13621000.0,2297000.0,-503000.0,0.0,-12212000.0,10442000.0,4464000.0,91000.0,91000.0,183000.0,,,-681000.0,-7305.191615,-131000.0,0.010727,20103000.0,-6772000.0,-332000.0,13621000.0,-681000.0,-681000.0,1261000.0
BRI.MI,2021-12-31,12M,EUR,22000.0,,779094913.0,-0.013,9190000.0,4606000.0,4584000.0,779094913.0,-0.013,-9785000.0,-6142000.0,-1536000.0,,3169000.0,-328000.0,5741000.0,5741000.0,197000.0,197000.0,1000.0,-9785000.0,-9785000.0,-9786000.0,,-9785000.0,-9785000.0,-9786000.0,-5064000.0,-5064000.0,-1185000.0,-9495941.176471,8446000.0,-5277000.0,12359000.0,1817000.0,-279000.0,0.0,-11883000.0,9190000.0,4606000.0,87000.0,87000.0,195000.0,,,-351000.0,-61941.176471,-2097000.0,0.176471,17636000.0,-6563000.0,-480000.0,12359000.0,-351000.0,-351000.0,484000.0
BRI.MI,2022-12-31,12M,EUR,22000.0,0.0,779094913.0,0.037,106126000.0,4541000.0,4519000.0,779094913.0,0.037,29148000.0,36729000.0,41270000.0,,54525000.0,0.0,31000.0,31000.0,185000.0,185000.0,-17000.0,29148000.0,29148000.0,29088000.0,77000.0,29148000.0,29071000.0,29165000.0,-4378000.0,-4378000.0,42095000.0,29724921.194616,13374000.0,41151000.0,160651000.0,5489000.0,,0.0,36698000.0,106126000.0,4541000.0,82000.0,271000.0,213000.0,,,-825000.0,-171078.805384,7610000.0,0.207368,119500000.0,41079000.0,4532000.0,160651000.0,-825000.0,-825000.0,825000.0
BRI.MI,2023-06-30,TTM,EUR,,,779094913.0,0.033332,,,,779094913.0,0.033332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRI.MI,2023-12-31,12M,EUR,22000.0,0.0,,,7474000.0,4622000.0,4600000.0,,,-1698000.0,-3715000.0,907000.0,,8784000.0,,0.0,0.0,320000.0,320000.0,45000.0,-1698000.0,-1698000.0,-4017000.0,2274000.0,-1698000.0,-3972000.0,-1743000.0,-5643000.0,-5643000.0,2376000.0,-2855560.0,10681000.0,-1897000.0,16258000.0,2893000.0,,0.0,-3715000.0,7474000.0,4622000.0,54000.0,322000.0,,,,-1469000.0,-352560.0,302000.0,0.24,18155000.0,-1947000.0,5963000.0,16258000.0,-1469000.0,-1469000.0,1469000.0
BRI.MI,2023-12-31,TTM,EUR,22000.0,0.0,779094913.0,-0.002,7474000.0,4622000.0,4600000.0,779094913.0,-0.002,-1698000.0,-3715000.0,907000.0,,8784000.0,,0.0,0.0,320000.0,320000.0,45000.0,-1698000.0,-1698000.0,-4017000.0,2274000.0,-1698000.0,-3972000.0,-1743000.0,-5643000.0,-5643000.0,2376000.0,-2855560.0,10681000.0,-1897000.0,16258000.0,2893000.0,,0.0,-3715000.0,7474000.0,4622000.0,54000.0,322000.0,,,,-1469000.0,-352560.0,302000.0,0.24,18155000.0,-1947000.0,5963000.0,16258000.0,-1469000.0,-1469000.0,1469000.0
