asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,AvailableForSaleSecurities,AverageDilutionEarnings,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalExpenditureReported,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockPayments,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsReceivedCFI,EBIT,EBITDA,EndCashPosition,EnterpriseValue,EnterprisesValueEBITDARatio,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GainLossOnSaleOfPPE,GeneralAndAdministrativeExpense,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFI,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,IssuanceOfDebt,LiabilitiesHeldforSaleNonCurrent,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetInvestmentPropertiesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestrictedCash,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfInvestmentProperties,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,,,,,,,786464446.0,-0.009,,,-1299000.0,,,,,-786000.0,,,,,,,,,,-786000.0,,,,,,,,,,,,,,,786464446.0,-0.009,,,,,,,,82000.0,,,,,-3003000.0,2422000.0,,,,,-123000.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,6440000.0,,,,,3333000.0,262000.0,,,,,,,,3067000.0,,,,,,,,,2172000.0,,,,7000.0,,,,,,-3003000.0,,,,,,,-27000.0,,,,,,,,,203000.0,,0.0,6440000.0,48000.0,2470000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,28097000.0,3357000.0,-14892000.0,-2182000.0,24000.0,,,,779094913.0,-0.015,7511000.0,-585000.0,,39177000.0,114515000.0,3340000.0,3357000.0,,3308000.0,32000.0,-4166000.0,-29925000.0,-6654000.0,9479000.0,-27100000.0,-4166000.0,114515000.0,,81313000.0,-262000.0,10442000.0,141455000.0,2762000.0,28906000.0,31668000.0,71541000.0,-131000.0,4464000.0,4464000.0,4724000.0,4700000.0,7992000.0,779094913.0,-0.015,-12064000.0,,-6435000.0,-1711000.0,3345000.0,203519643.0,-118.947775,12000.0,28984000.0,118227000.0,-33050000.0,,0.0,,627000.0,5539000.0,34603000.0,3179000.0,-260000.0,5777000.0,5777000.0,218000.0,218000.0,-4844000.0,,118227000.0,216716000.0,-685000.0,105085000.0,,29026000.0,,36415000.0,106497000.0,142912000.0,29026000.0,-1030000.0,42786000.0,5338000.0,13227000.0,54536643.0,1547000.0,17000.0,0.0,-262000.0,132063000.0,-12064000.0,-12064000.0,-12081000.0,0.0,-12064000.0,-12064000.0,-12081000.0,-12081000.0,-5227000.0,0.0,,27996000.0,27996000.0,-5227000.0,29246000.0,-100000.0,19711000.0,-585000.0,80686000.0,1059000.0,3051000.0,3781000.0,1577000.0,3051000.0,-1030000.0,-11390305.191615,-32465000.0,9661000.0,-6482000.0,13621000.0,779094913.0,,2055000.0,627000.0,,5227000.0,164000.0,2297000.0,9867000.0,2326000.0,5422000.0,17000.0,-503000.0,0.0,38851000.0,43000.0,-12212000.0,19050000.0,1437000.0,,-585000.0,10442000.0,4464000.0,91000.0,91000.0,-1030000.0,-262000.0,5000.0,183000.0,-17733000.0,,0.0,,,787664845.0,-681000.0,81313000.0,80686000.0,-7305.191615,-131000.0,0.010727,11087000.0,-149000.0,319332000.0,187810000.0,174580000.0,82860000.0,20103000.0,236472000.0,177877000.0,164931000.0,-6772000.0,-332000.0,13621000.0,887000.0,-681000.0,-681000.0,2108000.0,8569932.0,728000.0,69914000.0,1261000.0
2021-12-31,12M,EUR,30194000.0,3019000.0,-16350000.0,-1896000.0,22000.0,22000.0,,,779094913.0,-0.013,3345000.0,-249000.0,,42424000.0,114515000.0,5956000.0,5973000.0,,5922000.0,34000.0,3209000.0,-37886000.0,-4099000.0,5171000.0,-36814000.0,3209000.0,114515000.0,,73594000.0,0.0,9190000.0,182745000.0,3247000.0,11281000.0,14528000.0,55404000.0,-2097000.0,4584000.0,4606000.0,4606000.0,4584000.0,5484000.0,779094913.0,-0.013,-9785000.0,,-6142000.0,-1536000.0,6554000.0,275356999.0,-179.26888,11000.0,45798000.0,155071000.0,-44879000.0,-328000.0,1024000.0,,615000.0,4915000.0,35315000.0,3169000.0,-328000.0,5741000.0,5741000.0,197000.0,197000.0,-5927000.0,,155071000.0,255179000.0,2041000.0,98448000.0,,53176000.0,,39177000.0,170304000.0,209481000.0,53176000.0,-4997000.0,42633000.0,5197000.0,13334000.0,70585999.0,138000.0,1000.0,-13000.0,0.0,175629000.0,-9785000.0,-9785000.0,-9786000.0,,-9785000.0,-9785000.0,-9786000.0,-9786000.0,-5064000.0,2711000.0,-408000.0,48179000.0,48179000.0,-5064000.0,-1250000.0,-408000.0,18965000.0,-249000.0,72979000.0,1003000.0,2899000.0,1343000.0,1583000.0,,-1185000.0,-9495941.176471,-44630000.0,8446000.0,-5277000.0,12359000.0,779094913.0,,,615000.0,,5064000.0,,1817000.0,8178000.0,2843000.0,4307000.0,17000.0,-279000.0,0.0,39793000.0,61000.0,-11883000.0,19138000.0,452000.0,,-249000.0,9190000.0,4606000.0,87000.0,87000.0,-4997000.0,0.0,598000.0,195000.0,-13388000.0,,2711000.0,,,787664845.0,-351000.0,73594000.0,72979000.0,-61941.176471,-2097000.0,0.176471,13068000.0,-133000.0,355239000.0,243898000.0,224009000.0,73732000.0,17636000.0,281507000.0,172494000.0,226103000.0,-6563000.0,-480000.0,12359000.0,1421000.0,-351000.0,-351000.0,2012000.0,8569932.0,728000.0,127341000.0,484000.0
2022-12-31,12M,EUR,23047000.0,2719000.0,-17882000.0,-1937000.0,22000.0,22000.0,2947000.0,0.0,779094913.0,0.037,6554000.0,-462000.0,,45052000.0,114515000.0,14444000.0,14461000.0,,14394000.0,50000.0,8406000.0,137612000.0,182000.0,-5102000.0,132692000.0,8406000.0,114515000.0,,106474000.0,0.0,106126000.0,70137000.0,3041000.0,6782000.0,9823000.0,57605000.0,7631000.0,4519000.0,4541000.0,4541000.0,4519000.0,735000.0,779094913.0,0.037,29148000.0,0.0,36729000.0,41270000.0,14960000.0,276875023.0,,0.0,-141917000.0,40379000.0,173440000.0,,0.0,,592000.0,4656000.0,35674000.0,54525000.0,0.0,31000.0,31000.0,185000.0,185000.0,-6067000.0,,40379000.0,148411000.0,-23579000.0,99389000.0,2947000.0,4748000.0,,42011000.0,35155000.0,77166000.0,4748000.0,-144904000.0,53143000.0,4435000.0,13669000.0,57653023.0,155000.0,-17000.0,-23600000.0,0.0,27493000.0,29148000.0,29148000.0,29088000.0,77000.0,29148000.0,29071000.0,29165000.0,29165000.0,-4378000.0,0.0,483000.0,-140156000.0,-140156000.0,-4378000.0,,,17792000.0,-462000.0,105882000.0,1279000.0,1331000.0,502000.0,1397000.0,40000.0,42095000.0,29724921.194616,173902000.0,13374000.0,41151000.0,160651000.0,779094913.0,,1946000.0,592000.0,,4897000.0,4146000.0,5489000.0,4339000.0,2985000.0,5049000.0,17000.0,,0.0,44732000.0,4000.0,36698000.0,19020000.0,-136000.0,,-462000.0,106126000.0,4541000.0,82000.0,271000.0,-144904000.0,0.0,516000.0,213000.0,29277000.0,,0.0,,,787664845.0,-825000.0,106474000.0,105882000.0,-171078.805384,7610000.0,0.207368,7013000.0,-137000.0,251880000.0,141629000.0,86989000.0,106629000.0,119500000.0,145251000.0,181743000.0,87646000.0,41079000.0,4532000.0,160651000.0,17346000.0,-825000.0,-825000.0,2132000.0,8569932.0,728000.0,12532000.0,825000.0
2023-12-31,12M,EUR,20980000.0,2284000.0,-13389000.0,-1862000.0,22000.0,22000.0,,0.0,,,14960000.0,-1610000.0,,38984000.0,114515000.0,6398000.0,6415000.0,,6346000.0,52000.0,-8301000.0,569000.0,-2277000.0,-3990000.0,-5698000.0,-8301000.0,114515000.0,,104861000.0,0.0,7474000.0,59349000.0,3530000.0,5623000.0,9153000.0,38803000.0,302000.0,4600000.0,4622000.0,4622000.0,4600000.0,902000.0,,,-1698000.0,793000.0,-3715000.0,907000.0,6659000.0,117410427.0,,,90000.0,40741000.0,-17425000.0,-2398000.0,,,569000.0,4146000.0,27325000.0,8784000.0,,0.0,0.0,320000.0,320000.0,-5111000.0,,40748000.0,148978000.0,7424000.0,93939000.0,,9925000.0,,35454000.0,38494000.0,73948000.0,9925000.0,-6510000.0,52778000.0,5972000.0,7478000.0,47836427.0,-122000.0,45000.0,8943000.0,0.0,37719000.0,-1698000.0,-1698000.0,-4017000.0,2274000.0,-1698000.0,-3972000.0,-1743000.0,-1743000.0,-5643000.0,,-702000.0,3415000.0,3415000.0,-5643000.0,,,13936000.0,-1610000.0,104292000.0,1281000.0,1328000.0,467000.0,1329000.0,40000.0,2376000.0,-2855560.0,-15815000.0,10681000.0,-1897000.0,16258000.0,779094913.0,263000.0,1762000.0,569000.0,7000.0,6144000.0,,2893000.0,3994000.0,3122000.0,1023000.0,17000.0,,0.0,27102000.0,332000.0,-3715000.0,16725000.0,1250000.0,,-1610000.0,7474000.0,4622000.0,54000.0,322000.0,-6510000.0,0.0,2141000.0,,-1987000.0,,,,,787664845.0,-1469000.0,104861000.0,104292000.0,-352560.0,302000.0,0.24,6143000.0,-8370000.0,229628000.0,143355000.0,83101000.0,104739000.0,18155000.0,124889000.0,170279000.0,86086000.0,-1947000.0,5963000.0,16258000.0,2128000.0,-1469000.0,-1469000.0,2187000.0,8569932.0,728000.0,20546000.0,1469000.0
