asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AssetsHeldForSaleCurrent,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinJointVenturesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LiabilitiesHeldforSaleNonCurrent,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkingCapital
2019-12-31,12M,EUR,127523000.0,121439000.0,-260195000.0,80556000.0,-12537000.0,0.0,5401000.0,,,76285000.0,-50127000.0,69163000.0,56562000.0,56581000.0,-2096000.0,-19722000.0,-570000.0,-1890000.0,9562000.0,-9244000.0,-2142000.0,-19722000.0,69163000.0,-2096000.0,150221000.0,605000.0,-20000.0,6127000.0,927928000.0,242672000.0,51847000.0,51847000.0,197162000.0,3201000.0,23707000.0,23707000.0,3818000.0,3818000.0,476000.0,,,2022000.0,9736000.0,33443000.0,56562000.0,,-3056000.0,25944000.0,-24659000.0,12915000.0,46828000.0,51974000.0,133976000.0,441916000.0,77790000.0,4271000.0,4271000.0,264000.0,264000.0,-3553000.0,36634000.0,333175000.0,-42134000.0,5401000.0,8118000.0,7594000.0,0.0,0.0,605000.0,20630000.0,,131107000.0,131107000.0,20630000.0,-32059000.0,8118000.0,4345000.0,268543000.0,,710000.0,-242000.0,1551000.0,585000.0,126392000.0,2022000.0,2022000.0,2264000.0,0.0,2022000.0,2022000.0,2264000.0,2264000.0,-15113000.0,-4949000.0,1694000.0,-11429000.0,-11429000.0,-4949000.0,9884000.0,869000.0,181721000.0,-29441000.0,9885000.0,98247000.0,9122000.0,5216000.0,9422000.0,34973000.0,3184800.0,25468000.0,65993000.0,11797000.0,1005718000.0,17172184.0,-1000.0,,3170000.0,,5146000.0,134000.0,4623000.0,4125000.0,349000.0,11516000.0,10893000.0,38344000.0,7341000.0,19000.0,2477000.0,0.0,141511000.0,3170000.0,3706000.0,5465000.0,128902000.0,2046000.0,-751000.0,-15244000.0,-751000.0,-34883000.0,10556000.0,927928000.0,23707000.0,509000.0,7846000.0,-32059000.0,-20000.0,,10987000.0,1576000.0,131000.0,2445000.0,5442000.0,2329000.0,15244000.0,17938772.0,-2477000.0,150221000.0,98247000.0,-367200.0,3201000.0,0.24,16971000.0,-4678000.0,499008000.0,281328000.0,182954000.0,150931000.0,993921000.0,348077000.0,256336000.0,150915000.0,8378000.0,942000.0,1005718000.0,3095000.0,-1530000.0,-1530000.0,1943000.0,766588.0,7426000.0,45510000.0
2020-12-31,12M,EUR,112912000.0,115479000.0,-272853000.0,77438000.0,-12132000.0,,4625000.0,17298044.0,0.706,56562000.0,-41543000.0,69163000.0,40489000.0,40726000.0,,-16074000.0,1360000.0,5873000.0,-17384000.0,8579000.0,-1572000.0,-16074000.0,69163000.0,0.0,159617000.0,,-3088000.0,848000.0,953725000.0,216179000.0,39828000.0,39828000.0,174990000.0,4411000.0,24180000.0,24180000.0,3974000.0,3974000.0,636000.0,17298044.0,0.706,12217000.0,20712000.0,44892000.0,40489000.0,224430712.0,-43086000.0,25734000.0,-3550000.0,12834000.0,48426000.0,55688000.0,127611000.0,439436000.0,87810000.0,4033000.0,4033000.0,252000.0,252000.0,-3386000.0,35331000.0,302156000.0,-10981000.0,4625000.0,6909000.0,,,,,25777000.0,,102711000.0,102711000.0,25777000.0,-55108000.0,6909000.0,4386000.0,276840000.0,109737712.0,494000.0,-52000.0,180000.0,-3088000.0,102050000.0,12217000.0,12217000.0,12269000.0,0.0,12217000.0,12217000.0,12269000.0,12269000.0,-4804000.0,-4690000.0,,-29331000.0,-29331000.0,-4690000.0,-10667000.0,1141000.0,166583000.0,-7498000.0,-10666000.0,103929000.0,8999000.0,5048000.0,9861000.0,44578000.0,11985896.0,37993000.0,67646000.0,20164000.0,1041535000.0,17529986.0,1000.0,,,1000.0,7262000.0,62000.0,3782000.0,,1240000.0,11352000.0,13274000.0,38655000.0,8039000.0,237000.0,492000.0,0.0,129887000.0,3353000.0,4348000.0,16679000.0,123093000.0,1809000.0,-795000.0,-4804000.0,,-36739000.0,9535000.0,953725000.0,24180000.0,508000.0,6770000.0,-55108000.0,-3088000.0,,23902000.0,1173000.0,0.0,,29241000.0,1111000.0,13945000.0,17682500.0,-492000.0,159617000.0,103929000.0,82896.0,4411000.0,0.264,12256000.0,-3501000.0,458983000.0,262328000.0,142539000.0,160111000.0,1021371000.0,298872000.0,242804000.0,123882000.0,18763000.0,909000.0,1041535000.0,3701000.0,314000.0,314000.0,,152514.0,942000.0,41189000.0
2021-12-31,12M,EUR,126549000.0,113677000.0,-282570000.0,77438000.0,-11803000.0,,4348000.0,17509951.0,1.045,40489000.0,-31224000.0,69163000.0,55043000.0,56420000.0,-3594000.0,14555000.0,-8002000.0,3491000.0,13942000.0,1473000.0,10904000.0,14555000.0,69163000.0,-3594000.0,175186000.0,2459000.0,-1631000.0,2867000.0,975561000.0,237489000.0,42517000.0,42517000.0,194325000.0,2327000.0,24994000.0,24994000.0,4252000.0,4252000.0,240000.0,17509951.0,1.045,18290000.0,24488000.0,49482000.0,55043000.0,293996834.0,-7177000.0,32087000.0,23859000.0,13562000.0,48245000.0,57266000.0,125480000.0,446976000.0,94215000.0,3653000.0,3653000.0,352000.0,352000.0,-3352000.0,43333000.0,315711000.0,-33351000.0,4348000.0,16647000.0,,,,2459000.0,27348000.0,0.0,98008000.0,98008000.0,27348000.0,-27534000.0,16647000.0,5326000.0,282931000.0,205952834.0,668000.0,-219000.0,-8579000.0,828000.0,85482000.0,18290000.0,18290000.0,18508000.0,0.0,18290000.0,18290000.0,18508000.0,18508000.0,-2568000.0,-4270000.0,,-186000.0,-186000.0,-4270000.0,-4225000.0,-374000.0,164406000.0,-21830000.0,,117920000.0,8492000.0,4081000.0,9761000.0,47640000.0,16654304.0,55083000.0,71967000.0,22248000.0,1069776000.0,17379986.0,-1000.0,-1000.0,,-1000.0,9021000.0,130000.0,3301000.0,1000.0,1055000.0,12459000.0,16562000.0,39649000.0,8415000.0,1377000.0,-1847000.0,0.0,147254000.0,3392000.0,4391000.0,20835000.0,121529000.0,2408000.0,-8941000.0,-2678000.0,,-28546000.0,11116000.0,975561000.0,24994000.0,559000.0,7807000.0,-27534000.0,-1631000.0,0.0,37515000.0,362000.0,110000.0,,6716000.0,1294000.0,14856000.0,17682500.0,1847000.0,175186000.0,117920000.0,206304.0,2327000.0,0.112,11254000.0,-4007000.0,488650000.0,273194000.0,140525000.0,175854000.0,1047528000.0,312796000.0,251159000.0,118471000.0,23125000.0,969000.0,1069776000.0,4143000.0,1842000.0,1842000.0,,302514.0,2572000.0,43164000.0
2022-12-31,12M,EUR,133880000.0,119107000.0,-301553000.0,77438000.0,-11644000.0,,4903000.0,17282156.0,1.867,55043000.0,-29390000.0,69163000.0,68830000.0,69047000.0,-5595000.0,13786000.0,-4024000.0,-4455000.0,7953000.0,-5971000.0,-6497000.0,13785000.0,69163000.0,-5595000.0,201090000.0,980000.0,-2215000.0,4246000.0,1077433000.0,266378000.0,36169000.0,36169000.0,199993000.0,3671000.0,28114000.0,28114000.0,5746000.0,5746000.0,0.0,17282156.0,1.867,32265000.0,40212000.0,68326000.0,68830000.0,310376413.0,-10012000.0,34608000.0,25480000.0,15113000.0,48245000.0,58265000.0,130751000.0,465521000.0,118851000.0,4081000.0,4081000.0,321000.0,321000.0,-3883000.0,47357000.0,338355000.0,-31073000.0,4903000.0,20120000.0,,,,980000.0,54217000.0,0.0,101096000.0,101096000.0,54217000.0,-48661000.0,20120000.0,5759000.0,288931000.0,229170413.0,393000.0,-195000.0,-4643000.0,-1235000.0,68435000.0,32265000.0,32265000.0,32460000.0,0.0,32265000.0,32265000.0,32460000.0,32460000.0,-2797000.0,-3760000.0,,5556000.0,5556000.0,-3760000.0,-8738000.0,2242000.0,163968000.0,-25875000.0,,142825000.0,8323000.0,4593000.0,8297000.0,70284000.0,34023284.0,54870000.0,77440000.0,41411000.0,1196284000.0,17204986.0,2000.0,-1000.0,,1000.0,10020000.0,53000.0,3760000.0,,736000.0,12807000.0,20033000.0,43568000.0,8304000.0,217000.0,-314000.0,0.0,158642000.0,3474000.0,5635000.0,36131000.0,128776000.0,2245000.0,-5394000.0,-2828000.0,,-26562000.0,12696000.0,1077433000.0,28114000.0,603000.0,5906000.0,-48661000.0,-2215000.0,1780000.0,63381000.0,751000.0,31000.0,,687000.0,2218000.0,17331000.0,17682500.0,-1466000.0,201090000.0,142825000.0,-199716.0,3671000.0,0.102,16929000.0,-5000000.0,521957000.0,302186000.0,137265000.0,201483000.0,1154873000.0,320474000.0,255579000.0,120481000.0,39942000.0,960000.0,1196284000.0,4729000.0,-1958000.0,-1958000.0,,477514.0,4788000.0,66385000.0
2023-12-31,12M,EUR,,,,,,,,17142642.0,2.758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17203657.0,2.748,,,,,424269996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287121996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
