symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,DerivativeProductLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,LiabilitiesHeldforSaleNonCurrent,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkingCapital
ORS.MI,2022-12-31,3M,EUR,133880000.0,119107000.0,-301553000.0,77438000.0,-11644000.0,4903000.0,69163000.0,68830000.0,69047000.0,69163000.0,201090000.0,4246000.0,266378000.0,36169000.0,36169000.0,199993000.0,0.0,34608000.0,48245000.0,58265000.0,130751000.0,465521000.0,47357000.0,338355000.0,4903000.0,20120000.0,0.0,101096000.0,101096000.0,20120000.0,5759000.0,288931000.0,393000.0,68435000.0,163968000.0,142825000.0,8323000.0,4593000.0,8297000.0,17204986.0,-1000.0,,1000.0,10020000.0,53000.0,736000.0,20033000.0,43568000.0,8304000.0,217000.0,158642000.0,3474000.0,5635000.0,128776000.0,12696000.0,63381000.0,17682500.0,201090000.0,142825000.0,16929000.0,521957000.0,302186000.0,137265000.0,201483000.0,320474000.0,255579000.0,120481000.0,4729000.0,477514.0,4788000.0,66385000.0
ORS.MI,2023-03-31,3M,EUR,156049000.0,144372000.0,,77438000.0,,,69163000.0,76895000.0,76895000.0,69163000.0,211392000.0,,316027000.0,,,244786000.0,,,130243000.0,140558000.0,,,56679000.0,211392000.0,6834000.0,,0.0,,,18745000.0,5935000.0,,4541000.0,,174617000.0,70834000.0,8229000.0,4701000.0,8123000.0,17204986.0,,31009000.0,,10315000.0,,679000.0,,,19284000.0,,163377000.0,,,,,73709000.0,17682500.0,211392000.0,70834000.0,18797000.0,665011000.0,211392000.0,,215933000.0,449078000.0,348983000.0,204292000.0,7328000.0,477514.0,4788000.0,71241000.0
ORS.MI,2023-06-30,3M,EUR,176141000.0,160869000.0,-322081000.0,77438000.0,-12722000.0,5532000.0,69163000.0,90837000.0,91028000.0,69163000.0,227998000.0,6427000.0,341002000.0,53596000.0,53596000.0,266704000.0,0.0,39978000.0,128164000.0,138422000.0,173591000.0,496705000.0,53691000.0,456174000.0,5532000.0,20927000.0,0.0,174580000.0,174580000.0,20927000.0,4562000.0,302875000.0,1376000.0,137339000.0,174624000.0,89576000.0,8009000.0,4742000.0,7925000.0,17204986.0,1000.0,,1000.0,10258000.0,2020000.0,628000.0,22877000.0,47128000.0,11182000.0,191000.0,206141000.0,5536000.0,7372000.0,140275000.0,11693000.0,88602000.0,17682500.0,227998000.0,89576000.0,16859000.0,688515000.0,402578000.0,228176000.0,229374000.0,459141000.0,347514000.0,192437000.0,7123000.0,477514.0,4788000.0,74298000.0
ORS.MI,2023-09-30,3M,EUR,169538000.0,166601000.0,,77438000.0,,,69163000.0,101397000.0,101397000.0,69163000.0,242880000.0,,353171000.0,,,263629000.0,,,127447000.0,137554000.0,,,53105000.0,242880000.0,7039000.0,,0.0,,,20114000.0,4596000.0,,1665000.0,,176697000.0,105326000.0,7780000.0,4897000.0,7969000.0,17131244.0,1000.0,30119000.0,1000.0,10107000.0,,578000.0,,,17773000.0,,178184000.0,,,,,103621000.0,17682500.0,242880000.0,105326000.0,14294000.0,702356000.0,242880000.0,,244545000.0,457811000.0,349184000.0,194182000.0,8646000.0,551256.0,5848000.0,89542000.0
ORS.MI,2024-03-31,3M,EUR,149664000.0,146574000.0,,,,,69163000.0,88040000.0,88040000.0,69163000.0,243498000.0,,320126000.0,,,240973000.0,,,127447000.0,137976000.0,,,52228000.0,243498000.0,5543000.0,,0.0,,,20449000.0,4447000.0,,2142000.0,,185841000.0,105522000.0,7243000.0,4434000.0,9137000.0,16929363.0,,26875000.0,,10529000.0,,509000.0,,,18738000.0,,157393000.0,,,,,4611000.0,16929363.0,243498000.0,105522000.0,14546000.0,677179000.0,243498000.0,,245640000.0,431539000.0,357052000.0,190566000.0,7729000.0,,,79153000.0
