symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfIntangibles,SaleOfInvestment,SaleOfPPE,TaxesRefundPaid
ORS.MI,2019-12-31,12M,EUR,76285000.0,-50127000.0,-2096000.0,-19722000.0,-570000.0,-1890000.0,9562000.0,-9244000.0,-2142000.0,-19722000.0,-2096000.0,605000.0,-20000.0,3201000.0,23707000.0,23707000.0,56562000.0,-3056000.0,-24659000.0,-3553000.0,-42134000.0,605000.0,20630000.0,20630000.0,-32059000.0,1551000.0,585000.0,2022000.0,2264000.0,-15113000.0,1694000.0,-11429000.0,-11429000.0,9884000.0,869000.0,-29441000.0,9885000.0,25468000.0,-1000.0,4623000.0,2046000.0,-751000.0,-15244000.0,-751000.0,-34883000.0,-32059000.0,-20000.0,1576000.0,131000.0,2445000.0,5442000.0,-4678000.0
ORS.MI,2020-03-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131000.0,,,
ORS.MI,2020-12-31,12M,EUR,56562000.0,-41543000.0,,-16074000.0,1360000.0,5873000.0,-17384000.0,8579000.0,-1572000.0,-16074000.0,0.0,,-3088000.0,4411000.0,24180000.0,24180000.0,40489000.0,-43086000.0,-3550000.0,-3386000.0,-10981000.0,,25777000.0,25777000.0,-55108000.0,180000.0,-3088000.0,12217000.0,12269000.0,-4804000.0,,-29331000.0,-29331000.0,-10667000.0,1141000.0,-7498000.0,-10666000.0,37993000.0,1000.0,3782000.0,1809000.0,-795000.0,-4804000.0,,-36739000.0,-55108000.0,-3088000.0,1173000.0,0.0,,29241000.0,-3501000.0
ORS.MI,2021-12-31,12M,EUR,40489000.0,-31224000.0,-3594000.0,14555000.0,-8002000.0,3491000.0,13942000.0,1473000.0,10904000.0,14555000.0,-3594000.0,2459000.0,-1631000.0,2327000.0,24994000.0,24994000.0,55043000.0,-7177000.0,23859000.0,-3352000.0,-33351000.0,2459000.0,27348000.0,27348000.0,-27534000.0,-8579000.0,828000.0,18290000.0,18508000.0,-2568000.0,,-186000.0,-186000.0,-4225000.0,-374000.0,-21830000.0,,55083000.0,-1000.0,3301000.0,2408000.0,-8941000.0,-2678000.0,,-28546000.0,-27534000.0,-1631000.0,362000.0,110000.0,,6716000.0,-4007000.0
ORS.MI,2022-09-30,TTM,EUR,52135000.0,-41764000.0,-5206000.0,13145000.0,-4057000.0,2533000.0,8792000.0,-12406000.0,-5138000.0,13146000.0,,4321000.0,-3646000.0,886000.0,27129000.0,27129000.0,65281000.0,9576000.0,11247000.0,-3557000.0,-49441000.0,4321000.0,71006000.0,71006000.0,-49748000.0,-11768000.0,675000.0,32440000.0,32778000.0,-3194000.0,,21258000.0,21258000.0,-7151000.0,1219000.0,-35698000.0,,53011000.0,-1000.0,3378000.0,1577000.0,-11870000.0,-3123000.0,,-38641000.0,-49748000.0,-3646000.0,102000.0,-71000.0,,2943000.0,-4044000.0
ORS.MI,2022-12-31,12M,EUR,55043000.0,-29390000.0,-5595000.0,13786000.0,-4024000.0,-4455000.0,7953000.0,-5971000.0,-6497000.0,13785000.0,-5595000.0,980000.0,-2215000.0,3671000.0,28114000.0,28114000.0,68830000.0,-10012000.0,25480000.0,-3883000.0,-31073000.0,980000.0,54217000.0,54217000.0,-48661000.0,-4643000.0,-1235000.0,32265000.0,32460000.0,-2797000.0,,5556000.0,5556000.0,-8738000.0,2242000.0,-25875000.0,,54870000.0,2000.0,3760000.0,2245000.0,-5394000.0,-2828000.0,,-26562000.0,-48661000.0,-2215000.0,751000.0,31000.0,,687000.0,-5000000.0
ORS.MI,2023-09-30,TTM,EUR,65280000.0,-15573000.0,-6411000.0,36117000.0,-1788000.0,-2707000.0,-3119000.0,1761000.0,-5853000.0,36115000.0,-6411000.0,-2850000.0,-1060000.0,8312000.0,19769000.0,19769000.0,101395000.0,30861000.0,54722000.0,-5788000.0,-65041000.0,-2850000.0,64253000.0,64253000.0,-17206000.0,-52013000.0,-3910000.0,49971000.0,50648000.0,-1997000.0,,47047000.0,47047000.0,-5865000.0,1786000.0,-12817000.0,,70295000.0,2000.0,6538000.0,2928000.0,-1220000.0,-2032000.0,,-13541000.0,-17206000.0,-1060000.0,407000.0,35000.0,,724000.0,-6257000.0
ORS.MI,2024-03-31,TTM,EUR,76895000.0,57216000.0,,11144000.0,4975000.0,931000.0,-6386000.0,-4358000.0,-4838000.0,11144000.0,-6303000.0,,-4267000.0,7103000.0,13244000.0,13244000.0,88039000.0,-56432000.0,109515000.0,-7403000.0,15277000.0,,9897000.0,9897000.0,-20965000.0,-44042000.0,-5757000.0,39433000.0,40136000.0,67770000.0,,-11068000.0,-11068000.0,-33304000.0,1570000.0,-10021000.0,,52299000.0,1000.0,8351000.0,2849000.0,225000.0,67774000.0,,-10558000.0,-20965000.0,-4267000.0,-877000.0,-4000.0,,537000.0,-7143000.0
