symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
SIAV.MI,2020-12-31,12M,EUR,1562000.0,7500000.0,0.126933,19142000.0,1890000.0,328000.0,7500000.0,0.126933,952000.0,919000.0,2809000.0,,9961000.0,58000.0,148000.0,148000.0,1000.0,1000.0,198000.0,952000.0,952000.0,754000.0,952000.0,952000.0,753000.0,-184000.0,-184000.0,2867000.0,1008721.141375,8948000.0,1013000.0,29103000.0,1189000.0,,0.0,771000.0,19142000.0,1417000.0,1856000.0,1856000.0,,-58000.0,-1278.858625,17000.0,0.022049,28090000.0,37000.0,29103000.0,-58000.0,-58000.0,
SIAV.MI,2021-12-31,12M,EUR,,7500000.0,0.137733,26772000.0,2659000.0,2659000.0,7500000.0,0.137733,1033000.0,1327000.0,3994000.0,183000.0,6458000.0,,,,,,113000.0,1033000.0,1033000.0,920000.0,1033000.0,1033000.0,920000.0,-235000.0,-235000.0,3994000.0,1033000.0,5131000.0,1327000.0,33230000.0,,,0.0,1092000.0,26772000.0,2667000.0,2289000.0,2289000.0,183000.0,,0.0,172000.0,0.157509,31903000.0,,33230000.0,,,
SIAV.MI,2023-06-30,TTM,EUR,,9170000.0,,,,,9170000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIAV.MI,2023-12-31,12M,EUR,,8952225.0,-0.03083,,,,8952225.0,-0.03083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIAV.MI,2023-12-31,TTM,EUR,2224000.0,8952225.0,-0.03083,26897000.0,4428000.0,2204000.0,8952225.0,-0.03083,-276000.0,908000.0,5336000.0,,5924000.0,,,,,,180000.0,-276000.0,-276000.0,-456000.0,-276000.0,-276000.0,-456000.0,-1062000.0,-1062000.0,5534000.0,-125520.0,5016000.0,908000.0,32821000.0,213000.0,198000.0,0.0,-353000.0,26897000.0,4428000.0,375000.0,375000.0,,-198000.0,-47520.0,103000.0,0.24,31913000.0,,32821000.0,-198000.0,-198000.0,0.0
