symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
ESPE.MI,2021-12-31,12M,EUR,99000.0,11849500.0,0.006161,15506000.0,233000.0,134000.0,11849500.0,0.006161,73000.0,224000.0,457000.0,2759000.0,109000.0,109000.0,21000.0,21000.0,73000.0,73000.0,72000.0,73000.0,73000.0,72000.0,-88000.0,-88000.0,315000.0,-15904.347826,2852000.0,-93000.0,18265000.0,148000.0,41000.0,-199000.0,0.0,115000.0,15506000.0,233000.0,266000.0,266000.0,143000.0,53095.652174,43000.0,0.373913,18358000.0,18265000.0,142000.0,142000.0,56000.0
ESPE.MI,2022-12-31,12M,EUR,216000.0,11849500.0,0.018904,32385000.0,391000.0,175000.0,11849500.0,0.018904,224000.0,495000.0,886000.0,4135000.0,127000.0,127000.0,12000.0,12000.0,224000.0,224000.0,223000.0,224000.0,224000.0,223000.0,-115000.0,-115000.0,1163000.0,391855.978261,3522000.0,613000.0,36520000.0,149000.0,160000.0,27000.0,0.0,368000.0,32385000.0,391000.0,308000.0,308000.0,-277000.0,-109144.021739,145000.0,0.394022,35907000.0,36520000.0,-277000.0,-277000.0,250000.0
ESPE.MI,2023-06-30,TTM,EUR,,11849500.0,0.051732,,,,11849500.0,0.051732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPE.MI,2023-12-31,TTM,EUR,,11849500.0,0.137305,34331000.0,1308000.0,1308000.0,11849500.0,0.137305,1627000.0,2848000.0,4156000.0,8410000.0,323000.0,323000.0,,,1627000.0,1627000.0,1627000.0,1627000.0,1627000.0,1627000.0,-323000.0,-323000.0,4156000.0,1627000.0,6081000.0,2329000.0,42741000.0,519000.0,514000.0,,0.0,2525000.0,34331000.0,1308000.0,481000.0,481000.0,,0.0,898000.0,0.355644,40412000.0,42741000.0,,,
