symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinancialAssets,FinishedGoods,FixedAssetsRevaluationReserve,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInventories,OtherNonCurrentAssets,OtherPayable,OtherProperties,OtherReceivables,Payables,PrepaidAssets,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,WorkInProcess,WorkingCapital
MARE.MI,2022-12-31,3M,EUR,4735000.0,19314000.0,-188000.0,41000.0,2141000.0,3036000.0,3036000.0,2141000.0,17922000.0,36015000.0,8397000.0,8397000.0,23921000.0,0.0,344000.0,3877000.0,2756000.0,18250000.0,19502000.0,1895000.0,416000.0,42221000.0,41000.0,267000.0,4035000.0,61000.0,593000.0,15902000.0,15902000.0,4363000.0,150000.0,806000.0,63000.0,21263000.0,1896000.0,-328000.0,2609000.0,12050000.0,-1000.0,8000.0,1000.0,15494000.0,1000.0,-1000.0,4590000.0,496000.0,7327000.0,12945000.0,647000.0,0.0,2546000.0,12050000.0,17922000.0,-328000.0,5276000.0,60567000.0,33824000.0,24299000.0,17985000.0,42582000.0,24552000.0,18661000.0,3620000.0,71000.0,12094000.0
MARE.MI,2023-06-30,3M,EUR,3917000.0,17215000.0,-273000.0,23000.0,2141000.0,1826000.0,1826000.0,2141000.0,16503000.0,31218000.0,10085000.0,10085000.0,25136000.0,204000.0,532000.0,3877000.0,2886000.0,21257000.0,17488000.0,1832000.0,592000.0,42799000.0,23000.0,327000.0,4079000.0,0.0,526000.0,16211000.0,16211000.0,4406000.0,120000.0,858000.0,201000.0,24470000.0,1832000.0,-4754000.0,2673000.0,12050000.0,,-1000.0,2000.0,18371000.0,,-1000.0,5549000.0,448000.0,7895000.0,11909000.0,108000.0,0.0,-985000.0,12050000.0,16503000.0,-4754000.0,3582000.0,60844000.0,32714000.0,26296000.0,16704000.0,44140000.0,29626000.0,19004000.0,2443000.0,60000.0,6082000.0
