symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DerivativeProductLiabilities,FinancialAssets,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentLiabilities,OtherIntangibleAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
NSP.MI,2019-12-31,12M,EUR,,,,-545567.0,250000.0,,,,,1583833.0,,,,,,,,,150236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,82067.0,,,,,,,,,0.0,,370000.0,,,,,,,,,,,,,,,,,,
NSP.MI,2020-12-31,12M,EUR,3032547.0,6588328.0,12671710.0,-542665.0,255.0,253281.0,750520.0,6502710.0,6643173.0,6501502.0,6502710.0,750520.0,16040789.0,32256.0,18710056.0,21496.0,1244976.0,1266472.0,148632.0,8751452.0,26751.0,0.0,3275835.0,17422999.0,6588328.0,576180.0,94093.0,27817669.0,255.0,307000.0,675858.0,0.0,231785.0,10531904.0,10763689.0,982858.0,20000.0,15834.0,697295.0,5274170.0,576180.0,-1382210.0,,11667.0,1047659.0,14978504.0,31381.0,14147164.0,-1.0,1245750.0,153776.0,3463577.0,140463.0,5412630.0,485973.0,,374314.0,,261296.0,15014404.0,16040789.0,-1382210.0,1772253.0,37692348.0,26572693.0,12030161.0,16738084.0,20954264.0,18982292.0,12202812.0,1134333.0,333047.0,35900.0,92966.0,94093.0,9958604.0
NSP.MI,2021-12-31,12M,EUR,2061714.0,7993007.0,18439318.0,-573440.0,255.0,2169340.0,872216.0,8461078.0,8612747.0,,8461078.0,872216.0,22647700.0,0.0,22159728.0,215046.0,2742856.0,2957902.0,155966.0,10604567.0,4461.0,781.0,5991492.0,21270681.0,7993007.0,3022309.0,256778.0,36053389.0,255.0,373485.0,1099558.0,0.0,1954294.0,10662833.0,12617127.0,1473043.0,20000.0,11987.0,627283.0,4944611.0,3022309.0,1377019.0,,3932.0,1292219.0,17122422.0,,15279189.0,,2370887.0,273022.0,4447275.0,151669.0,5361142.0,639547.0,,2737300.0,,654039.0,17240322.0,22647700.0,1377019.0,693955.0,47935570.0,33310533.0,15575029.0,23274983.0,24660587.0,25775842.0,14056020.0,928541.0,118281.0,117900.0,306587.0,256778.0,11555161.0
NSP.MI,2022-12-31,12M,EUR,2810453.0,7027272.0,23156447.0,,255.0,2039713.0,959166.0,3565300.0,4401969.0,,3565300.0,959166.0,28414354.0,0.0,18746661.0,171640.0,3909810.0,4081450.0,116198.0,11133086.0,0.0,140613.0,8771792.0,34290818.0,7027272.0,3240628.0,126985.0,42366607.0,255.0,612185.0,343346.0,0.0,1868073.0,10042443.0,11910516.0,955531.0,20000.0,36115.0,4068825.0,10386953.0,3240628.0,-5876464.0,116198.0,113756.0,1685069.0,19167422.0,,25519026.0,7973.0,1390058.0,280286.0,4961120.0,836669.0,4664520.0,773396.0,42919.0,2924227.0,,369062.0,19183322.0,28414354.0,-5876464.0,2186396.0,57379665.0,38456797.0,15991966.0,32483179.0,24896486.0,38632945.0,13763400.0,464009.0,34059.0,15900.0,41419.0,126985.0,7613575.0
NSP.MI,2023-12-31,12M,EUR,2885961.0,7000543.0,26164447.0,,,1704675.0,1039166.0,2409435.0,2597703.0,,2409435.0,1039166.0,32855891.0,0.0,18000069.0,175597.0,5224305.0,5399902.0,,13021226.0,7849.0,67981.0,11656106.0,39460167.0,7000543.0,3005405.0,0.0,48119460.0,0.0,302100.0,343346.0,91731.0,1529078.0,10039264.0,11568342.0,737177.0,50000.0,34344.0,1766929.0,12854134.0,3005405.0,-6604276.0,,192883.0,1809798.0,20767422.0,,27804061.0,3000.0,1282541.0,269134.0,7764160.0,188268.0,5419219.0,1009196.0,16810.0,2701927.0,,551234.0,20783322.0,32855891.0,-6604276.0,620853.0,61275899.0,42895155.0,16968244.0,34622820.0,26653079.0,43275830.0,13631853.0,1250717.0,-19.0,15900.0,41419.0,0.0,4978843.0
