asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,CashEquivalents,CashFinancial,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendReceivedCFO,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,HedgingAssetsCurrent,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PrepaidAssets,PretaxIncome,Properties,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RetainedEarnings,SaleOfIntangibles,SaleOfInvestment,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital,WriteOff
2019-12-31,12M,EUR,266105000.0,272033000.0,-1715884000.0,23241000.0,-18091000.0,18906000.0,405004000.0,,,406217000.0,-65671000.0,96109000.0,120120000.0,511183000.0,517466000.0,-25754000.0,510916000.0,511183000.0,104966000.0,17212000.0,6170000.0,-26275000.0,26641000.0,23748000.0,104336000.0,120120000.0,-25754000.0,1133811000.0,42254000.0,470800000.0,1032191000.0,24728000.0,70964000.0,95692000.0,521635000.0,27881000.0,26511000.0,114107000.0,114107000.0,115038000.0,96132000.0,13653000.0,,,44092000.0,21782000.0,124635000.0,239673000.0,630000.0,511183000.0,,-95229000.0,2259000.0,188306000.0,-1809000.0,23359000.0,350623000.0,722591000.0,290124000.0,2627476000.0,964195000.0,37000.0,38513000.0,15912000.0,15912000.0,2148000.0,2148000.0,-19859000.0,3929000.0,178027000.0,1803527000.0,-54412000.0,370022000.0,405004000.0,51398000.0,55000.0,565080000.0,71381000.0,598752000.0,670133000.0,51453000.0,36676000.0,1614743000.0,,1011919000.0,-38033000.0,158533000.0,44092000.0,44092000.0,82212000.0,-87000.0,44092000.0,44179000.0,82125000.0,82125000.0,-3081000.0,-18652000.0,7524000.0,-64871000.0,-29223000.0,-18652000.0,-69475000.0,-31000.0,911592000.0,-58824000.0,-35648000.0,411220000.0,5391000.0,142716000.0,197101000.0,51717000.0,914000.0,286375000.0,79493191.330261,253977000.0,817392000.0,146803000.0,1434995000.0,120120000.0,,578000.0,,371968000.0,,6832000.0,14268000.0,1795000.0,426888000.0,95647000.0,405399000.0,33653000.0,6283000.0,-1282000.0,0.0,378008000.0,-3532000.0,9847000.0,108723000.0,565080000.0,6306000.0,-6847000.0,-1714000.0,-58824000.0,87094000.0,470800000.0,114107000.0,14995000.0,14995000.0,799457000.0,3766000.0,9238000.0,23359000.0,120120000.0,-39792000.0,1133811000.0,411220000.0,-11387808.669739,26511000.0,0.24384,21128000.0,-32918000.0,3642401000.0,1732563000.0,765825000.0,2145730000.0,1288192000.0,1496671000.0,2610210000.0,975036000.0,114438000.0,4888000.0,1434995000.0,16256000.0,-46702000.0,-46702000.0,365000.0,88674000.0,510556000.0,2561000.0
2020-12-31,12M,EUR,267928000.0,268628000.0,-1247208000.0,23241000.0,-17077000.0,17947000.0,319691000.0,120120000.0,0.373,511183000.0,-59788000.0,94380000.0,120120000.0,642265000.0,642935000.0,-29049000.0,641880000.0,385000.0,131082000.0,22227000.0,11810000.0,2410000.0,1169000.0,37616000.0,142945000.0,120120000.0,,1096117000.0,39728000.0,478459000.0,1126141000.0,29669000.0,369338000.0,399007000.0,833717000.0,17225000.0,20997000.0,111944000.0,111944000.0,112337000.0,94390000.0,3415000.0,120120000.0,0.373,44782000.0,14673000.0,121616000.0,233953000.0,-11864000.0,642265000.0,633208200.0,-87986000.0,2015000.0,195990000.0,-3668000.0,20359000.0,331353000.0,631170000.0,285705000.0,2110600000.0,936742000.0,2100000.0,53739000.0,15250000.0,15250000.0,2148000.0,2148000.0,-17100000.0,3448000.0,155470000.0,1726316000.0,-24847000.0,358462000.0,319691000.0,49432000.0,55000.0,,64711000.0,260861000.0,325572000.0,49487000.0,33233000.0,1221423000.0,361561200.0,970518000.0,-40587000.0,,44782000.0,44782000.0,85369000.0,0.0,44782000.0,44782000.0,85369000.0,85369000.0,-3841000.0,-20295000.0,31336000.0,,,-20295000.0,-58937000.0,-1000.0,863393000.0,-52341000.0,,464947000.0,4121000.0,141650000.0,175338000.0,52198000.0,,284673000.0,85002960.0,255778000.0,781122000.0,155620000.0,1415201000.0,120120000.0,1000.0,,-1000.0,299817000.0,,5043000.0,,1634000.0,399494000.0,112483000.0,359754000.0,28123000.0,670000.0,-642000.0,0.0,398978000.0,85000.0,9708000.0,106366000.0,489695000.0,-13638000.0,-7447000.0,-47159000.0,-52341000.0,84384000.0,478459000.0,111944000.0,12101000.0,12101000.0,839283000.0,3606000.0,78495000.0,20359000.0,120120000.0,-55607000.0,1096117000.0,464947000.0,-10499040.0,20997000.0,0.207,19177000.0,-37969000.0,3495037000.0,1356978000.0,724579000.0,2066635000.0,1259581000.0,1428402000.0,2368896000.0,594685000.0,107984000.0,7193000.0,1415201000.0,18567000.0,-50720000.0,-50720000.0,808000.0,69071000.0,292424000.0,2510000.0
2021-12-31,12M,EUR,322164000.0,279922000.0,-1306022000.0,23241000.0,-14503000.0,17170000.0,559537000.0,120120000.0,0.794,642265000.0,-83235000.0,89499000.0,120120000.0,397882000.0,398989000.0,-23167000.0,397424000.0,458000.0,-244383000.0,-39008000.0,-21733000.0,67994000.0,-25881000.0,-18628000.0,-251446000.0,120120000.0,,1235074000.0,50575000.0,554327000.0,923914000.0,25512000.0,116822000.0,142334000.0,605323000.0,16366000.0,34365000.0,117317000.0,117317000.0,117560000.0,100390000.0,9762000.0,120120000.0,0.794,95400000.0,38813000.0,229215000.0,346775000.0,7063000.0,397882000.0,609765000.0,-287582000.0,1261000.0,172371000.0,-20186000.0,19118000.0,318688000.0,616657000.0,294425000.0,2172414000.0,997491000.0,3938000.0,0.0,10882000.0,10882000.0,1055000.0,1055000.0,-12592000.0,2026000.0,184857000.0,1668197000.0,-219470000.0,342104000.0,559537000.0,52794000.0,55000.0,,63987000.0,316301000.0,380288000.0,52849000.0,32933000.0,1246617000.0,474474000.0,1029696000.0,-88568000.0,35241000.0,95400000.0,95400000.0,183968000.0,,95400000.0,95400000.0,183968000.0,183968000.0,2690000.0,-15092000.0,-141582000.0,-233266000.0,62177000.0,-15092000.0,-31149000.0,1000.0,866392000.0,-80579000.0,-295443000.0,618417000.0,3137000.0,143918000.0,165494000.0,46881000.0,,344923000.0,93736904.0,255606000.0,813576000.0,183915000.0,1551818000.0,120120000.0,,,,297969000.0,,3789000.0,,1178000.0,447311000.0,94819000.0,373407000.0,33184000.0,1107000.0,-2129000.0,0.0,435498000.0,-2281000.0,8462000.0,218333000.0,501815000.0,403000.0,-2656000.0,-162919000.0,-80579000.0,99193000.0,554327000.0,117317000.0,11319000.0,11319000.0,936691000.0,5346000.0,21337000.0,19118000.0,120120000.0,1013000.0,1235074000.0,618417000.0,188904.0,34365000.0,0.102,14562000.0,-48233000.0,3509160000.0,1551375000.0,522622000.0,2264770000.0,1367903000.0,1244390000.0,2585246000.0,639067000.0,203816000.0,5265000.0,1551818000.0,18515000.0,1852000.0,1852000.0,572000.0,84403000.0,318591000.0,1116000.0
2022-12-31,12M,EUR,413605000.0,317319000.0,-1750942000.0,23241000.0,-13178000.0,16706000.0,562304000.0,120120000.0,0.926,397881000.0,-106314000.0,90294000.0,120120000.0,413333000.0,458819000.0,-31841000.0,412212000.0,1121000.0,15451000.0,-29384000.0,10975000.0,73015000.0,-30432000.0,24174000.0,14384000.0,120120000.0,,1364424000.0,56554000.0,817544000.0,1076001000.0,26825000.0,111092000.0,137917000.0,706294000.0,14058000.0,47814000.0,131939000.0,131939000.0,132277000.0,115571000.0,13455000.0,120120000.0,0.926,111283000.0,43133000.0,282803000.0,415080000.0,1067000.0,413332000.0,503782600.0,-87108000.0,984000.0,221490000.0,-65212000.0,26847000.0,408411000.0,705245000.0,330497000.0,2702279000.0,1099894000.0,13475000.0,14680000.0,13831000.0,13831000.0,2629000.0,2629000.0,-14363000.0,3066000.0,222976000.0,1768890000.0,-226312000.0,369493000.0,562304000.0,53256000.0,58000.0,,63469000.0,293374000.0,356843000.0,53314000.0,33482000.0,1608071000.0,375975600.0,1178956000.0,-106104000.0,4773000.0,111283000.0,111283000.0,217387000.0,,111283000.0,111283000.0,217387000.0,217387000.0,-6904000.0,-16625000.0,-127945000.0,-55267000.0,-11705000.0,-16625000.0,,1000.0,951337000.0,-91464000.0,-43562000.0,659179000.0,4944000.0,135508000.0,184548000.0,38158000.0,,413591000.0,110072443.0,327804000.0,911802000.0,188092000.0,1917438000.0,120120000.0,,,-2000.0,296834000.0,25399000.0,2885000.0,-1000.0,1412000.0,500893000.0,107332000.0,404119000.0,38428000.0,45486000.0,-22522000.0,0.0,534060000.0,-4008000.0,9138000.0,268972000.0,633535000.0,-5790000.0,-14850000.0,-283675000.0,-91464000.0,119434000.0,817544000.0,131939000.0,12582000.0,12582000.0,1155237000.0,7946000.0,155730000.0,26847000.0,120120000.0,7327000.0,1364424000.0,659179000.0,278443.0,51585000.0,0.187,15846000.0,-49164000.0,3881486000.0,1657798000.0,494760000.0,2543380000.0,1729346000.0,1338106000.0,2805485000.0,631812000.0,197758000.0,5423000.0,1917438000.0,13123000.0,1489000.0,1489000.0,383000.0,102558000.0,369707000.0,515000.0
2023-12-31,12M,EUR,,,,,,,,120132906.0,1.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120132906.0,1.091,,,,,,,619216000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516516000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
