asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital
2022-12-31,3M,EUR,413605000.0,317319000.0,-1750942000.0,23241000.0,-13178000.0,562304000.0,90294000.0,120120000.0,413333000.0,458819000.0,412212000.0,1121000.0,120120000.0,1364424000.0,56554000.0,1076001000.0,26825000.0,111092000.0,137917000.0,706294000.0,14058000.0,13455000.0,984000.0,408411000.0,705245000.0,330497000.0,2702279000.0,13475000.0,222976000.0,1768890000.0,369493000.0,562304000.0,53256000.0,,58000.0,63469000.0,293374000.0,356843000.0,53314000.0,33482000.0,1608071000.0,1178956000.0,4773000.0,951337000.0,659179000.0,4944000.0,135508000.0,184548000.0,38158000.0,120120000.0,,-2000.0,,296834000.0,25399000.0,2885000.0,-1000.0,107332000.0,404119000.0,38428000.0,45486000.0,534060000.0,9138000.0,633535000.0,119434000.0,1155237000.0,120120000.0,1364424000.0,659179000.0,15846000.0,3881486000.0,1657798000.0,494760000.0,2543380000.0,1338106000.0,2805485000.0,631812000.0,13123000.0,383000.0,102558000.0,369707000.0
2023-06-30,3M,EUR,320582000.0,397030000.0,-1708651000.0,23241000.0,-12393000.0,632951000.0,92277000.0,120120000.0,278489000.0,371609000.0,278242000.0,247000.0,120120000.0,1421876000.0,82246000.0,1092430000.0,28566000.0,124315000.0,152881000.0,696924000.0,13004000.0,11181000.0,817000.0,381227000.0,666024000.0,409423000.0,2631122000.0,12320000.0,241320000.0,1803908000.0,361625000.0,632951000.0,32582000.0,20206000.0,58000.0,63711000.0,257717000.0,321428000.0,52846000.0,33306000.0,1530869000.0,1163590000.0,103543000.0,922471000.0,755852000.0,1493000.0,142566000.0,202881000.0,34733000.0,120120000.0,-1000.0,,1000.0,284797000.0,14925000.0,1989000.0,-2000.0,134782000.0,411984000.0,36046000.0,93120000.0,484624000.0,15550000.0,606023000.0,136652000.0,1235346000.0,120120000.0,1421876000.0,755852000.0,18556000.0,3887827000.0,1679593000.0,474309000.0,2585466000.0,1302361000.0,2795397000.0,605437000.0,29260000.0,417000.0,103851000.0,395506000.0
