symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,HedgingAssetsCurrent,Inventory,InvestedCapital,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinSubsidiariesatCost,LandAndImprovements,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentAssets,OtherCurrentLiabilities,OtherIntangibleAssets,OtherInvestments,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PrepaidAssets,Properties,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,WorkInProcess,WorkingCapital
CALT.MI,2019-12-31,12M,EUR,266105000.0,272033000.0,-1715884000.0,23241000.0,-18091000.0,405004000.0,96109000.0,120120000.0,511183000.0,517466000.0,510916000.0,511183000.0,120120000.0,1133811000.0,42254000.0,1032191000.0,24728000.0,70964000.0,95692000.0,521635000.0,27881000.0,13653000.0,2259000.0,350623000.0,722591000.0,290124000.0,2627476000.0,37000.0,178027000.0,1803527000.0,370022000.0,405004000.0,51398000.0,55000.0,565080000.0,71381000.0,598752000.0,670133000.0,51453000.0,36676000.0,1614743000.0,1011919000.0,158533000.0,911592000.0,411220000.0,5391000.0,142716000.0,197101000.0,51717000.0,914000.0,120120000.0,578000.0,,371968000.0,,6832000.0,14268000.0,95647000.0,405399000.0,33653000.0,6283000.0,378008000.0,9847000.0,565080000.0,87094000.0,799457000.0,120120000.0,1133811000.0,411220000.0,21128000.0,3642401000.0,1732563000.0,765825000.0,2145730000.0,1496671000.0,2610210000.0,975036000.0,16256000.0,365000.0,88674000.0,510556000.0
CALT.MI,2020-12-31,12M,EUR,267928000.0,268628000.0,-1247208000.0,23241000.0,-17077000.0,319691000.0,94380000.0,120120000.0,642265000.0,642935000.0,641880000.0,385000.0,120120000.0,1096117000.0,39728000.0,1126141000.0,29669000.0,369338000.0,399007000.0,833717000.0,17225000.0,3415000.0,2015000.0,331353000.0,631170000.0,285705000.0,2110600000.0,2100000.0,155470000.0,1726316000.0,358462000.0,319691000.0,49432000.0,55000.0,,64711000.0,260861000.0,325572000.0,49487000.0,33233000.0,1221423000.0,970518000.0,,863393000.0,464947000.0,4121000.0,141650000.0,175338000.0,52198000.0,,120120000.0,,-1000.0,299817000.0,,5043000.0,,112483000.0,359754000.0,28123000.0,670000.0,398978000.0,9708000.0,489695000.0,84384000.0,839283000.0,120120000.0,1096117000.0,464947000.0,19177000.0,3495037000.0,1356978000.0,724579000.0,2066635000.0,1428402000.0,2368896000.0,594685000.0,18567000.0,808000.0,69071000.0,292424000.0
CALT.MI,2021-12-31,12M,EUR,322164000.0,279922000.0,-1306022000.0,23241000.0,-14503000.0,559537000.0,89499000.0,120120000.0,397882000.0,398989000.0,397424000.0,458000.0,120120000.0,1235074000.0,50575000.0,923914000.0,25512000.0,116822000.0,142334000.0,605323000.0,16366000.0,9762000.0,1261000.0,318688000.0,616657000.0,294425000.0,2172414000.0,3938000.0,184857000.0,1668197000.0,342104000.0,559537000.0,52794000.0,55000.0,,63987000.0,316301000.0,380288000.0,52849000.0,32933000.0,1246617000.0,1029696000.0,35241000.0,866392000.0,618417000.0,3137000.0,143918000.0,165494000.0,46881000.0,,120120000.0,,,297969000.0,,3789000.0,,94819000.0,373407000.0,33184000.0,1107000.0,435498000.0,8462000.0,501815000.0,99193000.0,936691000.0,120120000.0,1235074000.0,618417000.0,14562000.0,3509160000.0,1551375000.0,522622000.0,2264770000.0,1244390000.0,2585246000.0,639067000.0,18515000.0,572000.0,84403000.0,318591000.0
CALT.MI,2022-12-31,12M,EUR,413605000.0,317319000.0,-1750942000.0,23241000.0,-13178000.0,562304000.0,90294000.0,120120000.0,413333000.0,458819000.0,412212000.0,1121000.0,120120000.0,1364424000.0,56554000.0,1076001000.0,26825000.0,111092000.0,137917000.0,706294000.0,14058000.0,13455000.0,984000.0,408411000.0,705245000.0,330497000.0,2702279000.0,13475000.0,222976000.0,1768890000.0,369493000.0,562304000.0,53256000.0,58000.0,,63469000.0,293374000.0,356843000.0,53314000.0,33482000.0,1608071000.0,1178956000.0,4773000.0,951337000.0,659179000.0,4944000.0,135508000.0,184548000.0,38158000.0,,120120000.0,,-2000.0,296834000.0,25399000.0,2885000.0,-1000.0,107332000.0,404119000.0,38428000.0,45486000.0,534060000.0,9138000.0,633535000.0,119434000.0,1155237000.0,120120000.0,1364424000.0,659179000.0,15846000.0,3881486000.0,1657798000.0,494760000.0,2543380000.0,1338106000.0,2805485000.0,631812000.0,13123000.0,383000.0,102558000.0,369707000.0
