symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,BeginningCashPosition,CapitalExpenditure,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,InterestPaidCFF,InvestingCashFlow,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PensionAndEmployeeBenefitExpense,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,RepaymentOfDebt,SaleOfIntangibles,TaxesRefundPaid
SSL.MI,2020-06-30,12M,EUR,30408328.0,3903510.0,-48603183.0,17121714.0,7424056.0,846263.0,-1133430.0,-1722631.0,46071694.0,-25318893.0,34474495.0,7424057.0,1420979.0,1576115.0,31984443.0,11327566.0,-3575567.0,-10319736.0,-16673723.0,-873826.0,-27283823.0,,,-2290639.0,,-15876263.0,-15876263.0,-18114514.0,133618.0,-2290639.0,-2290639.0,-411102.0,-8343440.0,-959487.0,38283447.0,-1.0,1361126.0,72111.0,-1390222.0,-47643696.0,-2290639.0,29529182.0,-1420979.0
SSL.MI,2021-06-30,12M,EUR,32826000.0,11327566.0,-49996592.0,-17630395.0,2564317.0,-2058075.0,8181489.0,-300177.0,32680860.0,14371148.0,44345169.0,2564317.0,5589790.0,1808000.0,34634000.0,13891881.0,-23468822.0,7682603.0,-3062056.0,-765679.0,-31646056.0,5555000.0,5555000.0,-27657747.0,0.0,-24212931.0,-24212931.0,-36662179.0,22456.0,-22703143.0,-22703143.0,-600397.0,10209117.0,-5215450.0,57679195.0,-2.0,1134044.0,-107483.0,836000.0,-44781142.0,-27657747.0,8118963.0,-1627405.0
SSL.MI,2022-06-30,12M,EUR,32014000.0,13891881.0,-33536032.0,,-108545.0,1920421.0,229057.0,-15151281.0,3063918.0,-20944731.0,-28237551.0,-108545.0,5099203.0,42773753.0,42773753.0,13783337.0,25689569.0,-60734706.0,-24984630.0,-886166.0,1400560.0,,,,5950000.0,-17419657.0,-17419657.0,3671717.0,97406.0,20625735.0,20625735.0,,893923.0,-3262486.0,-27198674.0,1.0,886166.0,80331.0,2239000.0,-30273546.0,,33945263.0,-5396287.0
SSL.MI,2023-06-30,12M,EUR,,13783337.0,-42495709.0,,-1305051.0,-177031.0,-2553649.0,15892845.0,6930805.0,9815863.0,28493798.0,-1305051.0,2514641.0,30616122.0,30616122.0,12478285.0,-2751999.0,-16318278.0,-4622054.0,-2233534.0,-24730483.0,,,,0.0,-29541144.0,-29541144.0,-17265032.0,-45105.0,-518465.0,-518465.0,1.0,-3261835.0,-4158511.0,26177431.0,-1.0,2233534.0,183589.0,-1415035.0,-38337198.0,,21072166.0,-3701055.0
SSL.MI,2023-12-31,TTM,EUR,,2335000.0,-38306709.0,,19182949.0,-157031.0,6335351.0,,-8863195.0,-7963137.0,15319798.0,19184949.0,7488641.0,35696122.0,35696122.0,21519949.0,-22907999.0,5738722.0,,-1170534.0,-1952483.0,,,,0.0,32016856.0,32016856.0,20870968.0,46895.0,-21737465.0,-21737465.0,,-17973835.0,-4896511.0,44045431.0,-3001.0,-36518466.0,,,-33410198.0,,54281166.0,-5518055.0
