asOfDate,periodType,currencyCode,AccountsPayable,AccumulatedDepreciation,AdditionalPaidInCapital,Amortization,AvailableForSaleSecurities,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashDividendsPaid,CashFinancial,CashFlowsfromusedinOperatingActivitiesDirect,ChangeInCashSupplementalAsReported,ChangesInCash,ClassesofCashPayments,ClassesofCashReceiptsfromOperatingActivities,CommonStock,CommonStockDividendPaid,CommonStockEquity,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,DividendsPayable,EffectOfExchangeRateChanges,EndCashPosition,FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,FinancingCashFlow,FixedAssetsRevaluationReserve,FreeCashFlow,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndOtherIntangibleAssets,GrossPPE,ImpairmentOfCapitalAssets,InsuranceAndClaims,InterestExpense,InterestIncome,InvestedCapital,InvestingCashFlow,InvestmentProperties,InvestmentinFinancialAssets,InvestmentsAndAdvances,LandAndImprovements,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingRevenue,OrdinarySharesNumber,OtherCashPaymentsfromOperatingActivities,OtherCashReceiptsfromOperatingActivities,OtherIntangibleAssets,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherSpecialCharges,Payables,PaymentsonBehalfofEmployees,PrepaidAssets,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,Receivables,ReconciledDepreciation,RentAndLandingFees,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfBusiness,SaleOfPPE,SellingAndMarketingExpense,SellingGeneralAndAdministration,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TradingSecurities
2019-12-31,12M,EUR,,,,,,,,,,,,,-11908000.0,,,,,,,,-11908000.0,,,,,,,,,,,,-11908000.0,45373000.0,,,,,,,,4682000.0,,,,,,,,,,,,,,0.0,,1360903000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2317000.0,,195187000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,20984000.0,-171771000.0,16145000.0,1359000.0,3487026000.0,134363049.0,0.18,104595000.0,210549000.0,-4885000.0,70693000.0,992756000.0,,56525000.0,17409000.0,12536000.0,12536000.0,-1888218000.0,1905627000.0,70693000.0,,995071000.0,20046000.0,18687000.0,9067000.0,134363049.0,0.18,23690000.0,12000.0,3211000.0,120342000.0,50463000.0,,,12524000.0,4467000.0,47374000.0,15322000.0,18513000.0,392496000.0,0.0,6989000.0,37620000.0,259999000.0,2673807000.0,-4873000.0,1758000.0,3544291000.0,3544291000.0,52778000.0,1731029000.0,,40027000.0,316682845.0,4000.0,,,685980000.0,23690000.0,23690000.0,23690000.0,,23690000.0,23690000.0,23690000.0,-1678000.0,222379000.0,220725000.0,-3195000.0,976558000.0,33785136.317525,17409000.0,312379000.0,434384000.0,135947289.0,-1673878000.0,65275000.0,3191000.0,35876000.0,160040000.0,89142000.0,1347000.0,211042000.0,-169662000.0,3290000.0,31544000.0,149728000.0,,-1678000.0,-3207000.0,3290000.0,20046000.0,31373000.0,12095000.0,23690000.0,,12000.0,1154000.0,48528000.0,135947289.0,-13442000.0,995071000.0,976558000.0,-3346863.682475,7854000.0,0.248986,51270000.0,15663522000.0,2673807000.0,1731029000.0,995075000.0,14668447000.0,434384000.0,30006000.0,-13442000.0,-13442000.0,5483000.0
2021-12-31,12M,EUR,17408000.0,-184768000.0,16145000.0,1745000.0,3712186000.0,134363049.0,0.41,120342000.0,218871000.0,-5620000.0,70693000.0,2044587000.0,-8357000.0,52904000.0,-25196000.0,-39148000.0,-39148000.0,-2686987000.0,2661791000.0,70693000.0,-8357000.0,1088741000.0,19433000.0,17688000.0,6266000.0,134363049.0,0.41,54901000.0,16000.0,3218000.0,84412000.0,74510000.0,-8357000.0,,-30816000.0,4819000.0,47875000.0,15322000.0,19119000.0,400686000.0,123000.0,8935000.0,40706000.0,294440000.0,2728104000.0,-5595000.0,2502000.0,3798232000.0,3798232000.0,52553000.0,1691180000.0,0.0,39726000.0,370690772.0,4000.0,,,,54901000.0,54901000.0,49123000.0,5778000.0,54901000.0,49123000.0,54901000.0,-2353000.0,253734000.0,215918000.0,-3242000.0,1069622000.0,53651967.177858,-25196000.0,325149000.0,475596000.0,135947289.0,-2448201000.0,76463000.0,3797000.0,42626000.0,133174000.0,89536000.0,5260000.0,187737000.0,-175003000.0,20150000.0,60447000.0,,,-2353000.0,-3267000.0,20150000.0,19433000.0,30768000.0,190000.0,54901000.0,,25000.0,1322000.0,49197000.0,135947289.0,-5573000.0,1088741000.0,1069622000.0,-1044032.822142,11324000.0,0.187338,202131000.0,17804781000.0,2728104000.0,1691180000.0,1088745000.0,16716036000.0,475596000.0,37139000.0,-5573000.0,-5573000.0,10418000.0
2022-12-31,12M,EUR,27519000.0,-198860000.0,16145000.0,2084000.0,3819492000.0,134363049.0,0.61,84412000.0,233125000.0,-7816000.0,70693000.0,1007433000.0,-18341000.0,55363000.0,822325000.0,792008000.0,792008000.0,-1281076000.0,2103401000.0,70693000.0,-18341000.0,1122454000.0,19706000.0,17622000.0,4130000.0,134363049.0,0.61,81463000.0,18000.0,3173000.0,879593000.0,114056000.0,-18341000.0,,814509000.0,-9834000.0,64846000.0,15322000.0,19963000.0,417989000.0,0.0,10856000.0,52157000.0,336935000.0,2846062000.0,-11976000.0,1805000.0,3998818000.0,4003684000.0,52553000.0,1780316000.0,4866000.0,39933000.0,409807299.0,14000.0,0.0,-4866000.0,716175000.0,81463000.0,81463000.0,74596000.0,6867000.0,81463000.0,74596000.0,81463000.0,-2928000.0,284778000.0,219129000.0,-4182000.0,1102491000.0,81641260.74217,822325000.0,326881000.0,486608000.0,134363049.0,-1016464000.0,26245000.0,4641000.0,32976000.0,157754000.0,92378000.0,4614000.0,220887000.0,-176112000.0,,109894000.0,,-4866000.0,-2928000.0,-4888000.0,23986000.0,19706000.0,32141000.0,5711000.0,81463000.0,,706000.0,1581000.0,66427000.0,134363049.0,-10325000.0,1122454000.0,1102491000.0,-3333739.25783,35298000.0,0.3212,467261000.0,17541324000.0,2846062000.0,1780316000.0,1122468000.0,16418856000.0,486608000.0,35596000.0,-10379000.0,-10379000.0,23124000.0
2023-12-31,12M,EUR,31797000.0,-216163000.0,16145000.0,4044000.0,3776648000.0,134363049.0,1.79,879593000.0,252883000.0,-41558000.0,70693000.0,1762679000.0,-26456000.0,83370000.0,747127000.0,772421000.0,772421000.0,-962406000.0,1709533000.0,70693000.0,-26456000.0,1354015000.0,23270000.0,19226000.0,16306000.0,134363049.0,1.79,240361000.0,25000.0,3173000.0,1655187000.0,151377000.0,-26456000.0,,705569000.0,-5273000.0,70877000.0,15322000.0,41619000.0,444367000.0,160000.0,,250267000.0,620703000.0,4357609000.0,51750000.0,2790000.0,3953281000.0,3958296000.0,54528000.0,3062287000.0,5015000.0,39742000.0,489081498.0,14000.0,0.0,93307000.0,1240915000.0,240361000.0,240361000.0,142336000.0,98025000.0,240361000.0,142336000.0,240361000.0,-25700000.0,370436000.0,228204000.0,-15857000.0,1312396000.0,35306058.539786,747127000.0,393078000.0,498072000.0,134363049.0,-450874000.0,161924000.0,26297000.0,54952000.0,189911000.0,97214000.0,-91665000.0,270124000.0,-202594000.0,,204203000.0,,-3451000.0,-25700000.0,-15858000.0,28937000.0,23270000.0,37545000.0,-62046000.0,240361000.0,96758000.0,1000.0,1590000.0,72467000.0,134363049.0,153551000.0,1354015000.0,1312396000.0,46521058.539786,61867000.0,0.302968,476562000.0,18555255000.0,4357609000.0,3062287000.0,1354029000.0,17201226000.0,498072000.0,48391000.0,153551000.0,153551000.0,6203000.0
