symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,CashFlowsfromusedinOperatingActivitiesDirect,ChangeInCashSupplementalAsReported,ChangesInCash,ClassesofCashPayments,ClassesofCashReceiptsfromOperatingActivities,CommonStockDividendPaid,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,InvestingCashFlow,NetBusinessPurchaseAndSale,NetIncome,NetIntangiblesPurchaseAndSale,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashPaymentsfromOperatingActivities,OtherCashReceiptsfromOperatingActivities,PaymentsonBehalfofEmployees,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,SaleOfBusiness,SaleOfPPE
BDB.MI,2019-06-30,TTM,EUR,,-8107000.0,,,,,,,,,,,,,,,,,,,,,,,,,
BDB.MI,2019-12-31,12M,EUR,,,-11908000.0,,,,,,-11908000.0,,,-11908000.0,,,,,,,,,,,,,,,
BDB.MI,2020-12-31,12M,EUR,104595000.0,-4885000.0,,17409000.0,12536000.0,12536000.0,-1888218000.0,1905627000.0,,3211000.0,120342000.0,,12524000.0,-4873000.0,,23690000.0,-1678000.0,-3195000.0,17409000.0,-1673878000.0,65275000.0,-169662000.0,,-1678000.0,-3207000.0,,12000.0
BDB.MI,2021-12-31,12M,EUR,120342000.0,-5620000.0,-8357000.0,-25196000.0,-39148000.0,-39148000.0,-2686987000.0,2661791000.0,-8357000.0,3218000.0,84412000.0,-8357000.0,-30816000.0,-5595000.0,,54901000.0,-2353000.0,-3242000.0,-25196000.0,-2448201000.0,76463000.0,-175003000.0,,-2353000.0,-3267000.0,,25000.0
BDB.MI,2022-12-31,12M,EUR,84412000.0,-7816000.0,-18341000.0,822325000.0,792008000.0,792008000.0,-1281076000.0,2103401000.0,-18341000.0,3173000.0,879593000.0,-18341000.0,814509000.0,-11976000.0,-4866000.0,81463000.0,-2928000.0,-4182000.0,822325000.0,-1016464000.0,26245000.0,-176112000.0,-4866000.0,-2928000.0,-4888000.0,,706000.0
BDB.MI,2023-12-31,12M,EUR,879593000.0,-41558000.0,-26456000.0,747127000.0,772421000.0,772421000.0,-962406000.0,1709533000.0,-26456000.0,3173000.0,1655187000.0,-26456000.0,705569000.0,51750000.0,93307000.0,240361000.0,-25700000.0,-15857000.0,747127000.0,-450874000.0,161924000.0,-202594000.0,-3451000.0,-25700000.0,-15858000.0,96758000.0,1000.0
BDB.MI,2024-03-31,TTM,EUR,,,,,,,,,,,,,,,,121015000.0,,,,,,,,,,,
