asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,BasicAverageShares,BasicEPS,BeginningCashPosition,BuildingsAndImprovements,CapitalExpenditure,CapitalExpenditureReported,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,ConstructionInProgress,CostOfRevenue,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DerivativeProductLiabilities,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EffectOfExchangeRateChanges,EndCashPosition,EnterpriseValue,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestPaidCFF,InvestedCapital,InvestingCashFlow,InvestmentsinAssociatesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MarketCap,MinorityInterest,MinorityInterests,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherCashAdjustmentOutsideChangeinCash,OtherCurrentAssets,OtherEquityInterest,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherunderPreferredStockDividend,Payables,PretaxIncome,Properties,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,ReconciledCostOfRevenue,ReconciledDepreciation,RepaymentOfDebt,RetainedEarnings,SaleOfBusiness,SaleOfIntangibles,SaleOfPPE,ShareIssued,StockBasedCompensation,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TaxesRefundPaid,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOperatingIncomeAsReported,TotalRevenue,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital
2022-12-31,3M,EUR,,,,-953880.0,,,,11364562.0,,,8492444.0,,,,,,,,,,,,,,,,70000.0,,,2504207.0,48682348.0,51186555.0,,,,,,,,0.0,,,,,,,,,,,,,,74069428.0,18292752.0,,,,,,,,,,5988237.0,57350495.0,63338732.0,,,,118905.0,5314111.0,,,,,,73018249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300055.0,,,500314.0,,,,,1544079.0,,,,,,0.0,-12160961.0,,,,,,,,,,,,,,,,,6741656.0,,,,114525287.0,,,,,,,,,6666238.0,,
2023-03-31,3M,EUR,21349950.0,57363982.0,14661960.0,,11705611.0,0.25,33014594.0,,-601771.0,0.0,,6503125.0,45919341.0,94228529.0,,12981104.0,-2043152.0,-2675568.0,707204.0,13708415.0,11954985.0,12981104.0,6503125.0,0.0,110646402.0,1453799.0,,17193838.0,183961814.0,,,,117970187.0,,950390.0,2209811.0,2209811.0,2362361.0,2362361.0,,11705611.0,0.25,2908252.0,4472045.0,6834406.0,-76355.0,45919341.0,273461038.0,-4814305.0,18389945.0,672295.0,63911790.0,77427820.0,,,35117967.0,353085.0,353085.0,0.0,110646402.0,-1196307.0,915648.0,1453799.0,7300000.0,,,,7300000.0,-8996111.0,915648.0,118905.0,,240440295.0,17135.0,0.0,-103003.0,-1453799.0,,2908252.0,2908252.0,2908252.0,2908252.0,2908252.0,2908252.0,2908252.0,0.0,-353085.0,-491533.0,-1696111.0,-1696111.0,-353085.0,-545264.0,19490594.0,-601771.0,33218582.0,1304631.0,3446076.0,4987027.0,6834406.0,2908252.0,18991716.0,30645922.0,4472045.0,52311805.0,12046107.0,-2.0,,67294.0,13516030.0,295983.0,18269329.0,-1.0,539253.0,35634147.0,,32369303.0,48309188.0,0.0,62064298.0,4033252.0,,-103003.0,0.0,-601771.0,17193838.0,2209811.0,-8996111.0,85765556.0,,0.0,0.0,13006250.0,0.0,110646402.0,33218582.0,0.0,1125000.0,0.278931,,0.0,301369835.0,110646402.0,,110663537.0,47839760.0,190706298.0,117408022.0,72736111.0,4472045.0,52311805.0,5080201.0,,960143.0,65991627.0
2023-06-30,3M,EUR,17472822.0,60429237.0,9516163.0,-1260040.0,,,45919341.0,,-778209.0,0.0,6504991.0,6503125.0,65168754.0,103304505.0,,19249412.0,,-2539089.0,-3877128.0,-6812837.0,-10684933.0,19249502.0,6503125.0,,106890795.0,-1453799.0,,18515417.0,196573060.0,,79826074.0,79826074.0,137922249.0,1000000.0,1874169.0,2681011.0,2681011.0,2614508.0,2614508.0,,,,3876804.0,4741691.0,7422702.0,0.0,65168754.0,296530908.0,15714126.0,-3552148.0,-76541.0,63684068.0,76377081.0,61689277.0,,36471753.0,,,0.0,240407996.0,6309315.0,4061747.0,-1453799.0,34200000.0,6504991.0,53691127.0,60196118.0,34200000.0,-8163306.0,4061747.0,18000.0,,263510165.0,17135.0,0.0,-3247997.0,-8053395.0,68348447.0,3876804.0,3876804.0,3876804.0,3876804.0,3876804.0,3876804.0,3876804.0,0.0,1590030.0,10249978.0,26036694.0,26036694.0,1590030.0,975016.0,20377790.0,-692666.0,30513714.0,1265639.0,3272172.0,5273062.0,7422702.0,3876804.0,-2773939.0,31815770.0,4655983.0,54987170.0,11790164.0,-89.0,3927755.0,67294.0,12693013.0,,18718926.0,-1.0,13187.0,19976741.0,,23210068.0,38135751.0,0.0,44435975.0,5885885.0,,-3247997.0,,-778209.0,18515417.0,2681011.0,-8163306.0,87489553.0,,,85543.0,13006250.0,,106890795.0,30513714.0,0.0,2009081.0,0.341339,5701495.0,0.0,317374242.0,160581922.0,140022192.0,106907930.0,50331187.0,210466312.0,120801183.0,72544063.0,4471645.0,54987170.0,6986412.0,3573442.0,1216086.0,58650811.0
2023-09-30,3M,EUR,16912491.0,63138606.0,6607749.0,,,,65168754.0,,-3340255.0,0.0,9800000.0,6503125.0,31399525.0,70108576.0,-6735.0,-33775967.0,,-3248963.0,-560331.0,-3941047.0,-7703371.0,-33775967.0,6503125.0,,106911123.0,,,16004040.0,166147149.0,3400000.0,50500000.0,53900000.0,109916546.0,1000000.0,1071706.0,2492535.0,2492535.0,2394637.0,2394637.0,,,,3010837.0,4903135.0,7395670.0,6734.0,31399525.0,232716931.0,-33667895.0,-5030267.0,-359509.0,63008659.0,77871234.0,,,36053160.0,,,0.0,209811123.0,1581940.0,3895186.0,,-22500000.0,6400000.0,52400000.0,58800000.0,-22500000.0,-9904913.0,3895186.0,18000.0,,195999244.0,17135.0,0.0,4661431.0,-2908414.0,71500475.0,3010837.0,3010837.0,3010837.0,3010837.0,3010837.0,3010837.0,3010837.0,-2808722.0,-927495.0,-213791.0,-32404913.0,-32404913.0,-927495.0,2949890.0,20296764.0,-56978.0,29039889.0,1217639.0,3296233.0,5320032.0,7395670.0,3010837.0,-1690012.0,31150025.0,4903135.0,52057200.0,11638910.0,4.0,,67294.0,14862575.0,1209048.0,18440528.0,-110569.0,1494854.0,31724553.0,,32899967.0,38709051.0,0.0,55016546.0,4010483.0,,3351000.0,,-531533.0,16004040.0,2492535.0,-9904913.0,90477932.0,,,474555.0,13006250.0,0.0,106911123.0,29039889.0,0.0,999645.0,0.249258,,-1017373.0,287868500.0,159311123.0,112700000.0,106928258.0,47154065.0,180940242.0,121721351.0,71023696.0,5087473.0,52057200.0,6379502.0,2600000.0,1367340.0,56230603.0
2023-12-31,3M,EUR,21584829.0,74346424.0,7743733.0,-839262.0,11705611.0,0.488398,31399525.0,11781296.0,-9442370.0,0.0,10095139.0,6503125.0,37926613.0,61985100.0,-795.0,6053174.0,,2681466.0,4672338.0,-11298903.0,-3661989.0,6053174.0,6503125.0,-795.0,113851973.0,,0.0,21847659.0,170750090.0,3672318.0,50981389.0,54653707.0,119972297.0,,3929189.0,4061200.0,4061200.0,3481122.0,-1648084.0,1470000.0,11705611.0,0.488398,5716266.0,9630651.0,13691851.0,473916.0,37926612.0,274596634.0,-6002840.0,-1777365.0,8993.0,64999093.0,85899856.0,75185686.0,20430189.0,43189916.0,,,0.0,211222102.0,4391009.0,5587338.0,,-1549738.0,6422821.0,46388740.0,52811561.0,-1549738.0,-2622805.0,5587338.0,,6717684.0,232005210.0,17135.0,0.0,-227465.0,1135984.0,59443516.0,5716266.0,5716266.0,5716266.0,5716266.0,5716266.0,5716267.0,5716266.0,-8926591.0,-4012948.0,13940512.0,-4172543.0,-4172543.0,-4012948.0,-2357967.0,20430191.0,-395447.0,27952117.0,604286.0,5234650.0,5603142.0,13691851.0,5716266.0,7665005.0,35819630.0,7370286.0,65037575.0,11705611.0,,3342636.0,90745.0,20900763.0,-1371477.0,18970446.0,1.0,-1088150.0,20751986.0,1931209.0,25412936.0,24058487.0,0.0,48309843.0,7093685.0,0.0,0.0,,-515779.0,21847659.0,4061200.0,-2622805.0,96166115.0,-227465.0,,120332.0,13006250.0,,113851973.0,27952117.0,0.0,1377419.0,0.194175,5662994.0,-1127622.0,302242206.0,160240713.0,107465268.0,113869108.0,57667289.0,188373098.0,131492117.0,68400801.0,6156221.0,65037575.0,5973028.0,3281447.0,1300639.0,50777793.0
2024-03-31,3M,EUR,23903650.0,72841080.0,8770851.0,,11787876.0,0.35,37926613.0,,-1817633.0,0.0,10600000.0,6503125.0,40670892.0,66429174.0,,3119741.0,,-4459578.0,2318821.0,433711.0,-1512449.0,3119742.0,6503125.0,0.0,118748634.0,,,25049592.0,175145175.0,3700000.0,47400000.0,51100000.0,118724300.0,,1342676.0,2667086.0,2667086.0,2669038.0,2669038.0,2400000.0,11787876.0,0.35,4106474.0,6084714.0,8753752.0,-375462.0,40670892.0,307229240.0,-1243994.0,3968265.0,-525017.0,65011316.0,84905665.0,,,42077231.0,,,-790000.0,212148634.0,-1422162.0,5389199.0,,10000000.0,6900000.0,46000000.0,52900000.0,10000000.0,-12912245.0,5389199.0,,,264637816.0,66135.0,0.0,49000.0,1095298.0,52729108.0,4106474.0,4106474.0,4106474.0,4106474.0,4106474.0,4106474.0,4106474.0,0.0,-72110.0,344406.0,-2912245.0,-2912245.0,-72110.0,1362953.0,20993594.0,-1815568.0,33842969.0,582480.0,4966469.0,5797739.0,8753752.0,4106474.0,5785898.0,35992517.0,6084714.0,67126823.0,11787876.0,-1.0,,537308.0,19894349.0,-363223.0,18900638.0,13473.0,718138.0,36311992.0,,35874921.0,25758282.0,0.0,67624300.0,5695525.0,,,,-1817633.0,25049592.0,2667086.0,-12912245.0,100384187.0,49000.0,,2065.0,13006250.0,70351.0,118748634.0,33842969.0,0.0,1589051.0,0.279,,0.0,305916750.0,164748634.0,104000000.0,118814769.0,61042109.0,187101981.0,130771576.0,68377681.0,6084714.0,67126823.0,7408658.0,2300000.0,1218374.0,56420875.0
