symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
TXT.MI,2019-12-31,12M,EUR,,,,,,,,,,,,658129.0,,,,,,,,,,,,,,,,,,,,,4363.0,,,,,,,,,,,,,,,,,,,
TXT.MI,2020-12-31,12M,EUR,1420543.0,11773861.0,0.38,14825900.0,3438896.0,2018353.0,11773861.0,0.38,4474067.0,6103546.0,9542442.0,1263055.0,53926972.0,226756.0,226756.0,4246.0,4246.0,-240932.0,4474067.0,4474067.0,4714999.0,4474067.0,4474067.0,4714999.0,-360668.0,-360668.0,7753485.0,3038771.157372,49396270.0,4530702.0,68752872.0,373371.0,,0.0,5876790.0,14825900.0,3438896.0,124097.0,124097.0,357391.0,357391.0,-1379997.0,353661.157372,1161790.0,0.197691,64222170.0,3150705.0,138158.0,68752872.0,1788957.0,1788957.0,1379997.0
TXT.MI,2021-12-31,12M,EUR,1937814.0,11762878.0,67.0,22903706.0,4373882.0,2436068.0,11762878.0,67.0,7873676.0,10541190.0,14915072.0,2143320.0,73459512.0,233202.0,233202.0,6225.0,6225.0,34254.0,7873676.0,7873676.0,7839423.0,7873676.0,7873676.0,7839423.0,5074.0,5074.0,14174347.0,7633402.719363,63673943.0,9785569.0,96363218.0,480480.0,,0.0,10307988.0,22903706.0,4373882.0,108167.0,108167.0,272323.0,272323.0,-183504.0,133443.719363,2468565.0,0.239481,86577649.0,9602064.0,-232051.0,96363218.0,740725.0,557221.0,183504.0
TXT.MI,2022-12-31,12M,EUR,3496290.0,11869610.0,1.01,47361684.0,7101632.0,3605342.0,11869610.0,1.01,11988306.0,16960611.0,24062243.0,5919283.0,103396023.0,762792.0,762792.0,1866.0,1866.0,0.0,11988306.0,11988306.0,11988306.0,11988306.0,11988306.0,11988306.0,-1601248.0,-1601248.0,20939651.0,9677217.796758,87583223.0,15812800.0,150757707.0,723072.0,655223.0,0.0,16197819.0,47361684.0,7101632.0,329039.0,329039.0,622393.0,622393.0,-655223.0,811503.796758,4209513.0,0.259881,134944907.0,13910562.0,840322.0,150757707.0,3122592.0,3122592.0,
TXT.MI,2023-09-30,TTM,EUR,,11926193.0,1.38,,,,11926193.0,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXT.MI,2023-12-31,12M,EUR,5129206.0,11705611.0,1.33,73560954.0,10852628.0,5723422.0,11705611.0,1.33,15512159.0,23661814.0,35106371.0,,150832796.0,2638509.0,2638509.0,7517.0,7517.0,0.0,15512159.0,15512159.0,15512159.0,15512159.0,15512159.0,15512159.0,-3703498.0,-3703498.0,31096326.0,12544725.7,129431347.0,21401449.0,224393750.0,959144.0,622138.0,0.0,21023305.0,73560954.0,11444557.0,606550.0,606550.0,978270.0,978270.0,-622138.0,1042611.7,5511145.0,0.26,202992301.0,20187384.0,1072506.0,224393750.0,4010045.0,4010045.0,
TXT.MI,2023-12-31,TTM,EUR,,11705611.0,1.33,,,,11705611.0,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXT.MI,2024-03-31,TTM,EUR,,11726177.0,1.43,81416708.0,11159305.0,6030099.0,11787876.0,1.43,16710381.0,25274483.0,37176315.0,,157792060.0,,,,,,16710381.0,16710381.0,16710381.0,16710381.0,16710381.0,16710381.0,-3422523.0,-3422523.0,33166270.0,13756549.107897,134777942.0,23014118.0,239208768.0,1138029.0,,0.0,22685578.0,81416708.0,11901832.0,,,,,,1056213.107897,5975196.0,0.263392,216194650.0,21800053.0,,239208768.0,4010045.0,4010045.0,
