symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,BuildingsAndImprovements,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CommonStock,CommonStockEquity,ConstructionInProgress,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,CurrentProvisions,DerivativeProductLiabilities,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,InvestedCapital,InvestmentsinAssociatesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,OrdinarySharesNumber,OtherCurrentAssets,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,Properties,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TreasurySharesNumber,WorkingCapital
TXT.MI,2022-12-31,3M,EUR,,,,-953880.0,11364562.0,8492444.0,,,,,,70000.0,,2504207.0,48682348.0,51186555.0,,,0.0,,,74069428.0,18292752.0,,,5988237.0,57350495.0,63338732.0,,118905.0,5314111.0,,73018249.0,,,,,,,3300055.0,,,,,,1544079.0,,,,0.0,,,,,6741656.0,,,114525287.0,,,,,,6666238.0,,
TXT.MI,2023-03-31,3M,EUR,21349950.0,57363982.0,14661960.0,,,,6503125.0,45919341.0,94228529.0,6503125.0,110646402.0,,183961814.0,,,,117970187.0,,,63911790.0,77427820.0,,,110646402.0,915648.0,,,,915648.0,118905.0,,17135.0,,19490594.0,33218582.0,1304631.0,3446076.0,4987027.0,12046107.0,,67294.0,13516030.0,18269329.0,-1.0,35634147.0,,32369303.0,48309188.0,62064298.0,,85765556.0,13006250.0,110646402.0,33218582.0,,301369835.0,110646402.0,,110663537.0,190706298.0,117408022.0,72736111.0,5080201.0,,960143.0,65991627.0
TXT.MI,2023-06-30,3M,EUR,17472822.0,60429237.0,9516163.0,-1260040.0,,6504991.0,6503125.0,65168754.0,103304505.0,6503125.0,106890795.0,,196573060.0,,79826074.0,79826074.0,137922249.0,1000000.0,,63684068.0,76377081.0,61689277.0,,240407996.0,4061747.0,6504991.0,53691127.0,60196118.0,4061747.0,18000.0,,17135.0,68348447.0,20377790.0,30513714.0,1265639.0,3272172.0,5273062.0,11790164.0,3927755.0,67294.0,12693013.0,18718926.0,-1.0,19976741.0,,23210068.0,38135751.0,44435975.0,,87489553.0,13006250.0,106890795.0,30513714.0,5701495.0,317374242.0,160581922.0,140022192.0,106907930.0,210466312.0,120801183.0,72544063.0,6986412.0,3573442.0,1216086.0,58650811.0
TXT.MI,2023-09-30,3M,EUR,16912491.0,63138606.0,6607749.0,,,9800000.0,6503125.0,31399525.0,70108576.0,6503125.0,106911123.0,,166147149.0,3400000.0,50500000.0,53900000.0,109916546.0,1000000.0,,63008659.0,77871234.0,,,209811123.0,3895186.0,6400000.0,52400000.0,58800000.0,3895186.0,18000.0,,17135.0,71500475.0,20296764.0,29039889.0,1217639.0,3296233.0,5320032.0,11638910.0,,67294.0,14862575.0,18440528.0,-110569.0,31724553.0,,32899967.0,38709051.0,55016546.0,,90477932.0,13006250.0,106911123.0,29039889.0,,287868500.0,159311123.0,112700000.0,106928258.0,180940242.0,121721351.0,71023696.0,6379502.0,2600000.0,1367340.0,56230603.0
TXT.MI,2023-12-31,3M,EUR,21584829.0,74346424.0,7743733.0,-839262.0,11781296.0,10095139.0,6503125.0,37926613.0,61985100.0,6503125.0,113851973.0,0.0,170750090.0,3672318.0,50981389.0,54653707.0,119972297.0,,1470000.0,64999093.0,85899856.0,75185686.0,20430189.0,211222102.0,5587338.0,6422821.0,46388740.0,52811561.0,5587338.0,,6717684.0,17135.0,59443516.0,20430191.0,27952117.0,604286.0,5234650.0,5603142.0,11705611.0,3342636.0,90745.0,20900763.0,18970446.0,1.0,20751986.0,1931209.0,25412936.0,24058487.0,48309843.0,0.0,96166115.0,13006250.0,113851973.0,27952117.0,5662994.0,302242206.0,160240713.0,107465268.0,113869108.0,188373098.0,131492117.0,68400801.0,5973028.0,3281447.0,1300639.0,50777793.0
TXT.MI,2024-03-31,3M,EUR,23903650.0,72841080.0,8770851.0,,,10600000.0,6503125.0,40670892.0,66429174.0,6503125.0,118748634.0,,175145175.0,3700000.0,47400000.0,51100000.0,118724300.0,,2400000.0,65011316.0,84905665.0,,,212148634.0,5389199.0,6900000.0,46000000.0,52900000.0,5389199.0,,,66135.0,52729108.0,20993594.0,33842969.0,582480.0,4966469.0,5797739.0,11787876.0,,537308.0,19894349.0,18900638.0,13473.0,36311992.0,,35874921.0,25758282.0,67624300.0,,100384187.0,13006250.0,118748634.0,33842969.0,,305916750.0,164748634.0,104000000.0,118814769.0,187101981.0,130771576.0,68377681.0,7408658.0,2300000.0,1218374.0,56420875.0
