symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DividendsPayable,FinancialAssets,FinishedGoods,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,NetDebt,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,Payables,PrepaidAssets,RawMaterials,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TreasurySharesNumber,TreasuryStock,WorkingCapital
SEIF.MI,2022-12-31,3M,EUR,3866623.0,2455189.0,-819884.0,8700.0,,2501000.0,695566.0,695566.0,694618.0,948.0,2501000.0,7128302.0,6125289.0,1056671.0,1056671.0,,11027273.0,,67714.0,117386.0,2521572.0,,946875.0,154854.0,9143370.0,0.0,12737880.0,958397.0,958397.0,12737880.0,691707.0,1319502.0,126991.0,4606730.0,16251.0,3100821.0,,22567115.0,2521572.0,,,3779870.0,946875.0,537877.0,8120731.0,2033319.0,37468.0,1512635.0,25010000.0,7128302.0,4606730.0,248484.0,22922751.0,8086699.0,2015068.0,7128302.0,15794449.0,16797462.0,4767176.0,474238.0,2442885.0,1140352.0,-4901984.0
SEIF.MI,2023-06-30,3M,EUR,4649862.0,2541000.0,,8700.0,-240000.0,2501000.0,429943.0,429943.0,427086.0,2857.0,2501000.0,-791953.0,6498322.0,2218737.0,2218737.0,2371553.0,12791141.0,119000.0,51719.0,81918.0,8933895.0,2781000.0,110215.0,114366.0,2068985.0,,,642201.0,642201.0,,651193.0,2430995.0,110215.0,-9725848.0,12413.0,3521800.0,88000.0,22567115.0,8933895.0,215000.0,-263.0,3217055.0,110215.0,663020.0,8280404.0,78000.0,32448.0,-6395464.0,25010000.0,-791953.0,-9725848.0,300440.0,16826531.0,-149752.0,2860938.0,-791954.0,17618485.0,10326829.0,4827344.0,294487.0,2442885.0,1140352.0,-6292819.0
SEIF.MI,2023-12-31,3M,EUR,5299407.0,2664000.0,,8700.0,-245000.0,2501000.0,465127.0,465127.0,462354.0,2773.0,2501000.0,-2082159.0,7549158.0,2508198.0,2508198.0,2880784.0,14004300.0,,25919.0,131856.0,8867130.0,2909000.0,130168.0,152464.0,1499898.0,,,1073859.0,1073859.0,,655922.0,3116930.0,130168.0,-10949289.0,6221.0,3634854.0,93649.0,22567115.0,8867130.0,,192.0,3422640.0,130168.0,274000.0,9164102.0,286694.0,20608.0,-7666061.0,25010000.0,-2082159.0,-10949289.0,826089.0,17293189.0,-1008300.0,3582057.0,-2082159.0,19375348.0,9744877.0,5371048.0,442055.0,2442885.0,1140352.0,-6455142.0
