asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,Amortization,AmortizationCashFlow,BasicAverageShares,BasicEPS,BeginningCashPosition,CapitalExpenditure,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,ChangeInAccruedExpense,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStock,CommonStockDividendPaid,CommonStockEquity,CommonStockIssuance,CommonStockPayments,CostOfRevenue,CurrentAssets,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentDeferredTaxesAssets,CurrentLiabilities,DeferredTax,Depreciation,DepreciationAndAmortization,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EndCashPosition,EnterpriseValue,FinancialAssets,FinancingCashFlow,FinishedGoods,FreeCashFlow,GainLossOnInvestmentSecurities,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,InterestPaidCFO,InterestReceivedCFO,Inventory,InvestedCapital,InvestingCashFlow,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermDebtIssuance,LongTermDebtPayments,LongTermEquityInvestment,LongTermProvisions,MarketCap,NetCommonStockIssuance,NetDebt,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromContinuingOperations,NetIncomeIncludingNoncontrollingInterests,NetIntangiblesPurchaseAndSale,NetInterestIncome,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetNonOperatingInterestIncomeExpense,NetOtherFinancingCharges,NetPPE,NetPPEPurchaseAndSale,NetShortTermDebtIssuance,NetTangibleAssets,NonCurrentDeferredRevenue,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,NormalizedEBITDA,NormalizedIncome,OperatingCashFlow,OperatingExpense,OperatingIncome,OperatingRevenue,OrdinarySharesNumber,OtherIntangibleAssets,OtherNonCashItems,OtherNonCurrentLiabilities,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,OtherSpecialCharges,OtherunderPreferredStockDividend,Payables,PensionAndEmployeeBenefitExpense,PrepaidAssets,PretaxIncome,ProvisionandWriteOffofAssets,PurchaseOfIntangibles,PurchaseOfInvestment,PurchaseOfPPE,RawMaterials,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RepaymentOfDebt,RepurchaseOfCapitalStock,RestructuringAndMergernAcquisition,RetainedEarnings,SaleOfInvestment,ShareIssued,SpecialIncomeCharges,StockholdersEquity,TangibleBookValue,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalExpenses,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalOtherFinanceCost,TotalRevenue,TotalTaxPayable,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,TreasurySharesNumber,TreasuryStock,WorkingCapital,WriteOff
2019-12-31,12M,EUR,,,-804622.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6667.0,6667.0,,,,10000.0,,,,0.0,932939.0,,,,,,,,932939.0,,,2917440.0,,,,,,,,,,,,,,,,,,,,1281794.0,,,,,,,,,,,,,,679000.0,,,,,598328.0,-49000.0,,,,,,,,-343467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,12M,EUR,3727114.0,5050536.0,-887359.0,0.0,,4964237.0,,22580322.0,0.013327,540435.0,-7037505.0,2500000.0,3264387.0,3862715.0,3260371.0,4016.0,362885.0,2723952.0,90682.0,1419810.0,8537.0,-945996.0,935918.0,2723952.0,2500000.0,,4420052.0,,,12139604.0,10995102.0,298415.0,298415.0,,10080249.0,177709.0,5046974.0,5046974.0,5046974.0,82737.0,22580322.0,0.013327,300925.0,478634.0,5525608.0,3264387.0,10055947.0,2518.0,2459759.0,110590.0,-664427.0,,8263277.0,,1089275.0,19598008.0,0.0,0.0,37.0,37.0,-15930.0,,160038.0,6909722.0,-6108885.0,,0.0,,,,2191255.0,2191255.0,,,0.0,663289.0,10612751.0,-29911.0,,300925.0,300925.0,300925.0,300925.0,300925.0,300925.0,300925.0,-6974730.0,-29506.0,928620.0,298415.0,,-29506.0,2191255.0,201916.0,-62775.0,298415.0,-3843225.0,,604.0,2320324.0,,5975867.0,584010.174841,6373078.0,18973731.0,624277.0,31737612.0,22580322.0,8263277.0,15930.0,,,521706.0,3858458.0,1089275.0,424604.0,598328.0,,0.0,8137155.0,,997834.0,478634.0,666433.0,-6974730.0,,-62775.0,49448.0,12139604.0,5046974.0,1795058.0,1795058.0,,,462774.0,-1156051.0,928620.0,25000000.0,-462774.0,4420052.0,-3843225.0,-167173.825159,177709.0,0.371284,499375.0,19675773.0,6611307.0,2489670.0,4420052.0,31113335.0,15255721.0,8680671.0,5175472.0,29543.0,31737612.0,551583.0,-450259.0,-450259.0,2419678.0,1120667.0,914853.0,0.0
2021-12-31,12M,EUR,3942364.0,4250922.0,-977943.0,8700.0,-240000.0,5194812.0,5194812.0,22579174.0,0.007475,3264387.0,-5913322.0,2501000.0,3111950.0,3734609.0,3111004.0,946.0,-128150.0,-152437.0,66215.0,-345407.0,215250.0,816248.0,624156.0,-152437.0,2501000.0,,4586420.0,9700.0,-15907.0,13047500.0,9969184.0,610109.0,610109.0,,10235787.0,284459.0,90649.0,5285461.0,5285461.0,90649.0,22579174.0,0.007475,168787.0,1032877.0,6318338.0,3111950.0,9427330.0,7503.0,-304622.0,92026.0,906112.0,,8923166.0,4491000.0,1147831.0,19958723.0,0.0,0.0,4388.0,4388.0,-12528.0,,93823.0,6777675.0,-6667249.0,,0.0,0.0,9700.0,9700.0,1581146.0,1581146.0,9700.0,,0.0,685289.0,11966962.0,-6207.0,,168787.0,168787.0,168787.0,168787.0,168787.0,168787.0,168787.0,-5854701.0,-48021.0,-753927.0,-298415.0,9700.0,-48021.0,,169888.0,-58621.0,-298415.0,-4336746.0,,1801.0,2730564.0,,6849006.0,572094.68,6819434.0,18925846.0,1032877.0,33006223.0,22579174.0,8923166.0,36859.0,,,783067.0,3685222.0,1147831.0,628810.0,622659.0,,0.0,8109149.0,,855353.0,453246.0,812730.0,-5854701.0,-753927.0,-58621.0,1797.0,13047500.0,5285461.0,1635078.0,1635078.0,,-15907.0,527103.0,-987264.0,,25010000.0,-567103.0,4586420.0,-4336746.0,-127360.32,284459.0,0.24,405667.0,19821007.0,6167566.0,2191255.0,4586420.0,31973346.0,15234587.0,9851823.0,4998800.0,52409.0,33006223.0,481563.0,-530668.0,-530668.0,2430826.0,1136574.0,-266603.0,40000.0
2022-12-31,12M,EUR,3866623.0,2455189.0,-819884.0,8700.0,,5728338.0,5728338.0,22567115.0,0.110776,3111950.0,-1047362.0,2501000.0,695566.0,695566.0,694618.0,948.0,333342.0,-2416384.0,-61031.0,-2576250.0,-75741.0,1908457.0,-471223.0,-2416384.0,2501000.0,,7128302.0,,-3778.0,13258038.0,6125289.0,1056671.0,1056671.0,,11027273.0,-1301947.0,72568.0,5800906.0,5800906.0,72568.0,22567115.0,0.110776,2499899.0,1980751.0,7781657.0,695566.0,6956358.0,67714.0,-179965.0,117386.0,-1537981.0,-6752777.0,2521572.0,,946875.0,21747748.0,,,8.0,8.0,-53254.0,,154854.0,9143370.0,-1745800.0,,0.0,12737880.0,,,958397.0,958397.0,,-188827.0,12737880.0,691707.0,6772969.0,-3778.0,1319502.0,2499899.0,2499899.0,2499899.0,2499899.0,2499899.0,2499899.0,2499899.0,-1017294.0,-51603.0,-698438.0,-176187.0,-188827.0,-51603.0,,126991.0,-30068.0,12640.0,4606730.0,,16251.0,3100821.0,,8511202.0,3054353.2,-490619.0,19766997.0,1980751.0,35005786.0,22567115.0,2521572.0,-569405.0,,,611515.0,3779870.0,946875.0,537877.0,,,0.0,8120731.0,,2033319.0,1197952.0,986732.0,-1017294.0,-698438.0,-30068.0,37468.0,13258038.0,5800906.0,1693526.0,1693526.0,-188827.0,-3778.0,729545.0,1512635.0,,25010000.0,-729545.0,7128302.0,4606730.0,-175090.8,-1301947.0,0.24,248484.0,22922751.0,8086699.0,2015068.0,7128302.0,33025035.0,15794449.0,16797462.0,4767176.0,51611.0,35005786.0,474238.0,-729545.0,-729545.0,2442885.0,1140352.0,-4901984.0,0.0
2023-12-31,12M,EUR,5299407.0,2664000.0,,8700.0,-245000.0,5203244.0,5203244.0,22567115.0,-0.105819,798775.0,-5211075.0,2501000.0,465127.0,465127.0,462354.0,2773.0,443103.0,-333648.0,2390.0,0.0,297787.0,-524333.0,218947.0,-333648.0,2501000.0,,-2082159.0,,,14126005.0,7549158.0,2508198.0,2508198.0,2880784.0,14004300.0,-921046.0,69006.0,5272250.0,5272250.0,69006.0,22567115.0,-0.105819,-2388040.0,-3181301.0,2090949.0,465127.0,9110861.0,25919.0,1566991.0,131856.0,-2739318.0,,8867130.0,2909000.0,130168.0,16405472.0,127785.0,127785.0,75.0,75.0,-123069.0,,152464.0,1499898.0,-4372396.0,,,,,,1073859.0,1073859.0,,-2327572.0,,655922.0,6679866.0,,3116930.0,-2388040.0,-2388040.0,-2388040.0,-2388040.0,-2388040.0,-2388040.0,-2388040.0,-5139289.0,-123069.0,838679.0,-1915005.0,-2327572.0,-123069.0,3481996.0,130168.0,-71786.0,412567.0,-10949289.0,,6221.0,3634854.0,93649.0,2743227.0,-1917316.073478,2471757.0,18935909.0,-2530437.0,30531477.0,22567115.0,8867130.0,123069.0,192.0,,516052.0,3422640.0,130168.0,274000.0,,,0.0,9164102.0,499301.0,286694.0,-3309086.0,196182.0,-5139289.0,,-71786.0,20608.0,14126005.0,5272250.0,1532070.0,1532070.0,-2327572.0,,499301.0,-7666061.0,838679.0,25010000.0,-652278.0,-2082159.0,-10949289.0,-181554.073478,-921046.0,0.278338,826089.0,17293189.0,-1008300.0,3582057.0,-2082159.0,33061914.0,19375348.0,9744877.0,5371048.0,-4641.0,30531477.0,442055.0,-652278.0,-652278.0,2442885.0,1140352.0,-6455142.0,152977.0
