symbol,asOfDate,periodType,currencyCode,AccountsPayable,AccountsReceivable,AccumulatedDepreciation,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivable,AvailableForSaleSecurities,CapitalLeaseObligations,CapitalStock,CashAndCashEquivalents,CashCashEquivalentsAndShortTermInvestments,CashEquivalents,CashFinancial,CommonStock,CommonStockEquity,CurrentAssets,CurrentCapitalLeaseObligation,CurrentDebt,CurrentDebtAndCapitalLeaseObligation,CurrentLiabilities,FinishedGoods,Goodwill,GoodwillAndOtherIntangibleAssets,GrossAccountsReceivable,GrossPPE,Inventory,InvestedCapital,InvestmentinFinancialAssets,InvestmentsInOtherVenturesUnderEquityMethod,InvestmentsinAssociatesatCost,InvestmentsinSubsidiariesatCost,LongTermCapitalLeaseObligation,LongTermDebt,LongTermDebtAndCapitalLeaseObligation,LongTermEquityInvestment,LongTermProvisions,MachineryFurnitureEquipment,MinorityInterest,NetPPE,NetTangibleAssets,NonCurrentDeferredTaxesAssets,NonCurrentDeferredTaxesLiabilities,NonCurrentPensionAndOtherPostretirementBenefitPlans,NonCurrentPrepaidAssets,OrdinarySharesNumber,OtherCurrentLiabilities,OtherEquityInterest,OtherIntangibleAssets,OtherNonCurrentAssets,OtherNonCurrentLiabilities,OtherPayable,OtherProperties,OtherReceivables,OtherShortTermInvestments,Payables,PensionandOtherPostRetirementBenefitPlansCurrent,PrepaidAssets,RetainedEarnings,ShareIssued,StockholdersEquity,TangibleBookValue,TaxesReceivable,TotalAssets,TotalCapitalization,TotalDebt,TotalEquityGrossMinorityInterest,TotalLiabilitiesNetMinorityInterest,TotalNonCurrentAssets,TotalNonCurrentLiabilitiesNetMinorityInterest,TotalTaxPayable,TradeandOtherPayablesNonCurrent,TradingSecurities,TreasurySharesNumber,TreasuryStock,WorkInProcess,WorkingCapital
RLT.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,,,,582548.0,,,,,,,,,,,21782.0,0.0,0.0,,1183319.0,,21782.0,,,,,,,,,72834.0,,,,,,,,,,250000.0,,536127.0,,,,,,,,,,,,,,,,0.0,,,,
RLT.MI,2020-12-31,12M,EUR,2808201.0,6555783.0,-1666354.0,6784444.0,-36754.0,27725.0,1463172.0,109225.0,8265630.0,8265630.0,8245889.0,19741.0,109225.0,12714946.0,19238573.0,431536.0,1223672.0,431536.0,9831544.0,528902.0,5689266.0,11598535.0,6592537.0,3554237.0,528902.0,12714946.0,27725.0,17582.0,,,1031636.0,5534924.0,1031636.0,17582.0,306000.0,273320.0,730590.0,1887883.0,1116411.0,245819.0,1091159.0,1824406.0,,94518518.0,2.0,,5909269.0,66666.0,-1.0,1952886.0,3280917.0,1724182.0,,5258034.0,568246.0,335021.0,4008736.0,98315636.0,12714946.0,1116411.0,1829055.0,33065203.0,12714946.0,1463172.0,13445535.0,19619668.0,13826628.0,9788124.0,496947.0,,10143.0,3797118.0,2056646.0,,9407029.0
RLT.MI,2021-12-31,12M,EUR,3078224.0,9141947.0,-2802947.0,10746839.0,-87981.0,2092978.0,1455874.0,159045.0,11012119.0,11012119.0,11007547.0,4572.0,159045.0,23128152.0,24353194.0,444863.0,,444863.0,11215571.0,419735.0,8238084.0,17614224.0,9229928.0,4765891.0,665759.0,23128152.0,2092978.0,,,,1011011.0,,1011011.0,,198000.0,341366.0,1117478.0,1962944.0,5513928.0,1887591.0,1408778.0,4231215.0,,36845193.0,682906.0,,9376140.0,84535.0,-251407.0,756523.0,4424525.0,1341315.0,,4938158.0,,453687.0,5341097.0,37754499.0,23128152.0,5513928.0,1738367.0,47995465.0,23128152.0,1455874.0,24245630.0,23749835.0,23642272.0,12534264.0,1103411.0,251407.0,,909306.0,1968242.0,246024.0,13137623.0
RLT.MI,2022-12-31,12M,EUR,11765203.0,28394450.0,-3880113.0,16385972.0,-151256.0,618609.0,3075656.0,215080.0,22217383.0,22299411.0,22213918.0,3465.0,215080.0,33092258.0,65469809.0,1128239.0,,1128239.0,32841774.0,3210411.0,28763883.0,40948523.0,28545706.0,7904400.0,3432881.0,33092258.0,618609.0,,,,1947417.0,,1947417.0,,783000.0,486087.0,1283024.0,4024287.0,-7856265.0,2701722.0,10455473.0,4739031.0,,42246183.0,1484360.0,-1.0,12184640.0,92032.0,-5080351.0,2671812.0,7418313.0,7345668.0,82028.0,19353951.0,,465468.0,5436938.0,43358737.0,33092258.0,-7856265.0,3531931.0,113854985.0,33092258.0,3075656.0,34375282.0,79479703.0,48385173.0,46637929.0,4916936.0,5080351.0,,1112554.0,2584420.0,222470.0,32628035.0
RLT.MI,2023-12-31,12M,EUR,10915191.0,29626425.0,-5590957.0,16385972.0,-327132.0,391044.0,3147403.0,215080.0,11344273.0,11388615.0,11340266.0,4007.0,215080.0,35812548.0,51356458.0,1174508.0,,1174508.0,33611221.0,2602652.0,28763884.0,42335061.0,29953557.0,10031643.0,2818337.0,35812548.0,391044.0,,,,1972895.0,,1972895.0,,557419.0,508090.0,629847.0,4440686.0,-6522513.0,2766495.0,1887914.0,5524919.0,,42243884.0,-1.0,,13571177.0,126180.0,,2050983.0,9523553.0,2585828.0,44342.0,17011764.0,,584733.0,7646827.0,43352973.0,35812548.0,-6522513.0,4352520.0,101415926.0,35812548.0,3147403.0,36442395.0,64973531.0,50059466.0,31362310.0,4045590.0,,,1109089.0,2664057.0,215685.0,17745237.0
